Part;Time [s];Np;ForceFluid.x [N/m];ForceFluid.y [N/m];ForceFluid.z [N/m];ForceFluid [N/m];Weight.x [N/m];Weight.y [N/m];Weight.z [N/m];ForceTotal.x [N/m];ForceTotal.y [N/m];ForceTotal.z [N/m];ForceTotal [N/m]
0;0.000000;80;  0.000000000000E+00;  0.000000000000E+00;  0.000000000000E+00;  0.000000000000E+00;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  6.278400362110E+01
1;0.010022;80;  4.610484395146E+01;  3.323761330939E-38;  2.660062018932E+00;  4.618151757720E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  4.610484395146E+01;  3.323761330939E-38; -6.012394160217E+01;  7.576638429785E+01
2;0.020021;80;  2.301504059261E+01; -7.773591029803E-37;  3.358560087659E+00;  2.325880520022E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  2.301504059261E+01; -7.773591029803E-37; -5.942544353344E+01;  6.372656771415E+01
3;0.030008;80; -1.135478141986E+01; -3.349466980025E-36;  2.937965961366E+00;  1.172871284851E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -1.135478141986E+01; -3.349466980025E-36; -5.984603765974E+01;  6.091370358682E+01
4;0.040035;80;  5.731690572302E+01; -6.604254714181E-36;  7.817659423018E+00;  5.784758837251E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  5.731690572302E+01; -6.604254714181E-36; -5.496634419808E+01;  7.941364288435E+01
5;0.050043;80; -1.491444883014E+01;  1.633905148130E-35;  3.569644599701E+00;  1.533568213270E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -1.491444883014E+01;  1.633905148130E-35; -5.921435902140E+01;  6.106374618562E+01
6;0.060015;80; -2.160811027766E+00;  1.306651604918E-35;  5.689945174604E+00;  6.086425912448E+00;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -2.160811027766E+00;  1.306651604918E-35; -5.709405844650E+01;  5.713493339621E+01
7;0.070039;80;  6.272392075358E+01;  1.204099550034E-34;  1.085533448540E+01;  6.365633135432E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  6.272392075358E+01;  1.204099550034E-34; -5.192866913570E+01;  8.143019656679E+01
8;0.080014;80; -1.087098114932E+00;  1.383022648434E-34;  7.508013963819E+00;  7.586307138021E+00;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -1.087098114932E+00;  1.383022648434E-34; -5.527598965728E+01;  5.528667845787E+01
9;0.090007;80;  4.650382075166E+01;  1.199102531077E-34;  1.250501950540E+01;  4.815579775409E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  4.650382075166E+01;  1.199102531077E-34; -5.027898411570E+01;  6.848782072902E+01
10;0.100018;80;  6.231190106812E+01; -1.492280614342E-34;  1.058485694654E+01;  6.320452682603E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  6.231190106812E+01; -1.492280614342E-34; -5.219914667456E+01;  8.128667743410E+01
11;0.110033;80;  1.682569611060E+01; -1.702809979849E-34;  9.081482405685E+00;  1.912007772711E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  1.682569611060E+01; -1.702809979849E-34; -5.370252121542E+01;  5.627668108994E+01
12;0.120004;80;  5.846163507009E+01; -7.067171009020E-35;  1.346602336863E+01;  5.999247086455E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  5.846163507009E+01; -7.067171009020E-35; -4.931798025247E+01;  7.648546235235E+01
