Part;Time [s];Np;ForceFluid.x [N/m];ForceFluid.y [N/m];ForceFluid.z [N/m];ForceFluid [N/m];Weight.x [N/m];Weight.y [N/m];Weight.z [N/m];ForceTotal.x [N/m];ForceTotal.y [N/m];ForceTotal.z [N/m];ForceTotal [N/m]
0;0.000000;80;  0.000000000000E+00;  0.000000000000E+00;  0.000000000000E+00;  0.000000000000E+00;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01;  6.278400362110E+01
1;0.010022;80; -2.835086190793E+00;  2.986021196801E-39;  3.296387721544E-01;  2.854185598263E+00;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -2.835086190793E+00;  2.986021196801E-39; -6.245436484895E+01;  6.251868042749E+01
2;0.020021;80; -2.170020501763E+01;  1.637530462842E-38; -9.884386209911E-02;  2.170043013206E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -2.170020501763E+01;  1.637530462842E-38; -6.288284748320E+01;  6.652181150121E+01
3;0.030008;80; -4.037041322247E+01; -9.322252279166E-37; -1.504104064466E+00;  4.039842314732E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -4.037041322247E+01; -9.322252279166E-37; -6.428810768557E+01;  7.591265410683E+01
4;0.040035;80; -4.131490117650E+01;  1.794023332628E-37;  6.181342693885E-01;  4.131952503598E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -4.131490117650E+01;  1.794023332628E-37; -6.216586935171E+01;  7.464259086794E+01
5;0.050043;80; -4.004461370401E+01;  2.813328355375E-36; -1.860048989356E+00;  4.008778952432E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -4.004461370401E+01;  2.813328355375E-36; -6.464405261046E+01;  7.604225552025E+01
6;0.060015;80; -2.832284362704E+01; -8.391860627756E-38; -1.847459248416E+00;  2.838303325574E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -2.832284362704E+01; -8.391860627756E-38; -6.463146286952E+01;  7.056493083519E+01
7;0.070039;80; -6.044351516291E+01;  7.369174237854E-36; -1.257692391540E+00;  6.045659860926E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -6.044351516291E+01;  7.369174237854E-36; -6.404169601264E+01;  8.806110011478E+01
8;0.080014;80; -2.801285110596E+01;  5.510752283151E-37; -2.023042518244E+00;  2.808580652421E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -2.801285110596E+01;  5.510752283151E-37; -6.480704613935E+01;  7.060221707845E+01
9;0.090007;80; -3.392321179693E+01;  3.520600242379E-36; -2.959137865292E+00;  3.405203071074E+01;  0.000000000000E+00;  0.000000000000E+00; -6.278400362110E+01; -3.392321179693E+01;  3.520600242379E-36; -6.574314148639E+01;  7.397935489797E+01
