#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRhop;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
Case_Def;8tk02x80-DualSPHysics5-NNewtonian v1.005 (v5.0.164) (21-11-2020);18-08-2026 16:23:47;4489;764.779175;382.388184;764.869385;481418;1257233;64043;;2.000007;201;5;4489;4118;Gpu_0?="NVIDIA RTX A1000";CellsFull - Pos-Cell - Single-Gpu; HostName:LCEEO-PKI206D02 - BsForcesBound=128 (47 regs) - BsForcesFluid=128 (64 regs);Case_Def - 2D - DBC - Symplectic - Wendland - Visco_Artificial(0.02b0) - DDT2(0.1) - Ft-Chrono - RhopOut(700-1300);803;419;0.010000;0.014142;0;0;0.090110;38.698032;23.735447;44.988644;42.541100;36.874653;0.447121;69.859642;156.226257;0.000000;36.163490;24.533657;0.000000;0.000000;0.000000;0.148681;1.588394;182.672668;0.000000;0.000000
