y_m,q_m,vnormal_m_s,speed_m_s,x_m,z_m,vx_m_s,vy_m_s,vz_m_s
-0.13714777,0.036036194187782665,0.006286523989389036,0.009600015268103616,-0.02857282,0.027019851,0.00862162,3.9354069e-05,-0.0042221337
-0.12836237,0.036247972108112037,0.009372125537909679,0.014395640005822058,-0.028755201,0.027172502,0.01284667,-0.0016658419,-0.0062787333
-0.13720442,0.039901660219257264,0.0050139121372348135,0.00840390346420185,-0.033679724,0.029051388,0.0072504813,-5.1647065e-05,-0.0042489348
-0.12743701,0.03195043758008361,0.008124746846761483,0.013346869588627236,-0.025093591,0.024058092,0.011604001,-0.00081685226,-0.0065436107
-0.13449971,0.0317551320902891,0.006418931678793045,0.009434698071012113,-0.02351504,0.024515975,0.0084514832,-0.0023363512,-0.0034824449
-0.13681485,0.034849135266599086,0.00843768888536339,0.010098536102206407,-0.022580637,0.028273808,0.0099349041,4.2109368e-06,-0.0018105508
-0.13728631,0.02990231558000842,0.006773067611616003,0.009733388509208261,-0.019760199,0.024096984,0.008965184,-0.00016796298,-0.0037863064
-0.13714421,0.02759698382222152,0.006515476995255197,0.010242072911770872,-0.019234104,0.021815877,0.0090812044,0.0004048422,-0.0047188862
-0.13454163,0.022476773179548756,0.007501217654592971,0.010613946272995299,-0.012686665,0.019032706,0.009497405,-0.0035163157,-0.0031765827
-0.13734142,0.024412919648537413,0.006669932392687084,0.010760276431201801,-0.013966724,0.020592706,0.0094388938,2.6100703e-05,-0.0051662512
-0.12852414,0.017562335059889578,0.013537190197895956,0.01565805928962661,-0.0063810875,0.016370414,0.0154102,-0.0022249476,-0.0016583621
-0.13645995,0.02164872715108227,0.010786540159639958,0.012292369348937642,-0.0067443186,0.020655526,0.012198392,0.00101051,-0.0011315681
-0.13737363,0.020305719138206633,0.006955030427429786,0.008149223056455062,-0.0095466599,0.018007012,0.0080556208,-0.00035995836,-0.0011778115
-0.13637762,0.026913666393992033,0.011481053442135732,0.015517395762049337,-0.0040541976,0.027517036,0.014637719,-0.00071321934,-0.0051007913
-0.12696475,0.028286012367907436,0.009017947468521567,0.014425275498922778,-0.018107906,0.023042453,0.012608333,-0.0022902319,-0.0066236961
-0.13776632,0.016442941613742983,0.010300778376084731,0.012413527394404364,-0.0023744218,0.016855078,0.012163731,0.00093855819,-0.0022931243
-0.13651925,0.022146992688461684,0.012298563091959659,0.016254352807421567,-0.00031643888,0.023925295,0.015473212,-0.00012176572,-0.0049768332
-0.13461681,0.014787488011205226,0.013103887148261533,0.016637322027799068,-0.00014354693,0.016003609,0.015708914,-0.0042405622,-0.0034710427
-0.13585697,0.01634382824432219,0.013242122331101927,0.017229132466662668,0.0048354496,0.019807814,0.016450366,-0.0016030871,-0.0048640082
-0.1298483,0.018504761450894216,0.01894025040366657,0.02682881153434614,0.009437046,0.024108628,0.024386013,-0.0066737821,-0.0089759752
-0.13742843,0.010452672280082072,0.0076571019051198,0.013727822374706492,0.0056877909,0.013769693,0.01147615,-0.0011868114,-0.0074392585
-0.13137744,0.006967857937310014,0.006704843177407893,0.014805208720154828,0.0082317963,0.011063795,0.010045779,-0.0087143686,-0.0065066358
-0.13672596,0.009951017669338733,0.010052588227651755,0.015244035569155146,0.0081824847,0.01428365,0.013459642,-0.003929731,-0.0059812935
-0.13924935,0.006057099493297435,0.013238677806559499,0.01681377657400286,0.013925347,0.012491152,0.014983739,-0.0074953898,-0.0014176671
-0.13739106,0.0035944138770815544,0.013505565791902239,0.018675884423139222,0.016128194,0.010750841,0.014581759,-0.01166687,0.0002123861
-0.14125961,0.004700928461013027,0.014800964298198794,0.018899335367989704,0.015494751,0.011684034,0.016275469,-0.0095958402,-0.00046242517
-0.12808383,0.010777744279234065,0.008157236825927,0.01736283120945074,0.0049663857,0.01381662,0.012982359,-0.0062199249,-0.0097076669
-0.12849432,0.0037660930603384633,0.01404935409739014,0.018322903230898045,0.014924734,0.010426508,0.016374683,-0.0077932924,-0.0026197582
-0.12981014,0.024738845017755026,0.018299016961074742,0.025074777119544298,0.0015529755,0.0275345,0.023415595,-0.0033241601,-0.0083309254
-0.13785025,0.022842609857677686,0.015601015039216175,0.020289948156994364,0.0086820433,0.028500615,0.019428967,0.00021114555,-0.0058440273
-0.11924499,0.03635466539407411,0.012568796384781044,0.019285529408598425,-0.028187955,0.027529191,0.017283775,-0.00029878187,-0.008550643
-0.11138982,0.03826982377565394,0.012666480422688546,0.02062090586233409,-0.031226449,0.028319979,0.017957129,-0.0022385824,-0.0098869624
-0.10531607,0.03329263907311333,0.014951594767451523,0.02220480350543132,-0.025282819,0.025435884,0.020144433,-0.0016640817,-0.0091916239
-0.11404282,0.03335096998725097,0.012900407023013549,0.01955012227151371,-0.024775056,0.025714785,0.017552402,-0.0021567666,-0.0083347959
-0.12164155,0.03400549181965186,0.012575913973028196,0.018817571664167084,-0.024507131,0.026539559,0.017012667,-0.0015359326,-0.0078937365
-0.10946827,0.031048795043084935,0.014291503180413044,0.020767664187395823,-0.022672918,0.024106098,0.018952312,-0.0026343635,-0.0080725383
-0.11677708,0.029235847380025527,0.012272925337890784,0.018455784900902106,-0.020911168,0.022884402,0.016618608,-0.0021254143,-0.0077408319
-0.10823598,0.02722466740283232,0.015086692807698643,0.022669615216075682,-0.017624155,0.02209479,0.020425908,-0.0025046014,-0.0095089804
-0.12267814,0.0277829069833386,0.01136285066181229,0.01737568566270478,-0.01568724,0.023523411,0.015572456,-0.001253314,-0.0076054106
-0.11412396,0.025399111277060387,0.017789102071703655,0.02321637101377473,-0.011417455,0.022746166,0.022150815,-0.0020086584,-0.006656318
-0.10733513,0.02300336650552147,0.010708703877394692,0.019420927458153596,-0.011926599,0.019927405,0.016102666,-0.0026502304,-0.010528668
-0.11705341,0.023280502914094146,0.011162465768751495,0.01662765229858714,-0.014018603,0.019340472,0.014982807,-0.0025909683,-0.0067291306
