time_s,xmin,xmax,xspan,ymin,ymax,yspan,zmin,zmax,zspan,n
0.0,-0.14399999,0.14399999,0.28799998,0.472,0.77280003,0.30080003,825352.0,895961.0,70609.0,70610
0.200008,-0.144739,0.14475504,0.28949404,0.40722522,0.76252085,0.35529563000000003,825352.0,895961.0,70609.0,70610
0.400121,-0.14565974,0.14566919,0.29132893000000004,0.3187179,0.75149852,0.43278061999999995,825352.0,895961.0,70609.0,70610
0.600113,-0.14645562,0.14656046,0.29301608,0.25175315,0.74529803,0.49354487999999996,825352.0,895961.0,70609.0,70610
0.800059,-0.14626953,0.14667849,0.29294802,0.19950639,0.74150991,0.54200352,825352.0,895961.0,70609.0,70610
1.00011,-0.14618653,0.14665328,0.29283981000000003,0.154725,0.73880082,0.58407582,825352.0,895961.0,70609.0,70610
1.20005,-0.14657097,0.14619635,0.29276732,0.11415091,0.73653251,0.6223816,825352.0,895961.0,70609.0,70610
1.40002,-0.14714974,0.14652614,0.29367588,0.079051897,0.734519,0.655467103,825352.0,895961.0,70609.0,70610
