#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRhop;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
Case_Def;3c1g9tc2-DualSPHysics5-NNewtonian v1.005 (v5.0.164) (21-11-2020);27-08-2026 17:17:07;4489;956.884949;478.440704;956.988403;481418;1257233;64043;;2.000007;201;5;4489;4118;Gpu_0?="NVIDIA RTX A1000";CellsFull - Pos-Cell - Single-Gpu; HostName:LCEEO-PKI206D02 - BsForcesBound=128 (47 regs) - BsForcesFluid=128 (64 regs);Case_Def - 2D - DBC - Symplectic - Wendland - Visco_Artificial(0.02b0) - DDT2(0.1) - Ft-Chrono - RhopOut(700-1300);803;419;0.010000;0.014142;0;0;0.103075;51.710827;30.891985;51.908623;56.245892;48.912003;0.446871;96.253769;198.547333;0.000000;47.537079;31.826199;0.000000;0.000000;0.000000;0.184848;1.726157;193.816956;0.000000;0.000000
