mk,step,time_s,com_x,num_particles
63,0,0.0,43.0,2197
63,1,0.2,43.0,2197
63,2,0.4,43.0,2197
63,3,0.6000000000000001,43.0,2197
63,4,0.8,43.0,2197
63,5,1.0,43.0,2197
63,6,1.2000000000000002,43.0,2197
63,7,1.4,43.0,2197
63,8,1.6,43.0,2197
63,9,1.8,43.0,2197
63,10,2.0,43.0,2197
63,11,2.2,43.013099536185706,2197
63,12,2.4000000000000004,43.2144251679563,2197
63,13,2.6,43.54557302776514,2197
63,14,2.8000000000000003,43.90824747974511,2197
63,15,3.0,44.198104665908055,2197
63,16,3.2,44.29443363404643,2197
63,17,3.4000000000000004,44.18781706918526,2197
63,18,3.6,43.97724096313155,2197
63,19,3.8,43.73670293855257,2197
63,20,4.0,43.558346401001366,2197
63,21,4.2,43.60457519572144,2197
63,22,4.4,43.85447479790624,2197
63,23,4.6000000000000005,44.24530664952207,2197
63,24,4.800000000000001,44.723048543468366,2197
63,25,5.0,45.2694809126081,2197
63,26,5.2,45.87417422394174,2197
63,27,5.4,46.53838964633592,2197
63,28,5.6000000000000005,47.25229109922622,2197
63,29,5.800000000000001,48.02284960355029,2197
63,30,6.0,48.86196390168411,2197
63,31,6.2,49.77361758352298,2197
63,32,6.4,50.7522502580792,2197
63,33,6.6000000000000005,51.78699557350934,2197
63,34,6.800000000000001,52.84522523076923,2197
63,35,7.0,53.90265373099681,2197
63,36,7.2,54.948788798361406,2197
63,37,7.4,55.96623859399181,2197
63,38,7.6,56.943047292216654,2197
63,39,7.800000000000001,57.86849972963132,2197
63,40,8.0,58.73063879699591,2197
63,41,8.200000000000001,59.52899254619936,2197
63,42,8.4,60.265469502958574,2197
63,43,8.6,60.93010522212107,2197
63,44,8.8,61.51817208010924,2197
63,45,9.0,62.01949318752844,2197
63,46,9.2,62.42897124988622,2197
63,47,9.4,62.74984488529814,2197
63,48,9.6,62.97211518070096,2197
63,49,9.8,63.09612969458352,2197
63,50,10.0,63.13692862585344,2197
