mk,step,time_s,com_x,num_particles
65,0,0.0,43.0,2197
65,1,0.2,43.0,2197
65,2,0.4,43.0,2197
65,3,0.6000000000000001,43.0,2197
65,4,0.8,43.0,2197
65,5,1.0,43.0,2197
65,6,1.2000000000000002,43.0,2197
65,7,1.4,43.0,2197
65,8,1.6,43.0,2197
65,9,1.8,43.0,2197
65,10,2.0,43.0,2197
65,11,2.2,43.00183446745562,2197
65,12,2.4000000000000004,43.09718005962676,2197
65,13,2.6,43.360157108329545,2197
65,14,2.8000000000000003,43.73361945061448,2197
65,15,3.0,44.05312501729631,2197
65,16,3.2,44.23426478698225,2197
65,17,3.4000000000000004,44.308867401001365,2197
65,18,3.6,44.3543112890305,2197
65,19,3.8,44.43887929494765,2197
65,20,4.0,44.66419495402823,2197
65,21,4.2,45.14166826263086,2197
65,22,4.4,45.86221367637688,2197
65,23,4.6000000000000005,46.77263156258535,2197
65,24,4.800000000000001,47.80016942057351,2197
65,25,5.0,48.8667159167046,2197
65,26,5.2,49.927486859353664,2197
65,27,5.4,51.04873748975876,2197
65,28,5.6000000000000005,52.24500653026855,2197
65,29,5.800000000000001,53.51103771961766,2197
65,30,6.0,54.81861190077379,2197
65,31,6.2,56.18847686253983,2197
65,32,6.4,57.601086035502966,2197
65,33,6.6000000000000005,59.038438102867545,2197
65,34,6.800000000000001,60.46192595812472,2197
65,35,7.0,61.83324759308148,2197
65,36,7.2,63.10682896449704,2197
65,37,7.4,64.27265818070097,2197
65,38,7.6,65.36230438552572,2197
65,39,7.800000000000001,66.42072069640419,2197
65,40,8.0,67.45720341055986,2197
65,41,8.200000000000001,68.45476742193902,2197
65,42,8.4,68.9767014610833,2197
65,43,8.6,69.33492187847064,2197
65,44,8.8,69.75076061993629,2197
65,45,9.0,70.06973188393263,2197
65,46,9.2,70.37133615885298,2197
65,47,9.4,70.68811033500228,2197
65,48,9.6,70.99594145197997,2197
65,49,9.8,71.29991415248065,2197
65,50,10.0,71.57475542284935,2197
