step,time_s,com_x,num_particles
0,0.0,2.5,2340
1,0.2,2.5001747780769232,2340
2,0.4,2.52449200008547,2340
3,0.6000000000000001,2.555590560042735,2340
4,0.8,2.6092622167094017,2340
5,1.0,2.676763586923077,2340
6,1.2000000000000002,2.7629130575213674,2340
7,1.4000000000000001,2.8569405125213674,2340
8,1.6,2.961954940042735,2340
9,1.8,3.0744525115384618,2340
10,2.0,3.1980180014529918,2340
11,2.2,3.3292497282478632,2340
12,2.4000000000000004,3.4652466809829057,2340
13,2.6,3.607739158076923,2340
14,2.8000000000000003,3.7507594152136754,2340
15,3.0,3.9038597214102566,2340
16,3.2,4.06702340491453,2340
17,3.4000000000000004,4.23896635111111,2340
18,3.6,4.418788840897436,2340
19,3.8000000000000003,4.608312771837607,2340
20,4.0,4.804263770598291,2340
21,4.2,5.007237538162394,2340
22,4.4,5.214131944230768,2340
23,4.6000000000000005,5.42495659,2340
24,4.800000000000001,5.637432800641026,2340
25,5.0,5.846023421666667,2340
26,5.2,6.047163298247863,2340
27,5.4,6.239844549145299,2340
28,5.6000000000000005,6.418010046196581,2340
29,5.800000000000001,6.581159852307692,2340
30,6.0,6.726986138247863,2340
31,6.2,6.855057915299145,2340
32,6.4,6.965552477649574,2340
33,6.6000000000000005,7.059861571068376,2340
34,6.800000000000001,7.139070009615385,2340
35,7.0,7.205979125213676,2340
36,7.2,7.263053296965811,2340
37,7.4,7.313394602948719,2340
38,7.6000000000000005,7.359981272521368,2340
39,7.800000000000001,7.404768539871793,2340
40,8.0,7.449018855897435,2340
41,8.200000000000001,7.493734056111111,2340
42,8.4,7.539676950726497,2340
43,8.6,7.58674819982906,2340
44,8.8,7.63525416854701,2340
45,9.0,7.685315427350427,2340
46,9.200000000000001,7.7366314352564105,2340
47,9.4,7.78916055465812,2340
48,9.600000000000001,7.8428756346153845,2340
49,9.8,7.8972992826495725,2340
50,10.0,7.952594851709401,2340
