step,time_s,com_x,num_particles
0,0.0,5.0,2340
1,0.2,5.006886477649573,2340
2,0.4,5.066056283632478,2340
3,0.6000000000000001,5.149829864615385,2340
4,0.8,5.290445400726496,2340
5,1.0,5.474514512735042,2340
6,1.2000000000000002,5.7102201718803425,2340
7,1.4000000000000001,5.979212735982906,2340
8,1.6,6.28636141440171,2340
9,1.8,6.61411074517094,2340
10,2.0,6.961542171239317,2340
11,2.2,7.319501912606839,2340
12,2.4000000000000004,7.687866260897437,2340
13,2.6,8.076731323290598,2340
14,2.8000000000000003,8.469831285341881,2340
15,3.0,8.879493721068377,2340
16,3.2,9.307823236324786,2340
17,3.4000000000000004,9.751541774358975,2340
18,3.6,10.20660273119658,2340
19,3.8000000000000003,10.674246198931623,2340
20,4.0,11.145960077521368,2340
21,4.2,11.618474964316238,2340
22,4.4,12.08261418897436,2340
23,4.6000000000000005,12.535662085085471,2340
24,4.800000000000001,12.971137599871795,2340
25,5.0,13.37769109059829,2340
26,5.2,13.749858197521368,2340
27,5.4,14.08752582303419,2340
28,5.6000000000000005,14.382464084102564,2340
29,5.800000000000001,14.637205740170941,2340
30,6.0,14.851469381752137,2340
31,6.2,15.027383010769233,2340
32,6.4,15.167529310726495,2340
33,6.6000000000000005,15.275338844743592,2340
34,6.800000000000001,15.356356575170942,2340
35,7.0,15.42134361508547,2340
36,7.2,15.476223169273505,2340
37,7.4,15.526984844102564,2340
38,7.6000000000000005,15.577601804957263,2340
39,7.800000000000001,15.630297205470084,2340
40,8.0,15.686265327905986,2340
41,8.200000000000001,15.74634724145299,2340
42,8.4,15.811140698376066,2340
43,8.6,15.880110257051284,2340
44,8.8,15.953280808931623,2340
45,9.0,16.030463217222223,2340
46,9.200000000000001,16.11084743645299,2340
47,9.4,16.193998051923078,2340
48,9.600000000000001,16.279563833760683,2340
49,9.8,16.366490179358973,2340
50,10.0,16.454820490470087,2340
