step,time_s,com_x,num_particles
0,0.0,10.0,2340
1,0.2,10.025686533760682,2340
2,0.4,10.185719587179488,2340
3,0.6000000000000001,10.455560137179488,2340
4,0.8,10.876865898717949,2340
5,1.0,11.42045673888889,2340
6,1.2000000000000002,12.114204174358974,2340
7,1.4000000000000001,12.935473090170941,2340
8,1.6,13.904949130726495,2340
9,1.8,14.998931976153848,2340
10,2.0,16.22131286645299,2340
11,2.2,17.533722974188034,2340
12,2.4000000000000004,18.907059541410256,2340
13,2.6,20.307124827649574,2340
14,2.8000000000000003,21.686723015170944,2340
15,3.0,23.027396869871794,2340
16,3.2,24.30279602188034,2340
17,3.4000000000000004,25.48736152354701,2340
18,3.6,26.569089118418805,2340
19,3.8000000000000003,27.55177394542735,2340
20,4.0,28.42529107867521,2340
21,4.2,29.200536414700856,2340
22,4.4,29.891311304188033,2340
23,4.6000000000000005,30.516488856709408,2340
24,4.800000000000001,31.087693136153842,2340
25,5.0,31.60996998888889,2340
26,5.2,32.094310132051284,2340
27,5.4,32.55755616106838,2340
28,5.6000000000000005,32.993738289529915,2340
29,5.800000000000001,33.39838364568376,2340
30,6.0,33.76111093183761,2340
31,6.2,34.08036989589744,2340
32,6.4,34.36328947901709,2340
33,6.6000000000000005,34.62428242346154,2340
34,6.800000000000001,34.88152964692308,2340
35,7.0,35.147981487222225,2340
36,7.2,35.422405463376066,2340
37,7.4,35.690967420854705,2340
38,7.6000000000000005,35.95204711649573,2340
39,7.800000000000001,36.20705855209402,2340
40,8.0,36.45309452824787,2340
41,8.200000000000001,36.69140313752136,2340
42,8.4,36.921270218803414,2340
43,8.6,37.13637351525641,2340
44,8.8,37.3403641065812,2340
45,9.0,37.53386979153846,2340
46,9.200000000000001,37.71529998705128,2340
47,9.4,37.88531108508547,2340
48,9.600000000000001,38.04183374876068,2340
49,9.8,38.18696779743589,2340
50,10.0,38.32252177141025,2340
