step,time_s,com_x,num_particles
0,0.0,5.5,2340
1,0.2,5.508478496068376,2340
2,0.4,5.575414084743589,2340
3,0.6000000000000001,5.671876722521366,2340
4,0.8,5.833405307264958,2340
5,1.0,6.045457557478632,2340
6,1.2000000000000002,6.3168963718803415,2340
7,1.4000000000000001,6.62851394465812,2340
8,1.6,6.985811875213676,2340
9,1.8,7.3677454748717945,2340
10,2.0,7.774349597478633,2340
11,2.2,8.19512566337607,2340
12,2.4000000000000004,8.627652092521368,2340
13,2.6,9.083549094017094,2340
14,2.8000000000000003,9.544928372692308,2340
15,3.0,10.023055271111112,2340
16,3.2,10.518856167606838,2340
17,3.4000000000000004,11.02903039957265,2340
18,3.6,11.549177937991454,2340
19,3.8000000000000003,12.081029060085468,2340
20,4.0,12.614087773119657,2340
21,4.2,13.14338809247863,2340
22,4.4,13.65824821931624,2340
23,4.6000000000000005,14.155398674017093,2340
24,4.800000000000001,14.62766246525641,2340
25,5.0,15.06294849299145,2340
26,5.2,15.456122615811966,2340
27,5.4,15.808123996880342,2340
28,5.6000000000000005,16.111573197521366,2340
29,5.800000000000001,16.37025149354701,2340
30,6.0,16.584860874273502,2340
31,6.2,16.7581156484188,2340
32,6.4,16.892998746239318,2340
33,6.6000000000000005,16.993130459529915,2340
34,6.800000000000001,17.065813492393165,2340
35,7.0,17.12414675854701,2340
36,7.2,17.17471752333333,2340
37,7.4,17.223554486153844,2340
38,7.6000000000000005,17.274310161623934,2340
39,7.800000000000001,17.328790665854704,2340
40,8.0,17.38786913,2340
41,8.200000000000001,17.45211841230769,2340
42,8.4,17.52193392769231,2340
43,8.6,17.5965496367094,2340
44,8.8,17.675837699743592,2340
45,9.0,17.759464335726495,2340
46,9.200000000000001,17.846458753675215,2340
47,9.4,17.936266601495728,2340
48,9.600000000000001,18.028439736153846,2340
49,9.8,18.121790315512822,2340
50,10.0,18.216332118760683,2340
