step,time_s,com_x,num_particles
0,0.0,3.0,2340
1,0.2,3.001250722307692,2340
2,0.4,3.032177038675214,2340
3,0.6000000000000001,3.072412080726496,2340
4,0.8,3.140985074700854,2340
5,1.0,3.2286920946153845,2340
6,1.2000000000000002,3.340627817735043,2340
7,1.4000000000000001,3.464215963333333,2340
8,1.6,3.6013006317094023,2340
9,1.8,3.7476528050000004,2340
10,2.0,3.907558048205128,2340
11,2.2,4.074372868675214,2340
12,2.4000000000000004,4.245879433076923,2340
13,2.6,4.425381851880342,2340
14,2.8000000000000003,4.606438837222222,2340
15,3.0,4.800710993076923,2340
16,3.2,5.0079424628205125,2340
17,3.4000000000000004,5.226736485726495,2340
18,3.6,5.455296486880341,2340
19,3.8000000000000003,5.6951824596581195,2340
20,4.0,5.941945472222223,2340
21,4.2,6.195733387008548,2340
22,4.4,6.4522936670940165,2340
23,4.6000000000000005,6.7114420979487175,2340
24,4.800000000000001,6.970439753333332,2340
25,5.0,7.222724520897436,2340
26,5.2,7.464106204658121,2340
27,5.4,7.6934494490598295,2340
28,5.6000000000000005,7.903586942948717,2340
29,5.800000000000001,8.0941611808547,2340
30,6.0,8.262801944102565,2340
31,6.2,8.409339261239316,2340
32,6.4,8.534213437905983,2340
33,6.6000000000000005,8.639232687350427,2340
34,6.800000000000001,8.725991525641025,2340
35,7.0,8.79844734448718,2340
36,7.2,8.859731092264957,2340
37,7.4,8.913728190470085,2340
38,7.6000000000000005,8.96385891931624,2340
39,7.800000000000001,9.012387728162395,2340
40,8.0,9.060719167393163,2340
41,8.200000000000001,9.109969562350427,2340
42,8.4,9.16096486102564,2340
43,8.6,9.213580682478632,2340
44,8.8,9.268126327350426,2340
45,9.0,9.324708523931623,2340
46,9.200000000000001,9.382953523205128,2340
47,9.4,9.442773087478631,2340
48,9.600000000000001,9.50410209397436,2340
49,9.8,9.566359007094016,2340
50,10.0,9.629703725897437,2340
