step,time_s,com_x,num_particles
0,0.0,7.5,2340
1,0.2,7.515437453675215,2340
2,0.4,7.616255933290598,2340
3,0.6000000000000001,7.773694410170941,2340
4,0.8,8.03327501991453,2340
5,1.0,8.373542796623932,2340
6,1.2000000000000002,8.807969497948717,2340
7,1.4000000000000001,9.31582807482906,2340
8,1.6,9.90228343017094,2340
9,1.8,10.545795572307693,2340
10,2.0,11.248392377393163,2340
11,2.2,11.985689097264958,2340
12,2.4000000000000004,12.749961712606838,2340
13,2.6,13.550287893376067,2340
14,2.8000000000000003,14.363497062264955,2340
15,3.0,15.192173046367522,2340
16,3.2,16.032139341410254,2340
17,3.4000000000000004,16.873062904700856,2340
18,3.6,17.704563729957265,2340
19,3.8000000000000003,18.520515459829056,2340
20,4.0,19.30259047764957,2340
21,4.2,20.041527957478635,2340
22,4.4,20.726314561025642,2340
23,4.6000000000000005,21.356090518931627,2340
24,4.800000000000001,21.925985717735042,2340
25,5.0,22.427585967264957,2340
26,5.2,22.86343177482906,2340
27,5.4,23.242165338247865,2340
28,5.6000000000000005,23.56051129042735,2340
29,5.800000000000001,23.824465811495728,2340
30,6.0,24.034910507991455,2340
31,6.2,24.19191677636752,2340
32,6.4,24.29676254188034,2340
33,6.6000000000000005,24.355349110256412,2340
34,6.800000000000001,24.38896428534188,2340
35,7.0,24.423783608418805,2340
36,7.2,24.4721669407265,2340
37,7.4,24.537608085726497,2340
38,7.6000000000000005,24.62015029115385,2340
39,7.800000000000001,24.717657643504275,2340
40,8.0,24.82736926380342,2340
41,8.200000000000001,24.94714789423077,2340
42,8.4,25.075238984871795,2340
43,8.6,25.208554261965812,2340
44,8.8,25.345792883717948,2340
45,9.0,25.485640453034186,2340
46,9.200000000000001,25.626088380726497,2340
47,9.4,25.766146448632476,2340
48,9.600000000000001,25.905075116709398,2340
49,9.8,26.041208417264958,2340
50,10.0,26.174799195384615,2340
