step,time_s,com_x,num_particles
0,0.0,1.0,2340
1,0.2,0.9991479426880341,2340
2,0.4,1.0070930762264958,2340
3,0.6000000000000001,1.0164667072393163,2340
4,0.8,1.0324909716196582,2340
5,1.0,1.0518180474316239,2340
6,1.2000000000000002,1.0780570948290595,2340
7,1.4000000000000001,1.1082014886709401,2340
8,1.6,1.1428087446965811,2340
9,1.8,1.1789952332350426,2340
10,2.0,1.2175229537350427,2340
11,2.2,1.2573121128162392,2340
12,2.4000000000000004,1.302846846153846,2340
13,2.6,1.3557929380940172,2340
14,2.8000000000000003,1.4118412802863247,2340
15,3.0,1.470371586448718,2340
16,3.2,1.528265175311966,2340
17,3.4000000000000004,1.5865264020470087,2340
18,3.6,1.6467024359273505,2340
19,3.8000000000000003,1.7131183110982906,2340
20,4.0,1.7846127459145298,2340
21,4.2,1.8593423594957263,2340
22,4.4,1.9354945885042736,2340
23,4.6000000000000005,2.012891352371795,2340
24,4.800000000000001,2.090410612726496,2340
25,5.0,2.166219758371795,2340
26,5.2,2.2401424437179487,2340
27,5.4,2.3121795034999995,2340
28,5.6000000000000005,2.3799490676794877,2340
29,5.800000000000001,2.4432874620042733,2340
30,6.0,2.5014927709786328,2340
31,6.2,2.5544732202094016,2340
32,6.4,2.602273790700855,2340
33,6.6000000000000005,2.645148375350428,2340
34,6.800000000000001,2.683102616512821,2340
35,7.0,2.7165168613076927,2340
36,7.2,2.7461279295470082,2340
37,7.4,2.7726496701880343,2340
38,7.6000000000000005,2.7974117534529914,2340
39,7.800000000000001,2.821099767888889,2340
40,8.0,2.8443071782905984,2340
41,8.200000000000001,2.867462610666667,2340
42,8.4,2.890938846905983,2340
43,8.6,2.91467722292735,2340
44,8.8,2.9388572626752136,2340
45,9.0,2.963562627311966,2340
46,9.200000000000001,2.9886857429615383,2340
47,9.4,3.0142498215854703,2340
48,9.600000000000001,3.040263930260684,2340
49,9.8,3.066516820679487,2340
50,10.0,3.0930996396752137,2340
