step,time_s,com_x,num_particles
0,0.0,10.5,2340
1,0.2,10.528324836324787,2340
2,0.4,10.705789212393164,2340
3,0.6000000000000001,11.005039635042735,2340
4,0.8,11.46522454059829,2340
5,1.0,12.05699148076923,2340
6,1.2000000000000002,12.811671580769232,2340
7,1.4000000000000001,13.704507913675213,2340
8,1.6,14.765068289316241,2340
9,1.8,15.975336307264959,2340
10,2.0,17.332035149572647,2340
11,2.2,18.80022688803419,2340
12,2.4000000000000004,20.328826854700857,2340
13,2.6,21.866994870512823,2340
14,2.8000000000000003,23.355860855982904,2340
15,3.0,24.77439310769231,2340
16,3.2,26.092612191880345,2340
17,3.4000000000000004,27.29588349102564,2340
18,3.6,28.383472884188038,2340
19,3.8000000000000003,29.36835619444444,2340
20,4.0,30.247640606837606,2340
21,4.2,31.030757226495723,2340
22,4.4,31.73064746880342,2340
23,4.6000000000000005,32.367287261965814,2340
24,4.800000000000001,32.954021118803425,2340
25,5.0,33.497770985042735,2340
26,5.2,34.01160759401709,2340
27,5.4,34.51136506538462,2340
28,5.6000000000000005,34.99267602863248,2340
29,5.800000000000001,35.451554402564106,2340
30,6.0,35.878552538034185,2340
31,6.2,36.27407521923077,2340
32,6.4,36.64314896837607,2340
33,6.6000000000000005,37.00075976794872,2340
34,6.800000000000001,37.36102783974359,2340
35,7.0,37.731012420512826,2340
36,7.2,38.098758191025645,2340
37,7.4,38.44634192264957,2340
38,7.6000000000000005,38.77847059871795,2340
39,7.800000000000001,39.1014658042735,2340
40,8.0,39.40802740299145,2340
41,8.200000000000001,39.70086677521367,2340
42,8.4,39.97456485299145,2340
43,8.6,40.21387453803419,2340
44,8.8,40.428961510256414,2340
45,9.0,40.63011249316239,2340
46,9.200000000000001,40.81786431752137,2340
47,9.4,40.988260425213674,2340
48,9.600000000000001,41.138271458547,2340
49,9.8,41.2769668042735,2340
50,10.0,41.397820887179485,2340
