step,time_s,com_x,num_particles
0,0.0,7.0,2340
1,0.2,7.013617496153846,2340
2,0.4,7.105406202094017,2340
3,0.6000000000000001,7.245866679059827,2340
4,0.8,7.47863006474359,2340
5,1.0,7.784156360726496,2340
6,1.2000000000000002,8.174497594786326,2340
7,1.4000000000000001,8.629222903119658,2340
8,1.6,9.153942048461538,2340
9,1.8,9.725672493162394,2340
10,2.0,10.344973299914528,2340
11,2.2,10.992652117948719,2340
12,2.4000000000000004,11.662067736068376,2340
13,2.6,12.362551230384614,2340
14,2.8000000000000003,13.073844963675214,2340
15,3.0,13.80358457042735,2340
16,3.2,14.549716642393165,2340
17,3.4000000000000004,15.303961480427352,2340
18,3.6,16.05720006102564,2340
19,3.8000000000000003,16.80447231576923,2340
20,4.0,17.530271984572654,2340
21,4.2,18.226923867008548,2340
22,4.4,18.881088717179487,2340
23,4.6000000000000005,19.489411595213678,2340
24,4.800000000000001,20.045640400299142,2340
25,5.0,20.539551865170942,2340
26,5.2,20.971019366410257,2340
27,5.4,21.346532248846152,2340
28,5.6000000000000005,21.662113553589744,2340
29,5.800000000000001,21.924139775512817,2340
30,6.0,22.134448700384617,2340
31,6.2,22.294831322179487,2340
32,6.4,22.40742789666667,2340
33,6.6000000000000005,22.476649126581197,2340
34,6.800000000000001,22.519279252991453,2340
35,7.0,22.55771604730769,2340
36,7.2,22.602177130555557,2340
37,7.4,22.657305528589745,2340
38,7.6000000000000005,22.72444685008547,2340
39,7.800000000000001,22.802914961794873,2340
40,8.0,22.891412001837608,2340
41,8.200000000000001,22.988862537307693,2340
42,8.4,23.09434080119658,2340
43,8.6,23.20561209269231,2340
44,8.8,23.32174136179487,2340
45,9.0,23.441696546153842,2340
46,9.200000000000001,23.56377345666667,2340
47,9.4,23.687051473205127,2340
48,9.600000000000001,23.81081798602564,2340
49,9.8,23.933485063119655,2340
50,10.0,24.05514698790598,2340
