mk,step,time_s,com_x,num_particles
61,0,0.0,43.0,2028
61,1,0.2,43.0,2028
61,2,0.4,43.0,2028
61,3,0.6000000000000001,43.0,2028
61,4,0.8,43.0,2028
61,5,1.0,43.0,2028
61,6,1.2000000000000002,43.0,2028
61,7,1.4,43.0,2028
61,8,1.6,43.0,2028
61,9,1.8,43.0,2028
61,10,2.0,43.0,2028
61,11,2.2,43.23125728550296,2028
61,12,2.4000000000000004,43.95269715384616,2028
61,13,2.6,44.89327474161736,2028
61,14,2.8000000000000003,45.92955125246548,2028
61,15,3.0,46.96177341715976,2028
61,16,3.2,48.033842499506896,2028
61,17,3.4000000000000004,49.05577344674556,2028
61,18,3.6,50.05778624260355,2028
61,19,3.8,51.1024419556213,2028
61,20,4.0,52.23497924013807,2028
61,21,4.2,53.479384999506905,2028
61,22,4.4,54.80513134861933,2028
61,23,4.6000000000000005,56.20277658086785,2028
61,24,4.800000000000001,57.655782886587765,2028
61,25,5.0,59.13877287721894,2028
61,26,5.2,60.65502387771203,2028
61,27,5.4,62.22844764250493,2028
61,28,5.6000000000000005,63.83480892110454,2028
61,29,5.800000000000001,65.48244549605523,2028
61,30,6.0,67.15782703648915,2028
61,31,6.2,68.86807037031558,2028
61,32,6.4,70.6178119403353,2028
61,33,6.6000000000000005,72.4781539704142,2028
61,34,6.800000000000001,74.43046379832347,2028
61,35,7.0,76.40877090680473,2028
61,36,7.2,78.39715470266272,2028
61,37,7.4,80.38424889003944,2028
61,38,7.6,82.37716984023669,2028
61,39,7.800000000000001,83.9387777075937,2028
61,40,8.0,82.75026250443787,2028
61,41,8.200000000000001,81.98810510404338,2028
61,42,8.4,82.7394114102564,2028
61,43,8.6,84.05644912869822,2028
61,44,8.8,85.39700954881657,2028
61,45,9.0,85.10063359763313,2028
61,46,9.2,83.80448096992109,2028
61,47,9.4,83.75155046301776,2028
61,48,9.6,84.10118728796844,2028
61,49,9.8,84.17425693688362,2028
61,50,10.0,83.0375554842209,2028
