step,time_s,com_x,num_particles
0,0.0,1.5,2340
1,0.2,1.4981412823931624,2340
2,0.4,1.5118086379487181,2340
3,0.6000000000000001,1.5269638516239317,2340
4,0.8,1.554772638931624,2340
5,1.0,1.587611001923077,2340
6,1.2000000000000002,1.6298892104700853,2340
7,1.4000000000000001,1.6767770276068377,2340
8,1.6,1.7305470770085472,2340
9,1.8,1.7865865335470086,2340
10,2.0,1.8479255052991452,2340
11,2.2,1.9146895636324788,2340
12,2.4000000000000004,1.9868887528632477,2340
13,2.6,2.066831782094017,2340
14,2.8000000000000003,2.151028423760684,2340
15,3.0,2.238517197905983,2340
16,3.2,2.328988704871795,2340
17,3.4000000000000004,2.424541956794872,2340
18,3.6,2.523989219017094,2340
19,3.8000000000000003,2.629438211068376,2340
20,4.0,2.7405480745299142,2340
21,4.2,2.8577675456410256,2340
22,4.4,2.979111522606837,2340
23,4.6000000000000005,3.103459915982906,2340
24,4.800000000000001,3.2288914368376065,2340
25,5.0,3.352550737948718,2340
26,5.2,3.4730876247008546,2340
27,5.4,3.590384574871795,2340
28,5.6000000000000005,3.7007769328205127,2340
29,5.800000000000001,3.803437813247864,2340
30,6.0,3.896635564017094,2340
31,6.2,3.979986787136752,2340
32,6.4,4.053564891709402,2340
33,6.6000000000000005,4.118076813803418,2340
34,6.800000000000001,4.17390096034188,2340
35,7.0,4.222119648675214,2340
36,7.2,4.264034376923077,2340
37,7.4,4.3011840874786325,2340
38,7.6000000000000005,4.3355464600427345,2340
39,7.800000000000001,4.368317001196581,2340
40,8.0,4.400383967307692,2340
41,8.200000000000001,4.432417315854702,2340
42,8.4,4.464965882435897,2340
43,8.6,4.497962668803419,2340
44,8.8,4.531652779444444,2340
45,9.0,4.566144036282052,2340
46,9.200000000000001,4.601269396709402,2340
47,9.4,4.637045208333333,2340
48,9.600000000000001,4.673483944615385,2340
49,9.8,4.710289450128205,2340
50,10.0,4.747588991495726,2340
