step,time_s,com_x,num_particles
0,0.0,12.5,2340
1,0.2,12.55159575042735,2340
2,0.4,12.839380654273505,2340
3,0.6000000000000001,13.284480171794872,2340
4,0.8,13.921691629487178,2340
5,1.0,14.727465786752136,2340
6,1.2000000000000002,15.745861762820514,2340
7,1.4000000000000001,16.96860398205128,2340
8,1.6,18.43891139017094,2340
9,1.8,20.124334069658126,2340
10,2.0,22.006470935897436,2340
11,2.2,23.994495507264958,2340
12,2.4000000000000004,25.908483297008548,2340
13,2.6,27.651936885042737,2340
14,2.8000000000000003,29.2062408957265,2340
15,3.0,30.59512872008547,2340
16,3.2,31.82440018247863,2340
17,3.4000000000000004,32.90630501282051,2340
18,3.6,33.859453522649574,2340
19,3.8000000000000003,34.7144098440171,2340
20,4.0,35.49063756495727,2340
21,4.2,36.22753725341881,2340
22,4.4,36.93952687008547,2340
23,4.6000000000000005,37.63534588547009,2340
24,4.800000000000001,38.32236024615384,2340
25,5.0,39.00433744487179,2340
26,5.2,39.686019944444446,2340
27,5.4,40.36250976367521,2340
28,5.6000000000000005,41.015854648717955,2340
29,5.800000000000001,41.66453725470085,2340
30,6.0,42.31382977008547,2340
31,6.2,42.95702793717948,2340
32,6.4,43.59434796282051,2340
33,6.6000000000000005,44.23662569401709,2340
34,6.800000000000001,44.88772743589744,2340
35,7.0,45.53768432905983,2340
36,7.2,46.16904466752137,2340
37,7.4,46.77790056752137,2340
38,7.6000000000000005,47.36939270854701,2340
39,7.800000000000001,47.93014324914529,2340
40,8.0,48.43053732905983,2340
41,8.200000000000001,48.89154245854701,2340
42,8.4,49.29754025384615,2340
43,8.6,49.636147167094016,2340
44,8.8,49.927148347435896,2340
45,9.0,50.195647384188035,2340
46,9.200000000000001,50.43560082649573,2340
47,9.4,50.63345735128205,2340
48,9.600000000000001,50.803369786752135,2340
49,9.8,50.94713814957265,2340
50,10.0,51.040901824358976,2340
