step,time_s,com_x,num_particles
0,0.0,6.5,2340
1,0.2,6.511851999487179,2340
2,0.4,6.595057598290598,2340
3,0.6000000000000001,6.719717041282051,2340
4,0.8,6.927251357478633,2340
5,1.0,7.200008914145298,2340
6,1.2000000000000002,7.548707230555555,2340
7,1.4000000000000001,7.953121529615386,2340
8,1.6,8.41895038611111,2340
9,1.8,8.923692428504273,2340
10,2.0,9.467669149700855,2340
11,2.2,10.033532635641025,2340
12,2.4000000000000004,10.616548082735044,2340
13,2.6,11.227342092991453,2340
14,2.8000000000000003,11.844706747649573,2340
15,3.0,12.479192857008547,2340
16,3.2,13.131399766282051,2340
17,3.4000000000000004,13.796735058205128,2340
18,3.6,14.467466892820514,2340
19,3.8000000000000003,15.140969718461537,2340
20,4.0,15.802940005940172,2340
21,4.2,16.446412385512822,2340
22,4.4,17.05882673264957,2340
23,4.6000000000000005,17.636206805427353,2340
24,4.800000000000001,18.17093037042735,2340
25,5.0,18.651198558205127,2340
26,5.2,19.07445295696581,2340
27,5.4,19.445153948846155,2340
28,5.6000000000000005,19.75836078316239,2340
29,5.800000000000001,20.01999774346154,2340
30,6.0,20.23199655136752,2340
31,6.2,20.39706009726496,2340
32,6.4,20.518009398247866,2340
33,6.6000000000000005,20.59872932094017,2340
34,6.800000000000001,20.651977465427354,2340
35,7.0,20.696538124786326,2340
36,7.2,20.741012189615386,2340
37,7.4,20.79085623730769,2340
38,7.6000000000000005,20.84847029568376,2340
39,7.800000000000001,20.914282196666665,2340
40,8.0,20.988020197393162,2340
41,8.200000000000001,21.06937381222222,2340
42,8.4,21.158038411837605,2340
43,8.6,21.25245453252137,2340
44,8.8,21.352032227649573,2340
45,9.0,21.4560222282906,2340
46,9.200000000000001,21.563012031752137,2340
47,9.4,21.672190718461536,2340
48,9.600000000000001,21.782913283504275,2340
49,9.8,21.893711164273505,2340
50,10.0,22.00460117354701,2340
