step,time_s,com_x,num_particles
0,0.0,7.5,35100
1,0.2,7.532924167422222,35100
2,0.4,7.679158447684616,35100
3,0.6000000000000001,7.896052237957265,35100
4,0.8,8.2180457501094,35100
5,1.0,8.62764812270228,35100
6,1.2000000000000002,9.146459665489743,35100
7,1.4,9.75869166218718,35100
8,1.6,10.480238586462107,35100
9,1.8,11.290808577621938,35100
10,2.0,12.185312429284044,35100
11,2.2,13.12084643093191,35100
12,2.4000000000000004,14.03119648099886,35100
13,2.6,14.89862674399715,35100
14,2.8000000000000003,15.709974158636753,35100
15,3.0,16.47366057981054,35100
16,3.2,17.189617724786896,35100
17,3.4000000000000004,17.85905955948604,35100
18,3.6,18.48628115717436,35100
19,3.8,19.0808000539302,35100
20,4.0,19.639783383833617,35100
21,4.2,20.16796049119544,35100
22,4.4,20.66579780119345,35100
23,4.6000000000000005,21.138989812455844,35100
24,4.800000000000001,21.58901972958917,35100
25,5.0,22.013133124188037,35100
26,5.2,22.41313551754074,35100
27,5.4,22.792429119333907,35100
28,5.6000000000000005,23.143753449941023,35100
29,5.800000000000001,23.47118564376952,35100
30,6.0,23.77486738488775,35100
31,6.2,24.057620352614528,35100
32,6.4,24.323197394261538,35100
33,6.6000000000000005,24.57618635585014,35100
34,6.800000000000001,24.820421200843303,35100
35,7.0,25.059569738380056,35100
36,7.2,25.29288109515328,35100
37,7.4,25.51959670059174,35100
38,7.6,25.742511188979485,35100
39,7.800000000000001,25.96009480059231,35100
40,8.0,26.166437321355275,35100
41,8.200000000000001,26.364350373127355,35100
42,8.4,26.549117421011395,35100
43,8.6,26.71526811162821,35100
44,8.8,26.86856354457379,35100
45,9.0,27.014932365983192,35100
46,9.2,27.153552051921366,35100
47,9.4,27.280193634212537,35100
48,9.6,27.39690876690826,35100
49,9.8,27.505725694171225,35100
50,10.0,27.602870027684048,35100
