mk,step,time_s,com_x,num_particles
64,0,0.0,43.0,2197
64,1,0.2,43.0,2197
64,2,0.4,43.0,2197
64,3,0.6000000000000001,43.0,2197
64,4,0.8,43.0,2197
64,5,1.0,43.0,2197
64,6,1.2000000000000002,43.0,2197
64,7,1.4000000000000001,43.0,2197
64,8,1.6,43.0,2197
64,9,1.8,43.0,2197
64,10,2.0,43.0,2197
64,11,2.2,43.00468866545289,2197
64,12,2.4000000000000004,43.13718366226673,2197
64,13,2.6,43.50379816522531,2197
64,14,2.8000000000000003,44.08082681793354,2197
64,15,3.0,44.763836607646795,2197
64,16,3.2,45.61544213609468,2197
64,17,3.4000000000000004,46.62953795994538,2197
64,18,3.6,47.76907471051434,2197
64,19,3.8000000000000003,49.03878083659536,2197
64,20,4.0,50.45455290714611,2197
64,21,4.2,51.91320607191626,2197
64,22,4.4,53.32225273099681,2197
64,23,4.6000000000000005,54.68860124305872,2197
64,24,4.800000000000001,56.03087072189349,2197
64,25,5.0,57.346260313154296,2197
64,26,5.2,58.629239751934456,2197
64,27,5.4,59.88962059854347,2197
64,28,5.6000000000000005,61.10534590760128,2197
64,29,5.800000000000001,62.29429796995903,2197
64,30,6.0,63.45563797906236,2197
64,31,6.2,64.58385533363676,2197
64,32,6.4,65.66575029267183,2197
64,33,6.6000000000000005,66.65971364770141,2197
64,34,6.800000000000001,67.57251649021393,2197
64,35,7.0,68.48446937596722,2197
64,36,7.2,69.49465321301774,2197
64,37,7.4,70.5921703723259,2197
64,38,7.6000000000000005,71.73969141238052,2197
64,39,7.800000000000001,72.90592821165225,2197
64,40,8.0,74.06840715293582,2197
64,41,8.200000000000001,74.8739356841147,2197
64,42,8.4,74.83770093582159,2197
64,43,8.6,74.74162876012745,2197
64,44,8.8,74.85974913154301,2197
64,45,9.0,75.22673128129267,2197
64,46,9.200000000000001,75.67722064815658,2197
64,47,9.4,75.0972055739645,2197
64,48,9.600000000000001,74.46443641693219,2197
64,49,9.8,74.03659176058261,2197
64,50,10.0,73.91035745880747,2197
