block,step,time_s,com_x,num_particles
21,22,4.4,31.73064746880342,2340
22,22,4.4,33.3238163068376,2340
23,22,4.4,34.77937237606838,2340
24,22,4.4,35.983427112820515,2340
25,22,4.4,36.93952687008547,2340
26,22,4.4,37.33079786538462,2340
27,22,4.4,37.717430332905984,2340
28,22,4.4,37.651756560683765,2340
29,22,4.4,37.14549846025641,2340
30,22,4.4,37.845784951240375,2338
1,23,4.6000000000000005,0.9634654216239315,2340
2,23,4.6000000000000005,2.012891352371795,2340
3,23,4.6000000000000005,3.103459915982906,2340
4,23,4.6000000000000005,4.21883943076923,2340
5,23,4.6000000000000005,5.42495659,2340
6,23,4.6000000000000005,6.7114420979487175,2340
7,23,4.6000000000000005,8.072746797051282,2340
8,23,4.6000000000000005,9.497376160726496,2340
9,23,4.6000000000000005,10.98131501628205,2340
10,23,4.6000000000000005,12.535662085085471,2340
11,23,4.6000000000000005,14.155398674017093,2340
12,23,4.6000000000000005,15.852121032905982,2340
13,23,4.6000000000000005,17.636206805427353,2340
14,23,4.6000000000000005,19.489411595213678,2340
15,23,4.6000000000000005,21.356090518931627,2340
16,23,4.6000000000000005,23.270764684444444,2340
17,23,4.6000000000000005,25.154786315042735,2340
18,23,4.6000000000000005,27.027427457478634,2340
19,23,4.6000000000000005,28.886486454700854,2340
20,23,4.6000000000000005,30.516488856709408,2340
21,23,4.6000000000000005,32.367287261965814,2340
22,23,4.6000000000000005,33.98537980128206,2340
23,23,4.6000000000000005,35.46676548418803,2340
24,23,4.6000000000000005,36.685411688034186,2340
25,23,4.6000000000000005,37.63534588547009,2340
26,23,4.6000000000000005,37.99437016495726,2340
27,23,4.6000000000000005,38.339724399572646,2340
28,23,4.6000000000000005,38.16787193632479,2340
29,23,4.6000000000000005,37.5408116465812,2340
30,23,4.6000000000000005,38.169847177502135,2338
1,24,4.800000000000001,0.9900584022991453,2340
2,24,4.800000000000001,2.090410612726496,2340
3,24,4.800000000000001,3.2288914368376065,2340
4,24,4.800000000000001,4.386352227905983,2340
5,24,4.800000000000001,5.637432800641026,2340
6,24,4.800000000000001,6.970439753333332,2340
7,24,4.800000000000001,8.378316880085471,2340
8,24,4.800000000000001,9.847689637222222,2340
9,24,4.800000000000001,11.375043609358974,2340
10,24,4.800000000000001,12.971137599871795,2340
11,24,4.800000000000001,14.62766246525641,2340
12,24,4.800000000000001,16.357725806666668,2340
13,24,4.800000000000001,18.17093037042735,2340
14,24,4.800000000000001,20.045640400299142,2340
15,24,4.800000000000001,21.925985717735042,2340
16,24,4.800000000000001,23.847946705213676,2340
17,24,4.800000000000001,25.73321283059829,2340
18,24,4.800000000000001,27.60484552923077,2340
19,24,4.800000000000001,29.460240334444446,2340
20,24,4.800000000000001,31.087693136153842,2340
21,24,4.800000000000001,32.954021118803425,2340
22,24,4.800000000000001,34.610519138034185,2340
23,24,4.800000000000001,36.12961077735043,2340
24,24,4.800000000000001,37.371511587179484,2340
25,24,4.800000000000001,38.32236024615384,2340
26,24,4.800000000000001,38.655793089316234,2340
27,24,4.800000000000001,38.96362382564102,2340
28,24,4.800000000000001,38.6853079034188,2340
29,24,4.800000000000001,37.93790512820513,2340
30,24,4.800000000000001,38.49691550940975,2338
1,25,5.0,1.0157711895299146,2340
2,25,5.0,2.166219758371795,2340
3,25,5.0,3.352550737948718,2340
4,25,5.0,4.551860010213675,2340
5,25,5.0,5.846023421666667,2340
6,25,5.0,7.222724520897436,2340
7,25,5.0,8.673226820042736,2340
8,25,5.0,10.182452196282052,2340
9,25,5.0,11.747032646025641,2340
10,25,5.0,13.37769109059829,2340
11,25,5.0,15.06294849299145,2340
12,25,5.0,16.817629974273505,2340
13,25,5.0,18.651198558205127,2340
14,25,5.0,20.539551865170942,2340
15,25,5.0,22.427585967264957,2340
16,25,5.0,24.354520385940173,2340
17,25,5.0,26.2422456567094,2340
18,25,5.0,28.117637362606843,2340
19,25,5.0,29.97705929807692,2340
20,25,5.0,31.60996998888889,2340
21,25,5.0,33.497770985042735,2340
22,25,5.0,35.2060065940171,2340
23,25,5.0,36.772960319658125,2340
24,25,5.0,38.044806704273505,2340
25,25,5.0,39.00433744487179,2340
26,25,5.0,39.32008073632478,2340
27,25,5.0,39.59322256153846,2340
28,25,5.0,39.203904036752135,2340
29,25,5.0,38.33306276324786,2340
30,25,5.0,38.824966800684344,2338
1,26,5.2,1.0402642675982905,2340
2,26,5.2,2.2401424437179487,2340
3,26,5.2,3.4730876247008546,2340
4,26,5.2,4.712825426880341,2340
5,26,5.2,6.047163298247863,2340
6,26,5.2,7.464106204658121,2340
7,26,5.2,8.952655686623931,2340
8,26,5.2,10.496490569102564,2340
9,26,5.2,12.091719833418802,2340
10,26,5.2,13.749858197521368,2340
11,26,5.2,15.456122615811966,2340
12,26,5.2,17.227762686794872,2340
13,26,5.2,19.07445295696581,2340
14,26,5.2,20.971019366410257,2340
15,26,5.2,22.86343177482906,2340
16,26,5.2,24.79572716888889,2340
17,26,5.2,26.68901906440171,2340
18,26,5.2,28.574584562307695,2340
19,26,5.2,30.44714842555556,2340
20,26,5.2,32.094310132051284,2340
21,26,5.2,34.01160759401709,2340
22,26,5.2,35.78221105042735,2340
23,26,5.2,37.40200982692308,2340
24,26,5.2,38.71103775555555,2340
25,26,5.2,39.686019944444446,2340
26,26,5.2,39.99084029145299,2340
27,26,5.2,40.236288531623934,2340
28,26,5.2,39.72773841410256,2340
29,26,5.2,38.72604131794872,2340
30,26,5.2,39.152656854576556,2338
1,27,5.4,1.0639088485555555,2340
2,27,5.4,2.3121795034999995,2340
3,27,5.4,3.590384574871795,2340
4,27,5.4,4.868469237393162,2340
5,27,5.4,6.239844549145299,2340
6,27,5.4,7.6934494490598295,2340
7,27,5.4,9.215468464957265,2340
8,27,5.4,10.788667277606836,2340
9,27,5.4,12.408500016581197,2340
10,27,5.4,14.08752582303419,2340
11,27,5.4,15.808123996880342,2340
12,27,5.4,17.590688386880345,2340
13,27,5.4,19.445153948846155,2340
14,27,5.4,21.346532248846152,2340
15,27,5.4,23.242165338247865,2340
16,27,5.4,25.18141287235043,2340
17,27,5.4,27.08429187705128,2340
18,27,5.4,28.987406850170938,2340
19,27,5.4,30.884267532564103,2340
20,27,5.4,32.55755616106838,2340
21,27,5.4,34.51136506538462,2340
22,27,5.4,36.344253891025645,2340
23,27,5.4,38.015142609401714,2340
24,27,5.4,39.36519056709402,2340
25,27,5.4,40.36250976367521,2340
26,27,5.4,40.66313047735043,2340
27,27,5.4,40.89774845299145,2340
28,27,5.4,40.26580149188034,2340
29,27,5.4,39.117561750854705,2340
30,27,5.4,39.4780973609923,2338
1,28,5.6000000000000005,1.0860738258675213,2340
2,28,5.6000000000000005,2.3799490676794877,2340
3,28,5.6000000000000005,3.7007769328205127,2340
4,28,5.6000000000000005,5.013651263034188,2340
5,28,5.6000000000000005,6.418010046196581,2340
6,28,5.6000000000000005,7.903586942948717,2340
7,28,5.6000000000000005,9.453752272094018,2340
8,28,5.6000000000000005,11.050519813418804,2340
9,28,5.6000000000000005,12.688908065811965,2340
10,28,5.6000000000000005,14.382464084102564,2340
11,28,5.6000000000000005,16.111573197521366,2340
12,28,5.6000000000000005,17.90011569790598,2340
13,28,5.6000000000000005,19.75836078316239,2340
14,28,5.6000000000000005,21.662113553589744,2340
15,28,5.6000000000000005,23.56051129042735,2340
16,28,5.6000000000000005,25.50792569239316,2340
17,28,5.6000000000000005,27.42376123286325,2340
18,28,5.6000000000000005,29.35068980008548,2340
19,28,5.6000000000000005,31.281995702777774,2340
20,28,5.6000000000000005,32.993738289529915,2340
21,28,5.6000000000000005,34.99267602863248,2340
22,28,5.6000000000000005,36.887678344444446,2340
23,28,5.6000000000000005,38.60748516111111,2340
24,28,5.6000000000000005,39.99517954017094,2340
25,28,5.6000000000000005,41.015854648717955,2340
26,28,5.6000000000000005,41.32143394957265,2340
27,28,5.6000000000000005,41.558532267094016,2340
28,28,5.6000000000000005,40.81306914871795,2340
29,28,5.6000000000000005,39.49803029401709,2340
30,28,5.6000000000000005,39.79046962574851,2338
1,29,5.800000000000001,1.1069618515854702,2340
2,29,5.800000000000001,2.4432874620042733,2340
3,29,5.800000000000001,3.803437813247864,2340
4,29,5.800000000000001,5.147674336324786,2340
5,29,5.800000000000001,6.581159852307692,2340
6,29,5.800000000000001,8.0941611808547,2340
7,29,5.800000000000001,9.667491114743589,2340
8,29,5.800000000000001,11.282711365170941,2340
9,29,5.800000000000001,12.934416400341881,2340
10,29,5.800000000000001,14.637205740170941,2340
11,29,5.800000000000001,16.37025149354701,2340
12,29,5.800000000000001,18.160974283376067,2340
13,29,5.800000000000001,20.01999774346154,2340
14,29,5.800000000000001,21.924139775512817,2340
15,29,5.800000000000001,23.824465811495728,2340
16,29,5.800000000000001,25.779925641880343,2340
17,29,5.800000000000001,27.71018348662393,2340
18,29,5.800000000000001,29.664553236837605,2340
19,29,5.800000000000001,31.63757236867521,2340
20,29,5.800000000000001,33.39838364568376,2340
21,29,5.800000000000001,35.451554402564106,2340
22,29,5.800000000000001,37.41572315128205,2340
23,29,5.800000000000001,39.1921253474359,2340
24,29,5.800000000000001,40.62015006324786,2340
25,29,5.800000000000001,41.66453725470085,2340
26,29,5.800000000000001,41.98583630299145,2340
27,29,5.800000000000001,42.2318698,2340
28,29,5.800000000000001,41.3830061034188,2340
29,29,5.800000000000001,39.87175991581197,2340
30,29,5.800000000000001,40.08784241659538,2338
1,30,6.0,1.1265349692564102,2340
2,30,6.0,2.5014927709786328,2340
3,30,6.0,3.896635564017094,2340
4,30,6.0,5.2685055305128214,2340
5,30,6.0,6.726986138247863,2340
6,30,6.0,8.262801944102565,2340
7,30,6.0,9.854438960555555,2340
8,30,6.0,11.483410151837607,2340
9,30,6.0,13.143836074401708,2340
10,30,6.0,14.851469381752137,2340
11,30,6.0,16.584860874273502,2340
12,30,6.0,18.374759642905982,2340
13,30,6.0,20.23199655136752,2340
14,30,6.0,22.134448700384617,2340
15,30,6.0,24.034910507991455,2340
16,30,6.0,25.99639805504274,2340
17,30,6.0,27.939968139700852,2340
18,30,6.0,29.922409993034194,2340
19,30,6.0,31.94167982042735,2340
20,30,6.0,33.76111093183761,2340
21,30,6.0,35.878552538034185,2340
22,30,6.0,37.9224038525641,2340
23,30,6.0,39.767051183760685,2340
24,30,6.0,41.24174888461539,2340
25,30,6.0,42.31382977008547,2340
26,30,6.0,42.65937491196581,2340
27,30,6.0,42.9229022025641,2340
28,30,6.0,41.988669059401715,2340
29,30,6.0,40.25882747863248,2340
30,30,6.0,40.37959294183063,2338
1,31,6.2,1.144915873662393,2340
2,31,6.2,2.5544732202094016,2340
3,31,6.2,3.979986787136752,2340
4,31,6.2,5.3756332749572655,2340
5,31,6.2,6.855057915299145,2340
6,31,6.2,8.409339261239316,2340
7,31,6.2,10.01487197059829,2340
8,31,6.2,11.653405449871794,2340
9,31,6.2,13.318586055384616,2340
10,31,6.2,15.027383010769233,2340
11,31,6.2,16.7581156484188,2340
12,31,6.2,18.544416643119657,2340
13,31,6.2,20.39706009726496,2340
14,31,6.2,22.294831322179487,2340
15,31,6.2,24.19191677636752,2340
16,31,6.2,26.155031531196585,2340
17,31,6.2,28.108935093119655,2340
18,31,6.2,30.120000857564097,2340
19,31,6.2,32.19144745358974,2340
20,31,6.2,34.08036989589744,2340
21,31,6.2,36.27407521923077,2340
22,31,6.2,38.40514886324786,2340
23,31,6.2,40.325544816666664,2340
24,31,6.2,41.85053649059829,2340
25,31,6.2,42.95702793717948,2340
26,31,6.2,43.337530871794876,2340
27,31,6.2,43.63448443547009,2340
28,31,6.2,42.64101974786325,2340
29,31,6.2,40.71227920982906,2340
30,31,6.2,40.69622171428572,2338
1,32,6.4,1.1622585164871795,2340
2,32,6.4,2.602273790700855,2340
3,32,6.4,4.053564891709402,2340
4,32,6.4,5.469085537136751,2340
5,32,6.4,6.965552477649574,2340
6,32,6.4,8.534213437905983,2340
7,32,6.4,10.149686740128203,2340
8,32,6.4,11.794075812991451,2340
9,32,6.4,13.460633831965813,2340
10,32,6.4,15.167529310726495,2340
11,32,6.4,16.892998746239318,2340
12,32,6.4,18.673033622863247,2340
13,32,6.4,20.518009398247866,2340
14,32,6.4,22.40742789666667,2340
15,32,6.4,24.29676254188034,2340
16,32,6.4,26.256632560213678,2340
17,32,6.4,28.218786279786325,2340
18,32,6.4,30.26165909299145,2340
19,32,6.4,32.39418146547008,2340
20,32,6.4,34.36328947901709,2340
21,32,6.4,36.64314896837607,2340
22,32,6.4,38.868261093162396,2340
23,32,6.4,40.86893804401709,2340
24,32,6.4,42.45132628931624,2340
25,32,6.4,43.59434796282051,2340
26,32,6.4,44.01617330299146,2340
27,32,6.4,44.35700823803419,2340
28,32,6.4,43.32427019529915,2340
29,32,6.4,41.27208281111111,2340
30,32,6.4,41.07470113857998,2338
1,33,6.6000000000000005,1.1784330392478632,2340
2,33,6.6000000000000005,2.645148375350428,2340
3,33,6.6000000000000005,4.118076813803418,2340
4,33,6.6000000000000005,5.5498871040170945,2340
5,33,6.6000000000000005,7.059861571068376,2340
6,33,6.6000000000000005,8.639232687350427,2340
7,33,6.6000000000000005,10.261135252350426,2340
8,33,6.6000000000000005,11.908107885,2340
9,33,6.6000000000000005,13.573043117051283,2340
10,33,6.6000000000000005,15.275338844743592,2340
11,33,6.6000000000000005,16.993130459529915,2340
12,33,6.6000000000000005,18.764350317863247,2340
13,33,6.6000000000000005,20.59872932094017,2340
14,33,6.6000000000000005,22.476649126581197,2340
15,33,6.6000000000000005,24.355349110256412,2340
16,33,6.6000000000000005,26.310193332777775,2340
17,33,6.6000000000000005,28.282348783247862,2340
18,33,6.6000000000000005,30.363171020470084,2340
19,33,6.6000000000000005,32.566844045470084,2340
20,33,6.6000000000000005,34.62428242346154,2340
21,33,6.6000000000000005,37.00075976794872,2340
22,33,6.6000000000000005,39.32650517649573,2340
23,33,6.6000000000000005,41.412223511111115,2340
24,33,6.6000000000000005,43.055618831196576,2340
25,33,6.6000000000000005,44.23662569401709,2340
26,33,6.6000000000000005,44.695985524358974,2340
27,33,6.6000000000000005,45.0799334448718,2340
28,33,6.6000000000000005,44.03147174230769,2340
29,33,6.6000000000000005,41.9263014068376,2340
30,33,6.6000000000000005,41.58180623652695,2338
1,34,6.800000000000001,1.1933005285042735,2340
2,34,6.800000000000001,2.683102616512821,2340
3,34,6.800000000000001,4.17390096034188,2340
4,34,6.800000000000001,5.618741610384615,2340
5,34,6.800000000000001,7.139070009615385,2340
6,34,6.800000000000001,8.725991525641025,2340
7,34,6.800000000000001,10.351432910897435,2340
8,34,6.800000000000001,11.998576534358973,2340
9,34,6.800000000000001,13.65994265965812,2340
10,34,6.800000000000001,15.356356575170942,2340
11,34,6.800000000000001,17.065813492393165,2340
12,34,6.800000000000001,18.827986649871793,2340
13,34,6.800000000000001,20.651977465427354,2340
14,34,6.800000000000001,22.519279252991453,2340
15,34,6.800000000000001,24.38896428534188,2340
16,34,6.800000000000001,26.341517307435897,2340
17,34,6.800000000000001,28.327529742478635,2340
18,34,6.800000000000001,30.451692353931623,2340
19,34,6.800000000000001,32.731864535341884,2340
20,34,6.800000000000001,34.88152964692308,2340
21,34,6.800000000000001,37.36102783974359,2340
22,34,6.800000000000001,39.7911902474359,2340
23,34,6.800000000000001,41.96777116880342,2340
24,34,6.800000000000001,43.67044498461538,2340
25,34,6.800000000000001,44.88772743589744,2340
26,34,6.800000000000001,45.37776215982907,2340
27,34,6.800000000000001,45.796857882051285,2340
28,34,6.800000000000001,44.75208463119658,2340
29,34,6.800000000000001,42.609137096153844,2340
30,34,6.800000000000001,42.18048540547476,2338
1,35,7.0,1.2068810788205129,2340
2,35,7.0,2.7165168613076927,2340
3,35,7.0,4.222119648675214,2340
4,35,7.0,5.677513088504274,2340
5,35,7.0,7.205979125213676,2340
6,35,7.0,8.79844734448718,2340
7,35,7.0,10.42591728051282,2340
8,35,7.0,12.072391268290598,2340
9,35,7.0,13.730122652136753,2340
10,35,7.0,15.42134361508547,2340
11,35,7.0,17.12414675854701,2340
12,35,7.0,18.87956977662393,2340
13,35,7.0,20.696538124786326,2340
14,35,7.0,22.55771604730769,2340
15,35,7.0,24.423783608418805,2340
16,35,7.0,26.379917519871796,2340
17,35,7.0,28.38410537517094,2340
18,35,7.0,30.553503053675207,2340
19,35,7.0,32.90961861957265,2340
20,35,7.0,35.147981487222225,2340
21,35,7.0,37.731012420512826,2340
22,35,7.0,40.26238978376068,2340
23,35,7.0,42.52918054017094,2340
24,35,7.0,44.287009923076916,2340
25,35,7.0,45.53768432905983,2340
26,35,7.0,46.05244187948718,2340
27,35,7.0,46.4957026534188,2340
28,35,7.0,45.464766067521374,2340
29,35,7.0,43.27075386068376,2340
30,35,7.0,42.7708337245509,2338
1,36,7.2,1.219445404136752,2340
2,36,7.2,2.7461279295470082,2340
3,36,7.2,4.264034376923077,2340
4,36,7.2,5.728072713931624,2340
5,36,7.2,7.263053296965811,2340
6,36,7.2,8.859731092264957,2340
7,36,7.2,10.488479801581198,2340
8,36,7.2,12.134114093931624,2340
9,36,7.2,13.788868535170941,2340
10,36,7.2,15.476223169273505,2340
11,36,7.2,17.17471752333333,2340
12,36,7.2,18.926557866752137,2340
13,36,7.2,20.741012189615386,2340
14,36,7.2,22.602177130555557,2340
15,36,7.2,24.4721669407265,2340
16,36,7.2,26.44000921316239,2340
17,36,7.2,28.46752581418804,2340
18,36,7.2,30.681011110128207,2340
19,36,7.2,33.10572745705128,2340
20,36,7.2,35.422405463376066,2340
21,36,7.2,38.098758191025645,2340
22,36,7.2,40.72284700683761,2340
23,36,7.2,43.08006643803419,2340
24,36,7.2,44.888361994444445,2340
25,36,7.2,46.16904466752137,2340
26,36,7.2,46.706388863675215,2340
27,36,7.2,47.16130311837607,2340
28,36,7.2,46.146805409829064,2340
29,36,7.2,43.899012672649576,2340
30,36,7.2,43.33872477673225,2338
1,37,7.4,1.2310226700726496,2340
2,37,7.4,2.7726496701880343,2340
3,37,7.4,4.3011840874786325,2340
4,37,7.4,5.7727446811538465,2340
5,37,7.4,7.313394602948719,2340
6,37,7.4,8.913728190470085,2340
7,37,7.4,10.543745986282051,2340
8,37,7.4,12.188979863888889,2340
9,37,7.4,13.84186965491453,2340
10,37,7.4,15.526984844102564,2340
11,37,7.4,17.223554486153844,2340
12,37,7.4,18.974866735128206,2340
13,37,7.4,20.79085623730769,2340
14,37,7.4,22.657305528589745,2340
15,37,7.4,24.537608085726497,2340
16,37,7.4,26.523977145598295,2340
17,37,7.4,28.578557625384622,2340
18,37,7.4,30.831885183076924,2340
19,37,7.4,33.31235623799145,2340
20,37,7.4,35.690967420854705,2340
21,37,7.4,38.44634192264957,2340
22,37,7.4,41.155872163247864,2340
23,37,7.4,43.60712837136752,2340
24,37,7.4,45.46573977094017,2340
25,37,7.4,46.77790056752137,2340
26,37,7.4,47.34403939145299,2340
27,37,7.4,47.798587544444445,2340
28,37,7.4,46.79258388119658,2340
29,37,7.4,44.48984242863248,2340
30,37,7.4,43.87710093798118,2338
1,38,7.6000000000000005,1.2420703722991453,2340
2,38,7.6000000000000005,2.7974117534529914,2340
3,38,7.6000000000000005,4.3355464600427345,2340
4,38,7.6000000000000005,5.814038928333334,2340
5,38,7.6000000000000005,7.359981272521368,2340
6,38,7.6000000000000005,8.96385891931624,2340
7,38,7.6000000000000005,10.59546783431624,2340
8,38,7.6000000000000005,12.240978386410257,2340
9,38,7.6000000000000005,13.893174565085472,2340
10,38,7.6000000000000005,15.577601804957263,2340
11,38,7.6000000000000005,17.274310161623934,2340
12,38,7.6000000000000005,19.027656872478634,2340
13,38,7.6000000000000005,20.84847029568376,2340
14,38,7.6000000000000005,22.72444685008547,2340
15,38,7.6000000000000005,24.62015029115385,2340
16,38,7.6000000000000005,26.63049619837607,2340
17,38,7.6000000000000005,28.714778368119656,2340
18,38,7.6000000000000005,31.003082033675216,2340
19,38,7.6000000000000005,33.52614016940171,2340
20,38,7.6000000000000005,35.95204711649573,2340
21,38,7.6000000000000005,38.77847059871795,2340
22,38,7.6000000000000005,41.57458535,2340
23,38,7.6000000000000005,44.11432150811966,2340
24,38,7.6000000000000005,46.024151490170944,2340
25,38,7.6000000000000005,47.36939270854701,2340
26,38,7.6000000000000005,47.961895327350426,2340
27,38,7.6000000000000005,48.41911532649573,2340
28,38,7.6000000000000005,47.403327799572644,2340
29,38,7.6000000000000005,45.0462779025641,2340
30,38,7.6000000000000005,44.39067270915313,2338
1,39,7.800000000000001,1.252733911790598,2340
2,39,7.800000000000001,2.821099767888889,2340
3,39,7.800000000000001,4.368317001196581,2340
4,39,7.800000000000001,5.853554578076923,2340
5,39,7.800000000000001,7.404768539871793,2340
6,39,7.800000000000001,9.012387728162395,2340
7,39,7.800000000000001,10.646101172008548,2340
8,39,7.800000000000001,12.292648944700854,2340
9,39,7.800000000000001,13.945233229957264,2340
10,39,7.800000000000001,15.630297205470084,2340
11,39,7.800000000000001,17.328790665854704,2340
12,39,7.800000000000001,19.08616195482906,2340
13,39,7.800000000000001,20.914282196666665,2340
14,39,7.800000000000001,22.802914961794873,2340
15,39,7.800000000000001,24.717657643504275,2340
16,39,7.800000000000001,26.75562265858974,2340
17,39,7.800000000000001,28.870672178290597,2340
18,39,7.800000000000001,31.18936480534188,2340
19,39,7.800000000000001,33.74432193384615,2340
20,39,7.800000000000001,36.20705855209402,2340
21,39,7.800000000000001,39.1014658042735,2340
22,39,7.800000000000001,41.97957496880342,2340
23,39,7.800000000000001,44.59957542521368,2340
24,39,7.800000000000001,46.55658973589743,2340
25,39,7.800000000000001,47.93014324914529,2340
26,39,7.800000000000001,48.543601823504275,2340
27,39,7.800000000000001,49.00757768846154,2340
28,39,7.800000000000001,47.97757399230769,2340
29,39,7.800000000000001,45.569781368803426,2340
30,39,7.800000000000001,44.88239493712575,2338
1,40,8.0,1.263251518534188,2340
2,40,8.0,2.8443071782905984,2340
3,40,8.0,4.400383967307692,2340
4,40,8.0,5.892381652564103,2340
5,40,8.0,7.449018855897435,2340
6,40,8.0,9.060719167393163,2340
7,40,8.0,10.697120603119657,2340
8,40,8.0,12.345472633376067,2340
9,40,8.0,13.999425381068376,2340
10,40,8.0,15.686265327905986,2340
11,40,8.0,17.38786913,2340
12,40,8.0,19.150793365897435,2340
13,40,8.0,20.988020197393162,2340
14,40,8.0,22.891412001837608,2340
15,40,8.0,24.82736926380342,2340
16,40,8.0,26.894664119957266,2340
17,40,8.0,29.040002685085472,2340
18,40,8.0,31.384833140470082,2340
19,40,8.0,33.96265698435897,2340
20,40,8.0,36.45309452824787,2340
21,40,8.0,39.40802740299145,2340
22,40,8.0,42.36008602863248,2340
23,40,8.0,45.0401132517094,2340
24,40,8.0,47.03375232435898,2340
25,40,8.0,48.43053732905983,2340
26,40,8.0,49.05815702478632,2340
27,40,8.0,49.54885999700854,2340
28,40,8.0,48.51205252948718,2340
29,40,8.0,46.05390325299145,2340
30,40,8.0,45.34697970017108,2338
1,41,8.200000000000001,1.2737764489615384,2340
2,41,8.200000000000001,2.867462610666667,2340
3,41,8.200000000000001,4.432417315854702,2340
4,41,8.200000000000001,5.931369298931623,2340
5,41,8.200000000000001,7.493734056111111,2340
6,41,8.200000000000001,9.109969562350427,2340
7,41,8.200000000000001,10.749681211581196,2340
8,41,8.200000000000001,12.400580700299145,2340
9,41,8.200000000000001,14.05677024094017,2340
10,41,8.200000000000001,15.74634724145299,2340
11,41,8.200000000000001,17.45211841230769,2340
12,41,8.200000000000001,19.221759455598292,2340
13,41,8.200000000000001,21.06937381222222,2340
14,41,8.200000000000001,22.988862537307693,2340
15,41,8.200000000000001,24.94714789423077,2340
16,41,8.200000000000001,27.04422142316239,2340
17,41,8.200000000000001,29.218690358376065,2340
18,41,8.200000000000001,31.58626096239316,2340
19,41,8.200000000000001,34.18025029162393,2340
20,41,8.200000000000001,36.69140313752136,2340
21,41,8.200000000000001,39.70086677521367,2340
22,41,8.200000000000001,42.715268993589746,2340
23,41,8.200000000000001,45.441311741025636,2340
24,41,8.200000000000001,47.471204120085474,2340
25,41,8.200000000000001,48.89154245854701,2340
26,41,8.200000000000001,49.52051348974359,2340
27,41,8.200000000000001,50.04710226196581,2340
28,41,8.200000000000001,49.013966671794876,2340
29,41,8.200000000000001,46.51047231794872,2340
30,41,8.200000000000001,45.78866116766467,2338
1,42,8.4,1.284489630982906,2340
2,42,8.4,2.890938846905983,2340
3,42,8.4,4.464965882435897,2340
4,42,8.4,5.971184142777777,2340
5,42,8.4,7.539676950726497,2340
6,42,8.4,9.16096486102564,2340
7,42,8.4,10.804623592008546,2340
8,42,8.4,12.458788956709402,2340
9,42,8.4,14.117997770897437,2340
10,42,8.4,15.811140698376066,2340
11,42,8.4,17.52193392769231,2340
12,42,8.4,19.2991719432906,2340
13,42,8.4,21.158038411837605,2340
14,42,8.4,23.09434080119658,2340
15,42,8.4,25.075238984871795,2340
16,42,8.4,27.20161699320513,2340
17,42,8.4,29.40364207645299,2340
18,42,8.4,31.791207324914534,2340
19,42,8.4,34.39622286504274,2340
20,42,8.4,36.921270218803414,2340
21,42,8.4,39.97456485299145,2340
22,42,8.4,43.03305407649573,2340
23,42,8.4,45.79710083034188,2340
24,42,8.4,47.85797492521368,2340
25,42,8.4,49.29754025384615,2340
26,42,8.4,49.90191348824284,2339
27,42,8.4,50.471832441880345,2340
28,42,8.4,49.455953794871796,2340
29,42,8.4,46.928892843162394,2340
30,42,8.4,46.203027891360136,2338
1,43,8.6,1.295349700491453,2340
2,43,8.6,2.91467722292735,2340
3,43,8.6,4.497962668803419,2340
4,43,8.6,6.011744318162393,2340
5,43,8.6,7.58674819982906,2340
6,43,8.6,9.213580682478632,2340
7,43,8.6,10.861769515042734,2340
8,43,8.6,12.519844956666667,2340
9,43,8.6,14.182734846068376,2340
10,43,8.6,15.880110257051284,2340
11,43,8.6,17.5965496367094,2340
12,43,8.6,19.381938142478635,2340
13,43,8.6,21.25245453252137,2340
14,43,8.6,23.20561209269231,2340
15,43,8.6,25.208554261965812,2340
16,43,8.6,27.362792732307692,2340
17,43,8.6,29.59016545615384,2340
18,43,8.6,31.99489549717949,2340
19,43,8.6,34.60599438290599,2340
20,43,8.6,37.13637351525641,2340
21,43,8.6,40.21387453803419,2340
22,43,8.6,43.301626226495735,2340
23,43,8.6,46.09917874487179,2340
24,43,8.6,48.184545409829056,2340
25,43,8.6,49.636147167094016,2340
26,43,8.6,50.235979731936716,2339
27,43,8.6,50.810536960683756,2340
28,43,8.6,49.813175162393165,2340
29,43,8.6,47.29100106324786,2340
30,43,8.6,46.577256172797256,2338
1,44,8.8,1.306392598820513,2340
2,44,8.8,2.9388572626752136,2340
3,44,8.8,4.531652779444444,2340
4,44,8.8,6.0533314074358975,2340
5,44,8.8,7.63525416854701,2340
6,44,8.8,9.268126327350426,2340
7,44,8.8,10.921399654102565,2340
8,44,8.8,12.58397767346154,2340
9,44,8.8,14.251121557521367,2340
10,44,8.8,15.953280808931623,2340
11,44,8.8,17.675837699743592,2340
12,44,8.8,19.469731068717945,2340
13,44,8.8,21.352032227649573,2340
14,44,8.8,23.32174136179487,2340
15,44,8.8,25.345792883717948,2340
16,44,8.8,27.526145317393162,2340
17,44,8.8,29.776629123589746,2340
18,44,8.8,32.19613519888889,2340
19,44,8.8,34.809962665641024,2340
20,44,8.8,37.3403641065812,2340
21,44,8.8,40.428961510256414,2340
22,44,8.8,43.54035738461538,2340
23,44,8.8,46.36587582820513,2340
24,44,8.8,48.46712875555556,2340
25,44,8.8,49.927148347435896,2340
26,44,8.8,50.5279517947841,2339
27,44,8.8,51.0937136559829,2340
28,44,8.8,50.10412942264957,2340
29,44,8.8,47.60667846794872,2340
30,44,8.8,46.91533417792985,2338
1,45,9.0,1.3177294550897436,2340
