block,step,time_s,com_x,num_particles
15,5,1.0,8.373542796623932,2340
16,5,1.0,8.968480595299145,2340
17,5,1.0,9.570059996239316,2340
18,5,1.0,10.178349228846152,2340
19,5,1.0,10.79530341871795,2340
20,5,1.0,11.42045673888889,2340
21,5,1.0,12.05699148076923,2340
22,5,1.0,12.70343511880342,2340
23,5,1.0,13.364494053846155,2340
24,5,1.0,14.037412767948716,2340
25,5,1.0,14.727465786752136,2340
26,5,1.0,15.43280317692308,2340
27,5,1.0,16.155516534615384,2340
28,5,1.0,16.893415467948717,2340
29,5,1.0,17.64115360470085,2340
30,5,1.0,18.491912519230766,2340
1,6,1.2000000000000002,0.5446257246965811,2340
2,6,1.2000000000000002,1.0780570948290595,2340
3,6,1.2000000000000002,1.6298892104700853,2340
4,6,1.2000000000000002,2.1918429595299145,2340
5,6,1.2000000000000002,2.7629130575213674,2340
6,6,1.2000000000000002,3.340627817735043,2340
7,6,1.2000000000000002,3.9243749181196583,2340
8,6,1.2000000000000002,4.5140501249145295,2340
9,6,1.2000000000000002,5.109246764017094,2340
10,6,1.2000000000000002,5.7102201718803425,2340
11,6,1.2000000000000002,6.3168963718803415,2340
12,6,1.2000000000000002,6.929604468974358,2340
13,6,1.2000000000000002,7.548707230555555,2340
14,6,1.2000000000000002,8.174497594786326,2340
15,6,1.2000000000000002,8.807969497948717,2340
16,6,1.2000000000000002,9.449246655299145,2340
17,6,1.2000000000000002,10.100094118247863,2340
18,6,1.2000000000000002,10.760125104957265,2340
19,6,1.2000000000000002,11.43185282008547,2340
20,6,1.2000000000000002,12.114204174358974,2340
21,6,1.2000000000000002,12.811671580769232,2340
22,6,1.2000000000000002,13.519410972222222,2340
23,6,1.2000000000000002,14.246427977777778,2340
24,6,1.2000000000000002,14.990412095299146,2340
25,6,1.2000000000000002,15.745861762820514,2340
26,6,1.2000000000000002,16.522334194444444,2340
27,6,1.2000000000000002,17.310515837179487,2340
28,6,1.2000000000000002,18.120755684615386,2340
29,6,1.2000000000000002,18.90584811025641,2340
30,6,1.2000000000000002,19.871955581623933,2340
1,7,1.4000000000000001,0.5616662799444444,2340
2,7,1.4000000000000001,1.1082014886709401,2340
3,7,1.4000000000000001,1.6767770276068377,2340
4,7,1.4000000000000001,2.259747317948718,2340
5,7,1.4000000000000001,2.8569405125213674,2340
6,7,1.4000000000000001,3.464215963333333,2340
7,7,1.4000000000000001,4.080496661581196,2340
8,7,1.4000000000000001,4.705256113803419,2340
9,7,1.4000000000000001,5.338133111581197,2340
10,7,1.4000000000000001,5.979212735982906,2340
11,7,1.4000000000000001,6.62851394465812,2340
12,7,1.4000000000000001,7.286292029059829,2340
13,7,1.4000000000000001,7.953121529615386,2340
14,7,1.4000000000000001,8.629222903119658,2340
15,7,1.4000000000000001,9.31582807482906,2340
16,7,1.4000000000000001,10.012486866581197,2340
17,7,1.4000000000000001,10.722061482564103,2340
18,7,1.4000000000000001,11.445138857094017,2340
19,7,1.4000000000000001,12.182900228846155,2340
20,7,1.4000000000000001,12.935473090170941,2340
21,7,1.4000000000000001,13.704507913675213,2340
22,7,1.4000000000000001,14.487056745299146,2340
23,7,1.4000000000000001,15.29536328076923,2340
24,7,1.4000000000000001,16.129520508119658,2340
25,7,1.4000000000000001,16.96860398205128,2340
26,7,1.4000000000000001,17.827019064529914,2340
27,7,1.4000000000000001,18.687037167521368,2340
28,7,1.4000000000000001,19.57217405128205,2340
29,7,1.4000000000000001,20.408423735042735,2340
30,7,1.4000000000000001,21.507245699145297,2340
1,8,1.6,0.5821773197094017,2340
2,8,1.6,1.1428087446965811,2340
3,8,1.6,1.7305470770085472,2340
4,8,1.6,2.3363898488034187,2340
5,8,1.6,2.961954940042735,2340
6,8,1.6,3.6013006317094023,2340
7,8,1.6,4.255119863675213,2340
8,8,1.6,4.920738868974359,2340
9,8,1.6,5.598064906196582,2340
10,8,1.6,6.28636141440171,2340
11,8,1.6,6.985811875213676,2340
12,8,1.6,7.6963491913675215,2340
13,8,1.6,8.41895038611111,2340
14,8,1.6,9.153942048461538,2340
15,8,1.6,9.90228343017094,2340
16,8,1.6,10.66586683320513,2340
17,8,1.6,11.44598217846154,2340
18,8,1.6,12.245679790256409,2340
19,8,1.6,13.065508047692308,2340
20,8,1.6,13.904949130726495,2340
21,8,1.6,14.765068289316241,2340
22,8,1.6,15.643994993162393,2340
23,8,1.6,16.550515689316242,2340
24,8,1.6,17.492631063675216,2340
25,8,1.6,18.43891139017094,2340
26,8,1.6,19.381548518803417,2340
27,8,1.6,20.325481,2340
28,8,1.6,21.285647477777776,2340
29,8,1.6,22.177202403846152,2340
30,8,1.6,23.43497206025641,2340
1,9,1.8,0.6044277746282052,2340
2,9,1.8,1.1789952332350426,2340
3,9,1.8,1.7865865335470086,2340
4,9,1.8,2.417511540213675,2340
5,9,1.8,3.0744525115384618,2340
6,9,1.8,3.7476528050000004,2340
7,9,1.8,4.441931632136752,2340
8,9,1.8,5.150800953974358,2340
9,9,1.8,5.875605427136753,2340
10,9,1.8,6.61411074517094,2340
11,9,1.8,7.3677454748717945,2340
12,9,1.8,8.136896350299146,2340
13,9,1.8,8.923692428504273,2340
14,9,1.8,9.725672493162394,2340
15,9,1.8,10.545795572307693,2340
16,9,1.8,11.388015039572648,2340
17,9,1.8,12.252188690811966,2340
18,9,1.8,13.140387616495726,2340
19,9,1.8,14.060142303888888,2340
20,9,1.8,14.998931976153848,2340
21,9,1.8,15.975336307264959,2340
22,9,1.8,16.968414,2340
23,9,1.8,17.98772398974359,2340
24,9,1.8,19.04826373717949,2340
25,9,1.8,20.124334069658126,2340
26,9,1.8,21.142363774786325,2340
27,9,1.8,22.175607623931622,2340
28,9,1.8,23.208754892735044,2340
29,9,1.8,24.166558324358974,2340
30,9,1.8,25.60622015042735,2340
1,10,2.0,0.62729283058547,2340
2,10,2.0,1.2175229537350427,2340
3,10,2.0,1.8479255052991452,2340
4,10,2.0,2.507493579102564,2340
5,10,2.0,3.1980180014529918,2340
6,10,2.0,3.907558048205128,2340
7,10,2.0,4.642940407008547,2340
8,10,2.0,5.3961512977350425,2340
9,10,2.0,6.170108398247864,2340
10,10,2.0,6.961542171239317,2340
11,10,2.0,7.774349597478633,2340
12,10,2.0,8.6090136841453,2340
13,10,2.0,9.467669149700855,2340
14,10,2.0,10.344973299914528,2340
15,10,2.0,11.248392377393163,2340
16,10,2.0,12.179413438974358,2340
17,10,2.0,13.138819245128206,2340
18,10,2.0,14.132058407307692,2340
19,10,2.0,15.169859349615383,2340
20,10,2.0,16.22131286645299,2340
21,10,2.0,17.332035149572647,2340
22,10,2.0,18.45152493247863,2340
23,10,2.0,19.608587672649573,2340
24,10,2.0,20.796232293589743,2340
25,10,2.0,22.006470935897436,2340
26,10,2.0,23.08651389059829,2340
27,10,2.0,24.20522554786325,2340
28,10,2.0,25.305527588461537,2340
29,10,2.0,26.34199227136752,2340
30,10,2.0,27.992347497435897,2340
1,11,2.2,0.6479857109871795,2340
2,11,2.2,1.2573121128162392,2340
3,11,2.2,1.9146895636324788,2340
4,11,2.2,2.6062367729487184,2340
5,11,2.2,3.3292497282478632,2340
6,11,2.2,4.074372868675214,2340
7,11,2.2,4.84991377923077,2340
8,11,2.2,5.648343237564102,2340
9,11,2.2,6.472183061495726,2340
10,11,2.2,7.319501912606839,2340
11,11,2.2,8.19512566337607,2340
12,11,2.2,9.098196526880342,2340
13,11,2.2,10.033532635641025,2340
14,11,2.2,10.992652117948719,2340
15,11,2.2,11.985689097264958,2340
16,11,2.2,13.014039850213674,2340
17,11,2.2,14.08196988688034,2340
18,11,2.2,15.192072888803416,2340
19,11,2.2,16.358813015427348,2340
20,11,2.2,17.533722974188034,2340
21,11,2.2,18.80022688803419,2340
22,11,2.2,20.060479061111113,2340
23,11,2.2,21.356559202991452,2340
24,11,2.2,22.666794866239314,2340
25,11,2.2,23.994495507264958,2340
26,11,2.2,25.105763898290597,2340
27,11,2.2,26.284069749572645,2340
28,11,2.2,27.424072934188036,2340
29,11,2.2,28.508192973931628,2340
30,11,2.2,30.277886944396922,2338
1,12,2.4000000000000004,0.6698648468205128,2340
2,12,2.4000000000000004,1.302846846153846,2340
3,12,2.4000000000000004,1.9868887528632477,2340
4,12,2.4000000000000004,2.711135164273504,2340
5,12,2.4000000000000004,3.4652466809829057,2340
6,12,2.4000000000000004,4.245879433076923,2340
7,12,2.4000000000000004,5.06213726888889,2340
8,12,2.4000000000000004,5.90698984440171,2340
9,12,2.4000000000000004,6.7823840375641025,2340
10,12,2.4000000000000004,7.687866260897437,2340
11,12,2.4000000000000004,8.627652092521368,2340
12,12,2.4000000000000004,9.60244100491453,2340
13,12,2.4000000000000004,10.616548082735044,2340
14,12,2.4000000000000004,11.662067736068376,2340
15,12,2.4000000000000004,12.749961712606838,2340
16,12,2.4000000000000004,13.88466123491453,2340
17,12,2.4000000000000004,15.067002451239315,2340
18,12,2.4000000000000004,16.300287412820513,2340
19,12,2.4000000000000004,17.604184999444445,2340
20,12,2.4000000000000004,18.907059541410256,2340
21,12,2.4000000000000004,20.328826854700857,2340
22,12,2.4000000000000004,21.713245274358975,2340
23,12,2.4000000000000004,23.12825984957265,2340
24,12,2.4000000000000004,24.519898583760686,2340
25,12,2.4000000000000004,25.908483297008548,2340
26,12,2.4000000000000004,27.01634824059829,2340
27,12,2.4000000000000004,28.195055221367525,2340
28,12,2.4000000000000004,29.298468176495728,2340
29,12,2.4000000000000004,30.275451066666665,2340
30,12,2.4000000000000004,31.973332746364413,2338
1,13,2.6,0.6947449993589744,2340
2,13,2.6,1.3557929380940172,2340
3,13,2.6,2.066831782094017,2340
4,13,2.6,2.8208377672649574,2340
5,13,2.6,3.607739158076923,2340
6,13,2.6,4.425381851880342,2340
7,13,2.6,5.285270567905983,2340
8,13,2.6,6.179819054188034,2340
9,13,2.6,7.1102624701282044,2340
10,13,2.6,8.076731323290598,2340
11,13,2.6,9.083549094017094,2340
12,13,2.6,10.13240076602564,2340
13,13,2.6,11.227342092991453,2340
14,13,2.6,12.362551230384614,2340
15,13,2.6,13.550287893376067,2340
16,13,2.6,14.793969420512822,2340
17,13,2.6,16.090160685299146,2340
18,13,2.6,17.45026105726496,2340
19,13,2.6,18.89090771200855,2340
20,13,2.6,20.307124827649574,2340
21,13,2.6,21.866994870512823,2340
22,13,2.6,23.344830779059826,2340
23,13,2.6,24.832730367948717,2340
24,13,2.6,26.258241593162392,2340
25,13,2.6,27.651936885042737,2340
26,13,2.6,28.71454754145299,2340
27,13,2.6,29.83759256837607,2340
28,13,2.6,30.84469394871795,2340
29,13,2.6,31.683050012820512,2340
30,13,2.6,33.289295147134304,2338
1,14,2.8000000000000003,0.7190626839529914,2340
2,14,2.8000000000000003,1.4118412802863247,2340
3,14,2.8000000000000003,2.151028423760684,2340
4,14,2.8000000000000003,2.9316316964102564,2340
5,14,2.8000000000000003,3.7507594152136754,2340
6,14,2.8000000000000003,4.606438837222222,2340
7,14,2.8000000000000003,5.510692832478633,2340
8,14,2.8000000000000003,6.4554290222649575,2340
9,14,2.8000000000000003,7.441755461495728,2340
10,14,2.8000000000000003,8.469831285341881,2340
11,14,2.8000000000000003,9.544928372692308,2340
12,14,2.8000000000000003,10.667735005982905,2340
13,14,2.8000000000000003,11.844706747649573,2340
14,14,2.8000000000000003,13.073844963675214,2340
15,14,2.8000000000000003,14.363497062264955,2340
16,14,2.8000000000000003,15.714551322008548,2340
17,14,2.8000000000000003,17.12513040059829,2340
18,14,2.8000000000000003,18.607794730683757,2340
19,14,2.8000000000000003,20.17420631491453,2340
20,14,2.8000000000000003,21.686723015170944,2340
21,14,2.8000000000000003,23.355860855982904,2340
22,14,2.8000000000000003,24.89623809017094,2340
23,14,2.8000000000000003,26.417941684615382,2340
24,14,2.8000000000000003,27.838518642735046,2340
25,14,2.8000000000000003,29.2062408957265,2340
26,14,2.8000000000000003,30.20439830128205,2340
27,14,2.8000000000000003,31.24960221282051,2340
28,14,2.8000000000000003,32.12316611623931,2340
29,14,2.8000000000000003,32.79419901538461,2340
30,14,2.8000000000000003,34.276083683490164,2338
1,15,3.0,0.7465930417735044,2340
2,15,3.0,1.470371586448718,2340
3,15,3.0,2.238517197905983,2340
4,15,3.0,3.0478293654273503,2340
5,15,3.0,3.9038597214102566,2340
6,15,3.0,4.800710993076923,2340
7,15,3.0,5.750882968247863,2340
8,15,3.0,6.746782313504275,2340
9,15,3.0,7.789064526752138,2340
10,15,3.0,8.879493721068377,2340
11,15,3.0,10.023055271111112,2340
12,15,3.0,11.21906043542735,2340
13,15,3.0,12.479192857008547,2340
14,15,3.0,13.80358457042735,2340
15,15,3.0,15.192173046367522,2340
16,15,3.0,16.650598184145302,2340
17,15,3.0,18.17237597777778,2340
18,15,3.0,19.767320311837604,2340
19,15,3.0,21.43976194863248,2340
20,15,3.0,23.027396869871794,2340
21,15,3.0,24.77439310769231,2340
22,15,3.0,26.347366464102567,2340
23,15,3.0,27.87332036410256,2340
24,15,3.0,29.26812591923077,2340
25,15,3.0,30.59512872008547,2340
26,15,3.0,31.514203711538453,2340
27,15,3.0,32.44571251794872,2340
28,15,3.0,33.18460604444444,2340
29,15,3.0,33.68087743034188,2340
30,15,3.0,35.039254428571425,2338
1,16,3.2,0.7738820307350428,2340
2,16,3.2,1.528265175311966,2340
3,16,3.2,2.328988704871795,2340
4,16,3.2,3.171577424059829,2340
5,16,3.2,4.06702340491453,2340
6,16,3.2,5.0079424628205125,2340
7,16,3.2,6.006376446282051,2340
8,16,3.2,7.055424545299146,2340
9,16,3.2,8.154609684230769,2340
10,16,3.2,9.307823236324786,2340
11,16,3.2,10.518856167606838,2340
12,16,3.2,11.787965405,2340
13,16,3.2,13.131399766282051,2340
14,16,3.2,14.549716642393165,2340
15,16,3.2,16.032139341410254,2340
16,16,3.2,17.593685847606835,2340
17,16,3.2,19.21586132465812,2340
18,16,3.2,20.906221179358973,2340
19,16,3.2,22.663424212777777,2340
20,16,3.2,24.30279602188034,2340
21,16,3.2,26.092612191880345,2340
22,16,3.2,27.673445752136754,2340
23,16,3.2,29.187137655128208,2340
24,16,3.2,30.546937942307693,2340
25,16,3.2,31.82440018247863,2340
26,16,3.2,32.640596074358974,2340
27,16,3.2,33.450110199572656,2340
28,16,3.2,34.060075023931624,2340
29,16,3.2,34.39744455897436,2340
30,16,3.2,35.63675651325919,2338
1,17,3.4000000000000004,0.7987385913931624,2340
2,17,3.4000000000000004,1.5865264020470087,2340
3,17,3.4000000000000004,2.424541956794872,2340
4,17,3.4000000000000004,3.3032454551282053,2340
5,17,3.4000000000000004,4.23896635111111,2340
6,17,3.4000000000000004,5.226736485726495,2340
7,17,3.4000000000000004,6.275474600256411,2340
8,17,3.4000000000000004,7.378876934017095,2340
9,17,3.4000000000000004,8.535977557222221,2340
10,17,3.4000000000000004,9.751541774358975,2340
11,17,3.4000000000000004,11.02903039957265,2340
12,17,3.4000000000000004,12.371495769145298,2340
13,17,3.4000000000000004,13.796735058205128,2340
14,17,3.4000000000000004,15.303961480427352,2340
15,17,3.4000000000000004,16.873062904700856,2340
16,17,3.4000000000000004,18.52764692739316,2340
17,17,3.4000000000000004,20.236300157606834,2340
18,17,3.4000000000000004,22.00089252649573,2340
19,17,3.4000000000000004,23.820375808589745,2340
20,17,3.4000000000000004,25.48736152354701,2340
21,17,3.4000000000000004,27.29588349102564,2340
22,17,3.4000000000000004,28.87104253931624,2340
23,17,3.4000000000000004,30.368498325213675,2340
24,17,3.4000000000000004,31.69411735427351,2340
25,17,3.4000000000000004,32.90630501282051,2340
26,17,3.4000000000000004,33.60894367564103,2340
27,17,3.4000000000000004,34.302776482051286,2340
28,17,3.4000000000000004,34.796899524786326,2340
29,17,3.4000000000000004,34.98322669572649,2340
30,17,3.4000000000000004,36.11311972284003,2338
1,18,3.6,0.8219111076581196,2340
2,18,3.6,1.6467024359273505,2340
3,18,3.6,2.523989219017094,2340
4,18,3.6,3.4407644333760685,2340
5,18,3.6,4.418788840897436,2340
6,18,3.6,5.455296486880341,2340
7,18,3.6,6.555114353162393,2340
8,18,3.6,7.714388036282051,2340
9,18,3.6,8.92967937559829,2340
10,18,3.6,10.20660273119658,2340
11,18,3.6,11.549177937991454,2340
12,18,3.6,12.96458847320513,2340
13,18,3.6,14.467466892820514,2340
14,18,3.6,16.05720006102564,2340
15,18,3.6,17.704563729957265,2340
16,18,3.6,19.439943273162392,2340
17,18,3.6,21.216413608205126,2340
18,18,3.6,23.035044655299146,2340
19,18,3.6,24.89379018162393,2340
20,18,3.6,26.569089118418805,2340
21,18,3.6,28.383472884188038,2340
22,18,3.6,29.949968201709407,2340
23,18,3.6,31.43272028205128,2340
24,18,3.6,32.721838471367526,2340
25,18,3.6,33.859453522649574,2340
26,18,3.6,34.45840154615385,2340
27,18,3.6,35.0565975974359,2340
28,18,3.6,35.44709167521368,2340
29,18,3.6,35.48107782435897,2340
30,18,3.6,36.509555846022245,2338
1,19,3.8000000000000003,0.847510274337607,2340
2,19,3.8000000000000003,1.7131183110982906,2340
3,19,3.8000000000000003,2.629438211068376,2340
4,19,3.8000000000000003,3.5849909426923077,2340
5,19,3.8000000000000003,4.608312771837607,2340
6,19,3.8000000000000003,5.6951824596581195,2340
7,19,3.8000000000000003,6.848022470683761,2340
8,19,3.8000000000000003,8.063679137649574,2340
9,19,3.8000000000000003,9.336760724572647,2340
10,19,3.8000000000000003,10.674246198931623,2340
11,19,3.8000000000000003,12.081029060085468,2340
12,19,3.8000000000000003,13.565980186153848,2340
13,19,3.8000000000000003,15.140969718461537,2340
14,19,3.8000000000000003,16.80447231576923,2340
15,19,3.8000000000000003,18.520515459829056,2340
16,19,3.8000000000000003,20.321664575726494,2340
17,19,3.8000000000000003,22.14755449850427,2340
18,19,3.8000000000000003,24.0013179682906,2340
19,19,3.8000000000000003,25.879240229401713,2340
20,19,3.8000000000000003,27.55177394542735,2340
21,19,3.8000000000000003,29.36835619444444,2340
22,19,3.8000000000000003,30.93184147820513,2340
23,19,3.8000000000000003,32.399596887179484,2340
24,19,3.8000000000000003,33.64950809273505,2340
25,19,3.8000000000000003,34.7144098440171,2340
26,19,3.8000000000000003,35.22847744358974,2340
27,19,3.8000000000000003,35.760798588034184,2340
28,19,3.8000000000000003,36.040589507264954,2340
29,19,3.8000000000000003,35.92948587649573,2340
30,19,3.8000000000000003,36.86586610521813,2338
1,20,4.0,0.8756065975470086,2340
2,20,4.0,1.7846127459145298,2340
3,20,4.0,2.7405480745299142,2340
4,20,4.0,3.7350454381623934,2340
5,20,4.0,4.804263770598291,2340
6,20,4.0,5.941945472222223,2340
7,20,4.0,7.148739088290599,2340
8,20,4.0,8.41976075534188,2340
9,20,4.0,9.749286026965812,2340
10,20,4.0,11.145960077521368,2340
11,20,4.0,12.614087773119657,2340
12,20,4.0,14.162650122222225,2340
13,20,4.0,15.802940005940172,2340
14,20,4.0,17.530271984572654,2340
15,20,4.0,19.30259047764957,2340
16,20,4.0,21.151611620897437,2340
17,20,4.0,23.0092493574359,2340
18,20,4.0,24.880504344358975,2340
19,20,4.0,26.762331890982907,2340
20,20,4.0,28.42529107867521,2340
21,20,4.0,30.247640606837606,2340
22,20,4.0,31.8141901491453,2340
23,20,4.0,33.26887616282051,2340
24,20,4.0,34.48517984017094,2340
25,20,4.0,35.49063756495727,2340
26,20,4.0,35.94826181880342,2340
27,20,4.0,36.43324408418803,2340
28,20,4.0,36.59608236837607,2340
29,20,4.0,36.34670927564103,2340
30,20,4.0,37.19901368605645,2338
1,21,4.2,0.9056525732735043,2340
2,21,4.2,1.8593423594957263,2340
3,21,4.2,2.8577675456410256,2340
4,21,4.2,3.892162233076923,2340
5,21,4.2,5.007237538162394,2340
6,21,4.2,6.195733387008548,2340
7,21,4.2,7.45600164965812,2340
8,21,4.2,8.780856057264957,2340
9,21,4.2,10.165003106452993,2340
10,21,4.2,11.618474964316238,2340
11,21,4.2,13.14338809247863,2340
12,21,4.2,14.748817678418803,2340
13,21,4.2,16.446412385512822,2340
14,21,4.2,18.226923867008548,2340
15,21,4.2,20.041527957478635,2340
16,21,4.2,21.92273237440171,2340
17,21,4.2,23.79705165837607,2340
18,21,4.2,25.673216856452992,2340
19,21,4.2,27.549720904059832,2340
20,21,4.2,29.200536414700856,2340
21,21,4.2,31.030757226495723,2340
22,21,4.2,32.607601810256405,2340
23,21,4.2,34.055554909829056,2340
24,21,4.2,35.25628032350428,2340
25,21,4.2,36.22753725341881,2340
26,21,4.2,36.652521247435885,2340
27,21,4.2,37.086232517948716,2340
28,21,4.2,37.13103537692309,2340
29,21,4.2,36.749562049145304,2340
30,21,4.2,37.52340458597091,2338
1,22,4.4,0.9352678952948719,2340
2,22,4.4,1.9354945885042736,2340
3,22,4.4,2.979111522606837,2340
4,22,4.4,4.053537343418803,2340
5,22,4.4,5.214131944230768,2340
6,22,4.4,6.4522936670940165,2340
7,22,4.4,7.76417778508547,2340
8,22,4.4,9.140354801324786,2340
9,22,4.4,10.576208052692307,2340
10,22,4.4,12.08261418897436,2340
11,22,4.4,13.65824821931624,2340
12,22,4.4,15.31322318363248,2340
13,22,4.4,17.05882673264957,2340
14,22,4.4,18.881088717179487,2340
15,22,4.4,20.726314561025642,2340
16,22,4.4,22.628309515470086,2340
17,22,4.4,24.50974261474359,2340
18,22,4.4,26.38506433777778,2340
19,22,4.4,28.25246218213675,2340
20,22,4.4,29.891311304188033,2340
