idp,final_x,final_y,final_z,final_rhop,mass_kg,ever_overtop,ever_leak,final_category
158598,28.986452,12.115807,4.6024303,1700.7344,212.5918,0,0,upstream
158599,27.683987,12.181025,4.7694521,1701.1241,212.6405125,0,0,upstream
158600,32.055538,12.101102,4.7143769,1703.0945,212.8868125,0,0,upstream
158601,30.62488,11.799694,4.8260155,1702.0122,212.751525,0,0,upstream
158602,35.202904,11.737339,4.9137707,1704.3262,213.040775,0,0,upstream
158603,32.581978,11.566314,4.9235511,1702.0309,212.7538625,0,0,upstream
158604,38.73,11.218565,5.36443,1700.8842,212.610525,0,0,upstream
158605,37.54081,11.387309,5.5586076,1707.0305,213.3788125,0,0,upstream
158606,42.286018,11.255473,6.2594595,1706.0239,213.2529875,0,0,upstream
158607,43.92247,11.264768,6.7668004,1711.1819,213.8977375,0,0,upstream
158608,45.853107,11.518221,7.7397542,1698.4181,212.3022625,0,0,upstream
158609,43.947613,11.390631,7.5878496,1697.2826,212.160325,0,0,upstream
158610,2.2695315,15.390747,0.53647327,1702.5653,212.8206625,0,0,upstream
158611,2.685297,15.310352,0.89441055,1703.9042,212.988025,0,0,upstream
158612,3.1721187,15.270711,1.2103411,1703.5583,212.9447875,0,0,upstream
158613,3.7889619,15.258627,1.4863006,1702.8063,212.8507875,0,0,upstream
158614,4.5809894,15.241763,1.5864531,1703.6522,212.956525,0,0,upstream
158615,5.4242883,15.268242,1.8471471,1702.922,212.86525,0,0,upstream
158616,6.726325,15.367419,1.8508475,1703.1104,212.8888,0,0,upstream
158617,6.2101736,15.314504,2.0298018,1703.7565,212.9695625,0,0,upstream
158618,7.6974268,15.305375,2.1359425,1705.1842,213.148025,0,0,upstream
158619,9.704442,15.556922,2.2182741,1704.535,213.066875,0,0,upstream
158620,8.964592,15.484519,2.3106744,1704.0497,213.0062125,0,0,upstream
158621,9.5788317,15.280193,2.6633232,1702.1693,212.7711625,0,0,upstream
158622,7.597753,15.278912,2.5380604,1701.5234,212.690425,0,0,upstream
158623,10.523167,15.472529,2.5820506,1703.266,212.90825,0,0,upstream
158624,8.4598179,15.410515,2.5868304,1702.8787,212.8598375,0,0,upstream
158625,10.526009,15.03996,2.8172128,1704.8408,213.1051,0,0,upstream
158626,7.9771628,15.158916,2.8812542,1703.6926,212.961575,0,0,upstream
158627,11.424504,15.182705,2.9843795,1704.4927,213.0615875,0,0,upstream
158628,10.009979,14.956644,2.8794358,1702.7031,212.8378875,0,0,upstream
158629,10.703643,15.357889,3.1791809,1702.5864,212.8233,0,0,upstream
158630,10.261229,14.969499,3.3141055,1702.8162,212.852025,0,0,upstream
158631,12.345757,15.147375,3.2114499,1702.9614,212.870175,0,0,upstream
158632,11.425256,14.857504,3.3293829,1702.8744,212.8593,0,0,upstream
158633,13.47332,14.938174,3.3421209,1703.2162,212.902025,0,0,upstream
158634,12.273438,14.6316,3.5780218,1702.2134,212.776675,0,0,upstream
158635,15.048528,14.890909,3.5345073,1701.6605,212.7075625,0,0,upstream
158636,12.978376,14.647336,3.482018,1701.4056,212.6757,0,0,upstream
158637,14.264887,14.753642,3.6972008,1703.0359,212.8794875,0,0,upstream
158638,15.264154,14.353344,3.7467849,1701.8485,212.7310625,0,0,upstream
158639,14.068745,14.380733,3.8570073,1701.8319,212.7289875,0,0,upstream
158640,15.703371,14.625675,3.9810424,1701.2931,212.6616375,0,0,upstream
158641,13.77475,13.982337,3.8240809,1704.13,213.01625,0,0,upstream
158642,16.067041,14.101379,3.9042573,1704.7927,213.0990875,0,0,upstream
158643,13.466827,14.352099,4.0381017,1701.558,212.69475,0,0,upstream
158644,13.153806,13.71677,4.0948029,1702.5363,212.8170375,0,0,upstream
158645,15.425895,13.896401,3.988822,1703.7295,212.9661875,0,0,upstream
158646,13.798529,13.556517,4.1096983,1703.1774,212.897175,0,0,upstream
158647,17.424284,13.621502,4.1194696,1700.1549,212.5193625,0,0,upstream
158648,15.944875,13.504582,4.2897592,1704.8481,213.1060125,0,0,upstream
158649,20.275064,13.217269,4.2875514,1703.35,212.91875,0,0,upstream
158650,15.295802,13.408134,4.2538724,1702.9172,212.86465,0,0,upstream
158651,19.620199,13.237308,4.3221579,1701.4408,212.6801,0,0,upstream
158652,16.404987,13.000163,4.3417597,1702.1902,212.773775,0,0,upstream
158653,18.468044,13.099989,4.4047236,1700.7285,212.5910625,0,0,upstream
158654,23.340763,12.973519,4.5186911,1701.6121,212.7015125,0,0,upstream
158655,19.918381,12.693388,4.5824037,1697.6157,212.2019625,0,0,upstream
158656,24.789165,12.640243,4.488914,1703.3175,212.9146875,0,0,upstream
158657,23.22905,12.479554,4.7713981,1700.1376,212.5172,0,0,upstream
158658,28.220043,12.397758,4.6824589,1701.0144,212.6268,0,0,upstream
158659,26.100445,12.384035,4.6822848,1703.2164,212.90205,0,0,upstream
158660,31.139635,12.077357,4.7729535,1703.6606,212.957575,0,0,upstream
158661,29.864517,12.010442,4.9812989,1702.2532,212.78165,0,0,upstream
158662,34.127541,11.69164,4.9680829,1702.4546,212.806825,0,0,upstream
158663,33.369614,11.764801,5.0151396,1705.9646,213.245575,0,0,upstream
158664,38.076542,11.591774,5.2209215,1701.1493,212.6436625,0,0,upstream
158665,36.667156,11.471557,5.3025203,1704.938,213.11725,0,0,upstream
158666,40.314568,11.380383,6.0002284,1705.9508,213.24385,0,0,upstream
158667,43.210575,11.230949,6.4818015,1712.4462,214.055775,0,0,upstream
158668,44.89764,11.652286,8.5161772,1697.6954,212.211925,0,0,upstream
158669,43.423954,11.628469,8.056489,1717.4849,214.6856125,0,0,upstream
158670,2.2591462,15.883586,0.52843112,1702.5591,212.8198875,0,0,upstream
158671,2.6768186,15.769704,0.86787868,1704.0769,213.0096125,0,0,upstream
158672,3.1286962,15.752069,1.20909,1703.6835,212.9604375,0,0,upstream
158673,3.7538729,15.721729,1.445646,1703.1947,212.8993375,0,0,upstream
158674,4.4902716,15.692019,1.5567482,1702.7887,212.8485875,0,0,upstream
158675,4.8446236,15.620179,1.9390751,1703.3392,212.9174,0,0,upstream
158676,6.1224217,15.769995,1.8948734,1702.9457,212.8682125,0,0,upstream
158677,5.6510339,15.699679,2.0422609,1704.1073,213.0134125,0,0,upstream
158678,6.9423962,15.754496,2.0672407,1705.8998,213.237475,0,0,upstream
158679,8.2354622,15.953406,2.3761201,1703.9049,212.9881125,0,0,upstream
158680,7.6124954,15.842127,2.2953289,1704.9053,213.1131625,0,0,upstream
158681,8.7306156,15.955422,2.5249386,1702.6219,212.8277375,0,0,upstream
158682,6.9798183,15.594221,2.5242748,1701.2827,212.6603375,0,0,upstream
158683,9.8883247,15.681324,2.7804668,1702.7563,212.8445375,0,0,upstream
158684,6.4614925,15.764839,2.5679984,1703.2399,212.9049875,0,0,upstream
158685,9.176446,15.619567,2.8556511,1703.5305,212.9413125,0,0,upstream
158686,6.3656974,15.374763,2.9044919,1703.4564,212.93205,0,0,upstream
158687,9.1823235,15.213505,3.0737424,1703.1411,212.8926375,0,0,upstream
158688,7.3166423,15.476925,2.9644616,1704.624,213.078,0,0,upstream
158689,8.6165619,15.136269,3.0376761,1702.5244,212.81555,0,0,upstream
158690,7.8757682,15.251889,3.3132086,1702.2341,212.7792625,0,0,upstream
158691,9.6187725,15.024823,3.3516452,1703.0398,212.879975,0,0,upstream
158692,8.5696611,15.274538,3.4529469,1703.739,212.967375,0,0,upstream
158693,10.838328,14.806355,3.5767741,1702.8148,212.85185,0,0,upstream
158694,9.3056984,15.235734,3.6233509,1702.6387,212.8298375,0,0,upstream
158695,12.136045,15.093377,3.6844368,1703.9302,212.991275,0,0,upstream
158696,10.077923,14.972954,3.77669,1702.3002,212.787525,0,0,upstream
158697,11.754979,14.56664,3.7407899,1703.0006,212.875075,0,0,upstream
158698,11.38354,14.884801,3.8550649,1699.613,212.451625,0,0,upstream
158699,10.744281,14.844798,4.0663223,1703.9128,212.9891,0,0,upstream
158700,13.171016,14.777367,3.9108713,1703.5254,212.940675,0,0,upstream
158701,12.701194,14.190835,4.055687,1702.3885,212.7985625,0,0,upstream
158702,14.762612,14.727097,3.9132726,1700.6517,212.5814625,0,0,upstream
158703,16.653063,14.253944,4.2410994,1701.0906,212.636325,0,0,upstream
158704,14.933501,14.226459,4.1669044,1702.6503,212.8312875,0,0,upstream
158705,18.408045,14.21345,4.2332726,1701.6827,212.7103375,0,0,upstream
158706,14.732133,13.862286,4.3552608,1703.3304,212.9163,0,0,upstream
158707,18.039762,13.841131,4.3295341,1702.9818,212.872725,0,0,upstream
158708,16.986708,13.657159,4.45504,1705.4971,213.1871375,0,0,upstream
158709,20.030006,13.820468,4.2452245,1705.4648,213.1831,0,0,upstream
158710,18.657267,13.649942,4.4826546,1703.0299,212.8787375,0,0,upstream
158711,22.152819,13.544293,4.4788136,1701.952,212.744,0,0,upstream
158712,17.969023,13.128658,4.4903121,1702.5839,212.8229875,0,0,upstream
158713,21.127708,13.136815,4.6454463,1700.5747,212.5718375,0,0,upstream
158714,22.315048,13.007278,4.5485454,1702.6056,212.8257,0,0,upstream
158715,19.393206,12.966805,4.7624645,1702.8223,212.8527875,0,0,upstream
158716,24.999374,13.065059,4.5934935,1697.9882,212.248525,0,0,upstream
158717,21.923416,12.432877,4.7665367,1703.2684,212.90855,0,0,upstream
158718,27.482319,12.732818,4.74684,1699.6659,212.4582375,0,0,upstream
158719,25.417063,12.571121,4.9124746,1704.2971,213.0371375,0,0,upstream
158720,30.358871,12.31179,4.8930621,1701.5081,212.6885125,0,0,upstream
158721,28.861715,12.148108,5.0809288,1704.693,213.086625,0,0,upstream
158722,34.680836,11.982326,5.0572319,1700.6393,212.5799125,0,0,upstream
158723,31.76881,11.88683,5.1118064,1701.8528,212.7316,0,0,upstream
158724,37.419048,11.885151,5.2846031,1701.9987,212.7498375,0,0,upstream
158725,35.92289,11.401894,5.3258586,1702.5227,212.8153375,0,0,upstream
158726,39.413261,11.318238,5.6692882,1708.4498,213.556225,0,0,upstream
158727,42.456944,11.301448,7.597137,1704.088,213.011,0,0,upstream
158728,44.68111,11.492933,8.0632496,1704.8203,213.1025375,0,0,upstream
158729,42.862595,11.562466,7.5362368,1704.8171,213.1021375,0,0,upstream
158730,2.2536526,16.381065,0.52259791,1702.7354,212.841925,0,0,upstream
158731,2.6631703,16.246414,0.85846561,1704.1851,213.0231375,0,0,upstream
158732,3.141299,16.229782,1.1712997,1703.5969,212.9496125,0,0,upstream
158733,3.7084155,16.261127,1.4656415,1703.2172,212.90215,0,0,upstream
158734,4.4128041,16.127672,1.6344823,1702.5509,212.8188625,0,0,upstream
158735,5.4315972,16.14086,1.7798332,1701.9285,212.7410625,0,0,upstream
158736,6.5963717,16.280949,1.9701029,1704.079,213.009875,0,0,upstream
158737,5.0170975,16.104084,2.0279758,1705.6908,213.21135,0,0,upstream
158738,6.1068435,16.196726,2.1722057,1704.4017,213.0502125,0,0,upstream
158739,7.303761,16.365112,2.341188,1702.5028,212.81285,0,0,upstream
158740,6.7791991,16.180084,2.4723463,1702.087,212.760875,0,0,upstream
158741,7.9183736,16.41708,2.5988581,1704.05,213.00625,0,0,upstream
158742,7.763135,15.924981,2.7217128,1701.3066,212.663325,0,0,upstream
158743,8.3914185,16.442705,2.924294,1703.7383,212.9672875,0,0,upstream
158744,7.2343082,16.022017,2.78596,1703.6377,212.9547125,0,0,upstream
158745,9.1407871,16.166296,2.9472477,1703.6874,212.960925,0,0,upstream
158746,8.2307091,15.763483,2.9505332,1703.224,212.903,0,0,upstream
158747,9.9597731,15.927114,3.1324301,1703.9598,212.994975,0,0,upstream
158748,8.6875019,15.832145,3.1103888,1702.1976,212.7747,0,0,upstream
158749,9.5141468,15.810651,3.347976,1702.9014,212.862675,0,0,upstream
158750,11.229844,15.374304,3.5196712,1704.0836,213.01045,0,0,upstream
158751,10.037436,15.432621,3.4047916,1702.7762,212.847025,0,0,upstream
158752,10.458493,15.777205,3.6575754,1703.1115,212.8889375,0,0,upstream
158753,11.794098,15.631382,3.5755811,1700.0956,212.51195,0,0,upstream
158754,10.848917,15.354115,3.7685258,1701.5446,212.693075,0,0,upstream
158755,12.363407,15.57696,3.8810546,1702.5498,212.818725,0,0,upstream
158756,13.666276,14.957465,3.923167,1701.9004,212.73755,0,0,upstream
158757,11.911699,15.196841,4.0437059,1703.521,212.940125,0,0,upstream
158758,13.867011,15.373309,4.159349,1701.0759,212.6344875,0,0,upstream
158759,13.038858,15.298801,4.1526971,1703.6249,212.9531125,0,0,upstream
158760,14.536406,15.293148,4.313324,1703.1451,212.8931375,0,0,upstream
158761,12.889669,14.680614,4.2055745,1702.3296,212.7912,0,0,upstream
158762,15.257715,14.749226,4.3406944,1704.6798,213.084975,0,0,upstream
158763,12.299549,14.609822,4.2048707,1702.0887,212.7610875,0,0,upstream
158764,14.396605,14.635112,4.2815881,1703.4137,212.9267125,0,0,upstream
158765,16.116436,14.222779,4.4033041,1701.8475,212.7309375,0,0,upstream
158766,13.824442,14.039027,4.4378443,1702.3312,212.7914,0,0,upstream
158767,17.549974,14.199404,4.4521246,1700.3652,212.54565,0,0,upstream
158768,15.67252,14.081551,4.4834251,1700.6439,212.5804875,0,0,upstream
158769,19.086369,14.202079,4.4873352,1699.1901,212.3987625,0,0,upstream
158770,17.019085,14.098636,4.7022996,1700.3789,212.5473625,0,0,upstream
158771,21.24789,13.632777,4.5906243,1703.2379,212.9047375,0,0,upstream
158772,16.670561,13.372033,4.714283,1700.3876,212.54845,0,0,upstream
158773,20.317394,13.596471,4.6888423,1699.1028,212.38785,0,0,upstream
158774,22.907867,13.006763,4.8852487,1703.6232,212.9529,0,0,upstream
158775,20.174044,13.051265,4.7910757,1704.0315,213.0039375,0,0,upstream
158776,24.287289,13.004465,4.7199917,1700.1045,212.5130625,0,0,upstream
158777,22.274208,12.810614,4.9083085,1700.9639,212.6204875,0,0,upstream
158778,26.730705,12.813571,4.9496455,1704.8359,213.1044875,0,0,upstream
158779,23.842638,12.577478,4.8278112,1703.5298,212.941225,0,0,upstream
158780,29.75576,12.548326,5.0316753,1705.3756,213.17195,0,0,upstream
158781,28.139328,12.361655,5.2448921,1703.7024,212.9628,0,0,upstream
158782,32.868896,12.219548,5.0934672,1703.0466,212.880825,0,0,upstream
158783,32.38208,12.007342,5.3578763,1700.1123,212.5140375,0,0,upstream
158784,36.536366,11.933535,5.5323701,1702.0558,212.756975,0,0,upstream
158785,35.730091,11.59996,5.7285013,1701.2439,212.6554875,0,0,upstream
158786,38.514412,11.509764,5.8557458,1703.9069,212.9883625,0,0,upstream
158787,40.67355,11.475354,6.2024159,1701.2708,212.65885,0,0,upstream
158788,44.018909,11.688509,7.3975267,1691.7521,211.4690125,0,0,upstream
158789,42.093773,11.613462,7.1988845,1707.5756,213.44695,0,0,upstream
158790,2.246383,16.884268,0.52392501,1703.0707,212.8838375,0,0,upstream
158791,2.6498244,16.756115,0.87127364,1704.0105,213.0013125,0,0,upstream
158792,3.0641003,16.718102,1.1842893,1703.1744,212.8968,0,0,upstream
158793,3.6396255,16.738611,1.4815338,1702.818,212.85225,0,0,upstream
158794,4.4212151,16.685614,1.5932968,1704.3217,213.0402125,0,0,upstream
158795,4.3397503,16.574844,1.9386313,1702.8829,212.8603625,0,0,upstream
158796,5.9206614,16.740324,2.0004795,1704.0901,213.0112625,0,0,upstream
158797,5.209692,16.647354,1.8972381,1704.2496,213.0312,0,0,upstream
158798,5.153276,16.627087,2.3017075,1702.3018,212.787725,0,0,upstream
158799,6.3289118,16.830122,2.3940833,1702.764,212.8455,0,0,upstream
158800,5.730968,16.538744,2.4437428,1702.9248,212.8656,0,0,upstream
158801,6.6397171,16.641171,2.6357555,1702.8435,212.8554375,0,0,upstream
158802,6.2015624,16.257704,2.7025719,1702.7391,212.8423875,0,0,upstream
158803,7.009747,16.710236,2.8899977,1702.9827,212.8728375,0,0,upstream
158804,6.3032918,16.336479,3.0468292,1703.2627,212.9078375,0,0,upstream
158805,7.6401238,16.430738,3.0289676,1702.1434,212.767925,0,0,upstream
158806,7.1489406,16.212183,3.199317,1703.493,212.936625,0,0,upstream
158807,8.2756472,16.309858,3.3400702,1703.6475,212.9559375,0,0,upstream
158808,6.7581306,16.093468,3.3632348,1702.9196,212.86495,0,0,upstream
158809,7.8761721,15.754992,3.3103626,1703.9406,212.992575,0,0,upstream
158810,8.9144621,15.94664,3.5250599,1702.947,212.868375,0,0,upstream
158811,7.8622808,16.101795,3.5879159,1701.6604,212.70755,0,0,upstream
158812,8.472187,15.737962,3.7091911,1701.6157,212.7019625,0,0,upstream
158813,9.6935434,15.955052,3.7870057,1701.9633,212.7454125,0,0,upstream
158814,9.1405249,15.610744,3.8404071,1702.2688,212.7836,0,0,upstream
158815,10.201341,15.54528,3.9356186,1701.8737,212.7342125,0,0,upstream
158816,11.384027,15.754729,3.9879026,1703.9558,212.994475,0,0,upstream
158817,9.5769091,15.482793,4.1363373,1701.8572,212.73215,0,0,upstream
158818,11.199663,15.363771,4.2476263,1702.5665,212.8208125,0,0,upstream
158819,10.178349,15.172682,4.2575412,1702.8806,212.860075,0,0,upstream
158820,11.816086,15.641029,4.4347391,1700.7051,212.5881375,0,0,upstream
158821,12.37636,15.105341,4.3803887,1699.9817,212.4977125,0,0,upstream
158822,13.847938,15.045463,4.4923887,1703.4803,212.9350375,0,0,upstream
158823,13.213822,14.943914,4.5805707,1702.2594,212.782425,0,0,upstream
158824,15.166326,14.638302,4.7765918,1701.0919,212.6364875,0,0,upstream
158825,15.919934,14.747482,4.5322332,1700.8037,212.6004625,0,0,upstream
158826,14.067327,14.448833,4.5248165,1701.6051,212.7006375,0,0,upstream
158827,18.383596,14.406879,4.6845651,1702.1493,212.7686625,0,0,upstream
158828,15.221415,14.184854,4.7124991,1700.7632,212.5954,0,0,upstream
158829,18.448257,13.897227,4.8760343,1700.9723,212.6215375,0,0,upstream
158830,16.406633,13.8203,4.7055426,1700.7063,212.5882875,0,0,upstream
158831,19.9153,14.054291,4.6708484,1700.568,212.571,0,0,upstream
158832,17.751808,13.591052,4.6737661,1702.4695,212.8086875,0,0,upstream
158833,19.536718,13.656216,4.6128707,1700.3131,212.5391375,0,0,upstream
158834,22.038723,13.62694,4.9377303,1702.8319,212.8539875,0,0,upstream
158835,18.775879,13.376349,4.8528986,1701.1426,212.642825,0,0,upstream
158836,24.742558,13.141931,5.0948095,1705.8212,213.22765,0,0,upstream
158837,21.763355,13.217175,4.9254375,1700.5898,212.573725,0,0,upstream
158838,26.056299,12.777311,4.7822881,1698.6713,212.3339125,0,0,upstream
158839,24.848469,12.48435,5.0665412,1702.451,212.806375,0,0,upstream
158840,29.105223,12.612377,5.1230497,1702.6083,212.8260375,0,0,upstream
158841,27.325541,12.405,5.1591363,1706.5631,213.3203875,0,0,upstream
158842,32.184517,12.567916,5.2953744,1704.7917,213.0989625,0,0,upstream
158843,31.248295,12.169551,5.3178172,1700.093,212.511625,0,0,upstream
158844,35.517162,12.208678,5.4668541,1704.7617,213.0952125,0,0,upstream
158845,33.977711,12.066136,5.4182277,1704.045,213.005625,0,0,upstream
158846,39.562717,11.734563,6.0452676,1696.8009,212.1001125,0,0,upstream
158847,39.773537,11.823351,6.9816737,1701.2915,212.6614375,0,0,upstream
158848,42.75536,11.812131,7.4447436,1702.7865,212.8483125,0,0,upstream
158849,40.957348,11.735584,7.2228637,1701.5946,212.699325,0,0,upstream
158850,2.2140057,17.395369,0.51063317,1702.7324,212.84155,0,0,upstream
158851,2.5479176,17.272533,0.87130117,1703.973,212.996625,0,0,upstream
158852,2.962785,17.27994,1.1435422,1703.371,212.921375,0,0,upstream
158853,3.4170165,17.272381,1.4335643,1702.8401,212.8550125,0,0,upstream
158854,3.9520357,17.260416,1.5939949,1702.9133,212.8641625,0,0,upstream
158855,4.368681,17.266611,1.8207363,1703.269,212.908625,0,0,upstream
158856,5.0415382,17.241577,1.9556478,1703.3623,212.9202875,0,0,upstream
158857,4.5455899,17.103672,2.1904924,1703.2942,212.911775,0,0,upstream
158858,5.5584326,17.162336,2.2553701,1704.1223,213.0152875,0,0,upstream
158859,4.8671846,17.017368,2.4890761,1702.7716,212.84645,0,0,upstream
158860,5.43011,17.323915,2.6416364,1702.1621,212.7702625,0,0,upstream
158861,5.8975334,17.11875,2.7099063,1702.22,212.7775,0,0,upstream
158862,5.1435356,16.851366,2.8208799,1703.1488,212.8936,0,0,upstream
158863,6.207499,17.070818,3.0005369,1703.4497,212.9312125,0,0,upstream
158864,5.5744033,16.63195,3.0522461,1702.6176,212.8272,0,0,upstream
158865,6.7381401,16.957306,3.2350831,1703.832,212.979,0,0,upstream
158866,5.9379015,16.744938,3.2644787,1702.8599,212.8574875,0,0,upstream
158867,7.3408742,16.811724,3.4140332,1703.1641,212.8955125,0,0,upstream
158868,6.6651587,16.565916,3.5461633,1701.1411,212.6426375,0,0,upstream
158869,7.7559905,16.669168,3.6045077,1701.7776,212.7222,0,0,upstream
158870,6.9609337,16.798061,3.7806048,1701.4636,212.68295,0,0,upstream
158871,8.228014,16.503342,3.8599741,1701.8876,212.73595,0,0,upstream
158872,7.4385643,16.102369,3.7786059,1703.5376,212.9422,0,0,upstream
158873,9.0503473,16.219873,4.0358987,1702.939,212.867375,0,0,upstream
158874,8.2108555,15.697451,4.045897,1702.485,212.810625,0,0,upstream
158875,10.316334,15.88303,4.2822914,1703.4564,212.93205,0,0,upstream
158876,8.3398619,16.226658,4.1925445,1704.5671,213.0708875,0,0,upstream
158877,9.5389137,16.059465,4.302331,1703.5232,212.9404,0,0,upstream
158878,10.122129,16.191853,4.559957,1701.3071,212.6633875,0,0,upstream
158879,8.9435673,15.611817,4.2882986,1702.3041,212.7880125,0,0,upstream
158880,11.33478,15.73333,4.6806331,1700.3558,212.544475,0,0,upstream
158881,10.79581,15.314194,4.4370155,1701.9669,212.7458625,0,0,upstream
158882,10.308343,15.386407,4.7041645,1700.6354,212.579425,0,0,upstream
158883,12.648274,15.343878,4.7394018,1700.6125,212.5765625,0,0,upstream
158884,11.954868,15.079993,4.7650437,1701.2922,212.661525,0,0,upstream
158885,14.444277,14.923626,4.7319951,1699.7958,212.474475,0,0,upstream
158886,13.531233,14.686115,4.7633796,1700.6547,212.5818375,0,0,upstream
158887,16.34733,14.63914,4.8492036,1700.512,212.564,0,0,upstream
158888,14.664416,14.323446,4.8729367,1701.7864,212.7233,0,0,upstream
158889,17.43354,14.358579,4.9784145,1705.0457,213.1307125,0,0,upstream
158890,16.58692,14.094957,5.0495052,1704.0282,213.003525,0,0,upstream
158891,19.078194,14.111053,4.9472337,1704.7738,213.096725,0,0,upstream
158892,17.808809,13.907838,4.9716077,1700.0785,212.5098125,0,0,upstream
158893,20.097397,14.023281,5.0539079,1702.5967,212.8245875,0,0,upstream
158894,19.361584,13.51975,4.9485564,1702.6279,212.8284875,0,0,upstream
158895,21.089851,13.729478,5.0233145,1703.6552,212.9569,0,0,upstream
158896,22.997948,13.477256,4.8808017,1705.4996,213.18745,0,0,upstream
158897,20.815182,13.297874,4.9127765,1701.7798,212.722475,0,0,upstream
158898,25.749037,12.948534,5.2191324,1706.4465,213.3058125,0,0,upstream
158899,24.193455,12.913521,5.2292285,1701.7034,212.712925,0,0,upstream
158900,28.528128,12.78695,5.4013062,1699.3364,212.41705,0,0,upstream
158901,27.6849,12.712523,5.4525676,1697.3713,212.1714125,0,0,upstream
158902,31.690346,12.512046,5.4802818,1696.6411,212.0801375,0,0,upstream
158903,30.297419,12.252226,5.5898709,1698.7852,212.34815,0,0,upstream
158904,34.816368,12.156807,5.4565854,1699.9756,212.49695,0,0,upstream
158905,35.268726,11.576698,5.7306509,1699.2043,212.4005375,0,0,upstream
158906,37.333012,11.815707,5.874104,1703.7391,212.9673875,0,0,upstream
158907,38.235954,11.622979,6.8912473,1701.1161,212.6395125,0,0,upstream
158908,41.365639,11.782573,7.2138233,1703.076,212.8845,0,0,upstream
158909,39.27972,11.855899,6.8911018,1703.7914,212.973925,0,0,upstream
158910,2.1933188,17.924965,0.50607342,1702.9459,212.8682375,0,0,upstream
158911,2.4822211,17.795406,0.85929769,1703.8239,212.9779875,0,0,upstream
158912,2.8461866,17.843719,1.165417,1703.4902,212.936275,0,0,upstream
158913,3.1541669,17.83399,1.4793149,1702.1029,212.7628625,0,0,upstream
158914,3.6675978,17.80419,1.6758926,1703.0188,212.87735,0,0,upstream
158915,3.3764396,17.657707,1.9600227,1703.5958,212.949475,0,0,upstream
158916,4.1874599,17.73024,2.0131972,1703.4695,212.9336875,0,0,upstream
158917,3.8117783,17.735086,2.3010716,1702.788,212.8485,0,0,upstream
158918,4.6243668,17.610043,2.4183788,1702.9819,212.8727375,0,0,upstream
158919,4.3009634,17.806768,2.646704,1702.3221,212.7902625,0,0,upstream
158920,3.9845061,17.461523,2.7637122,1703.316,212.9145,0,0,upstream
158921,4.8296037,17.507219,2.8534486,1703.0208,212.8776,0,0,upstream
158922,4.2073174,17.409449,3.1088364,1701.6855,212.7106875,0,0,upstream
158923,5.3639369,17.357952,3.1141272,1703.6814,212.960175,0,0,upstream
158924,4.6534414,17.411261,3.2901347,1702.8364,212.85455,0,0,upstream
158925,5.5894403,17.295864,3.4606802,1702.7471,212.8433875,0,0,upstream
158926,4.9600129,17.157248,3.5080259,1701.8163,212.7270375,0,0,upstream
158927,6.1882434,17.149525,3.5851951,1703.0062,212.875775,0,0,upstream
158928,5.3887954,16.953835,3.7497084,1701.432,212.679,0,0,upstream
158929,6.0440927,16.77009,3.8233237,1701.3765,212.6720625,0,0,upstream
158930,6.3294897,17.045673,4.1613469,1703.2091,212.9011375,0,0,upstream
158931,7.5293355,16.791451,4.0767841,1702.3781,212.7972625,0,0,upstream
158932,7.1061811,16.324247,4.0451455,1702.5382,212.817275,0,0,upstream
158933,7.1356182,16.821589,4.3516011,1702.8826,212.860325,0,0,upstream
158934,6.5969186,16.54637,4.2498002,1703.348,212.9185,0,0,upstream
158935,7.57972,16.282213,4.3746748,1701.4962,212.687025,0,0,upstream
158936,8.7514219,16.18417,4.5371432,1700.4005,212.5500625,0,0,upstream
158937,8.1457157,16.410461,4.5668144,1700.511,212.563875,0,0,upstream
158938,9.1786213,16.263628,4.7399344,1701.5948,212.69935,0,0,upstream
158939,9.6803675,15.67851,4.6660047,1701.2054,212.650675,0,0,upstream
158940,10.793148,15.829062,4.7212877,1701.2413,212.6551625,0,0,upstream
158941,9.9340239,15.940675,4.9508715,1701.4238,212.677975,0,0,upstream
158942,12.305881,15.523641,5.1426764,1705.1418,213.142725,0,0,upstream
158943,11.16769,15.274164,4.9378567,1701.7917,212.7239625,0,0,upstream
158944,11.765739,15.405128,5.040307,1701.5482,212.693525,0,0,upstream
158945,13.534505,15.140781,5.1039286,1700.0953,212.5119125,0,0,upstream
158946,12.663128,14.874007,4.9905996,1703.726,212.96575,0,0,upstream
158947,14.792337,14.877581,5.1050339,1704.806,213.10075,0,0,upstream
158948,14.136137,14.650469,5.1880102,1703.7072,212.9634,0,0,upstream
158949,15.897524,14.435486,5.0130816,1703.5728,212.9466,0,0,upstream
158950,16.894295,14.47474,5.2695279,1701.9176,212.7397,0,0,upstream
158951,15.640898,14.034265,5.2314129,1703.2743,212.9092875,0,0,upstream
158952,18.193666,14.188492,5.2183776,1702.5184,212.8148,0,0,upstream
158953,19.668261,13.825888,5.3325267,1703.1111,212.8888875,0,0,upstream
158954,17.652822,13.676685,5.4305153,1705.9637,213.2454625,0,0,upstream
158955,21.676702,13.641478,5.4106655,1703.6152,212.9519,0,0,upstream
158956,20.637791,13.541815,5.4161129,1705.6847,213.2105875,0,0,upstream
158957,23.673397,13.225666,5.2902341,1702.925,212.865625,0,0,upstream
158958,22.44706,13.302127,5.247829,1698.9363,212.3670375,0,0,upstream
