idp,x,y,z,category
190328,64.950287,5.7114682,4.2870002,trapped
190329,65.255928,6.1743693,4.8349738,trapped
190330,64.536827,5.8160515,4.6603436,trapped
190331,64.173019,5.7967525,4.1585193,trapped
190332,64.625267,6.3876691,4.7812099,trapped
190333,65.394142,6.6979365,5.4789877,trapped
190334,65.044609,6.6826587,5.1997252,trapped
190335,65.445381,6.9373178,5.9569893,trapped
190336,64.736938,7.0027261,5.073863,trapped
190337,65.724747,7.3641224,6.4650369,trapped
190338,65.383514,7.4154592,5.8271255,trapped
190339,64.956635,7.3489723,5.5306849,trapped
190340,66.141472,7.6870737,6.9985719,trapped
190341,65.724007,7.8056941,6.7190032,trapped
190342,65.318382,8.0110435,6.5611396,trapped
190343,66.987381,8.3365097,7.3617835,trapped
190344,67.432693,8.58459,8.1821928,trapped
190345,67.080452,8.6005297,8.5831013,trapped
190346,67.646759,8.9386101,9.5027628,trapped
190347,67.172249,8.4817991,10.08623,trapped
190348,62.634247,8.0386219,11.927005,trapped
190349,61.855324,7.8518357,12.070768,trapped
190350,16.190475,6.4590201,0.70167416,trapped
190351,19.660418,6.2253056,0.71195245,trapped
190352,27.466354,5.6269355,0.72722936,trapped
190353,28.262676,5.8628531,0.76703173,trapped
190354,39.380329,4.8462825,0.78896177,trapped
190355,40.527065,5.3873315,0.81640059,trapped
190356,41.600742,5.3513393,0.80870587,trapped
190357,55.786327,4.2472444,1.5020522,trapped
190358,47.898872,4.7187915,0.7954486,trapped
190359,51.206692,4.4893675,0.8059721,trapped
190360,62.235065,3.4583893,1.9994826,trapped
190361,46.988293,5.2469726,0.79921281,trapped
190362,60.301533,4.2007389,1.603826,trapped
190363,62.090435,4.1999431,2.3775582,trapped
190364,58.713985,3.6044507,1.5030153,trapped
190365,62.736446,4.3370214,1.9272922,trapped
190366,65.643211,4.870986,2.9225354,trapped
190367,60.900486,3.8565321,2.2195814,trapped
190368,63.282715,3.9390109,1.9251029,trapped
190369,64.162239,4.6292939,2.6000233,trapped
190370,60.660187,3.7997243,1.7041011,trapped
190371,63.471794,4.3182712,1.5703821,trapped
190372,62.913551,4.4944215,2.3071125,trapped
190373,63.558521,4.3327346,2.5339782,trapped
190374,61.64286,3.6848011,2.0134997,trapped
190375,65.034904,4.948545,2.4386356,trapped
190376,64.286789,5.0477757,2.9989738,trapped
190377,63.538425,4.6617746,3.1333439,trapped
190378,63.636612,5.1919956,3.0811818,trapped
190379,65.85614,5.0790958,3.4735603,trapped
190380,65.927757,5.536808,3.4623587,trapped
190381,62.993839,5.012404,3.1729319,trapped
190382,65.237473,5.1118112,3.2662535,trapped
190383,65.474884,5.5262265,4.1394663,trapped
190384,66.007629,6.078711,3.7232487,trapped
190385,65.377625,5.8126793,3.7155774,trapped
190386,67.406693,6.1942639,4.5863566,trapped
190387,64.76371,5.7386861,3.6758628,trapped
190388,66.410316,6.1394157,4.2143703,trapped
190389,65.903542,6.2030005,4.4694266,trapped
190390,67.117805,6.7145782,4.5771322,trapped
190391,65.654305,6.3740053,4.1671419,trapped
190392,66.527649,6.7995038,4.6411653,trapped
190393,66.05246,6.830174,4.8585348,trapped
190394,65.470085,6.7096782,4.6732554,trapped
190395,66.012276,7.2300491,5.3127489,trapped
190396,65.521469,7.2082143,4.8712173,trapped
190397,66.006584,7.4696426,5.8771667,trapped
190398,65.839172,7.6575532,5.0993438,trapped
190399,65.367462,7.7188511,5.3068757,trapped
190400,66.621742,7.8488173,6.6183944,trapped
190401,67.239616,8.2627115,6.8965869,trapped
190402,67.38456,8.1654053,7.8710542,trapped
190403,66.795822,8.4562426,7.7180371,trapped
190404,66.263588,8.612958,6.9500256,trapped
190405,66.548561,8.8040161,7.9390244,trapped
190406,67.42128,9.1474924,8.657835,trapped
190407,67.309525,8.8231554,9.3066263,trapped
190408,67.030304,9.0908813,10.285251,trapped
190409,64.861946,7.9820848,11.286646,trapped
190410,16.142134,7.2507792,0.70683801,trapped
190411,20.587872,6.849421,0.73083496,trapped
190412,28.1908,6.5369501,0.73386568,trapped
190413,28.674549,6.2265391,0.74920702,trapped
190414,39.616764,6.104126,0.77260458,trapped
190415,41.341091,5.9092274,0.78242815,trapped
190416,43.397282,6.0359087,0.80595458,trapped
190417,46.638992,5.6086259,0.81084245,trapped
190418,50.740875,5.7223611,0.79248911,trapped
190419,57.577133,4.9563584,0.980084,trapped
190420,63.659004,4.8275852,1.6915177,trapped
190421,62.189758,5.8775702,1.5375235,trapped
190422,58.611858,4.8221469,0.8270427,trapped
190423,54.890297,5.1148987,0.79112977,trapped
190424,63.04504,5.0286522,1.8606323,trapped
190425,62.466755,4.6694417,1.7649647,trapped
190426,67.149818,5.2498713,2.505162,trapped
190427,63.849747,5.0285172,2.4443946,trapped
190428,65.757095,5.5499101,2.0659618,trapped
190429,65.286446,5.2840948,1.926546,trapped
190430,65.008987,4.7152486,2.8550367,trapped
190431,67.056725,5.683876,2.9801662,trapped
190432,59.417603,5.7370143,0.8391903,trapped
190433,64.493225,5.1716866,2.0903757,trapped
190434,65.681534,5.4293694,2.820401,trapped
190435,66.391411,5.5527349,2.8534627,trapped
190436,66.804573,6.0850663,2.7498059,trapped
190437,64.565941,5.155364,1.6051737,trapped
190438,68.520096,6.306819,3.6314847,trapped
190439,65.429535,5.7240367,2.5451121,trapped
190440,67.510696,6.3782248,3.5471478,trapped
190441,66.989288,6.2184553,3.3312292,trapped
190442,66.264091,5.955265,3.1482091,trapped
190443,65.874519,6.2437043,3.0948031,trapped
190444,68.810516,6.7778001,3.7290308,trapped
190445,66.351349,6.9242334,3.1309438,trapped
190446,66.554787,6.5772429,3.9881611,trapped
190447,66.026581,6.5848365,3.5865445,trapped
190448,66.54937,7.0308685,3.9912009,trapped
190449,67.249527,7.3111691,4.8809643,trapped
190450,65.643661,6.8411422,3.891145,trapped
190451,66.852203,7.3618855,4.5458646,trapped
190452,66.012871,7.0934787,4.3592343,trapped
190453,66.681129,7.3832273,5.2377062,trapped
190454,67.331337,7.7112937,5.6634912,trapped
190455,66.375374,7.5722203,4.8554378,trapped
190456,66.968201,7.8214746,6.02878,trapped
190457,66.73465,7.9031978,5.4880819,trapped
190458,66.275192,7.9772835,5.6062484,trapped
190459,66.291626,8.064312,6.26688,trapped
190460,65.806686,7.9621177,5.9110913,trapped
190461,65.423882,8.1961327,5.7402873,trapped
190462,66.518333,8.238328,6.9959283,trapped
190463,67.388069,8.8238955,6.9920259,trapped
190464,67.890106,8.8405285,8.3335228,trapped
190465,67.351456,8.9702196,7.7488608,trapped
190466,68.499664,9.1362009,9.0481205,trapped
190467,59.894535,9.7132406,12.366112,trapped
190468,63.916763,8.139698,11.640812,trapped
190469,66.072319,8.3275948,11.127544,trapped
190470,16.100788,7.7435608,0.72941715,trapped
190471,19.831408,7.4535422,0.69803035,trapped
190472,28.077381,7.2629547,0.73978692,trapped
190473,28.501968,6.9974995,0.74758291,trapped
190474,39.591114,6.5848083,0.78688848,trapped
190475,40.067062,6.7238574,0.7926209,trapped
190476,43.129616,6.8020091,0.76455754,trapped
190477,57.185341,6.5506825,1.5332661,trapped
190478,48.890301,6.3466187,0.78410393,trapped
190479,59.419853,5.9249072,1.6403931,trapped
190480,58.643341,6.4145336,0.76784843,trapped
190481,52.184902,6.3391008,0.80897284,trapped
190482,62.907276,6.7166085,1.5617465,trapped
190483,59.589767,6.2320952,1.2112324,trapped
190484,61.734135,5.4902773,2.0167758,trapped
190485,56.490593,6.6277637,0.78728998,trapped
190486,68.603767,6.8243246,2.2830007,trapped
190487,61.361015,4.8722973,1.451064,trapped
190488,67.584724,6.2388191,2.8859582,trapped
190489,64.775475,5.8934684,1.7041855,trapped
190490,66.227028,5.8890023,2.3989813,trapped
190491,67.583778,6.7241182,2.740571,trapped
190492,64.798027,5.8709788,2.340456,trapped
190493,65.715675,6.2461429,2.2414525,trapped
190494,63.886845,6.0033135,1.7319005,trapped
190495,65.375679,6.1605239,1.8532981,trapped
190496,65.247635,6.4216743,2.6420913,trapped
190497,66.537468,6.6021967,2.6200311,trapped
190498,63.6716,6.360538,2.1247902,trapped
190499,68.649139,6.8565607,3.2674186,trapped
190500,67.418251,6.9025297,3.3272569,trapped
190501,66.69545,6.595006,3.3401196,trapped
190502,65.899345,6.3915439,2.6507211,trapped
190503,69.387711,7.4830575,4.1331563,trapped
190504,65.753036,6.8471828,3.0637248,trapped
190505,68.834412,7.4112325,3.9660907,trapped
190506,68.334335,7.2505193,3.7149224,trapped
190507,68.74234,7.4199824,4.5922427,trapped
190508,68.034126,7.4869571,4.1520352,trapped
190509,67.24382,7.041647,4.1274419,trapped
190510,68.424393,7.7722659,4.516222,trapped
190511,67.48922,7.5374074,4.0033302,trapped
190512,68.112885,8.1100235,4.6118121,trapped
190513,68.511978,7.9046431,5.1622853,trapped
190514,67.7285,7.9084673,5.1219692,trapped
190515,67.104378,7.9289737,4.671176,trapped
190516,67.289398,8.12889,5.3365407,trapped
190517,66.660309,8.0505533,4.755321,trapped
190518,67.254646,8.6265879,5.608706,trapped
190519,67.520088,8.4052353,6.2007184,trapped
190520,66.579216,8.5448103,5.5559649,trapped
190521,66.760544,8.5987406,6.4713221,trapped
190522,66.083588,8.5141859,5.6667824,trapped
190523,66.931496,8.9515209,7.0571432,trapped
190524,67.634254,9.3174829,7.3105941,trapped
190525,67.006554,9.2961845,7.7604389,trapped
190526,67.846077,9.2831659,8.7213011,trapped
190527,67.805611,9.0216312,9.987093,trapped
190528,66.084587,9.0286417,11.317199,trapped
190529,53.616089,9.8682909,11.787125,trapped
190530,16.209335,8.2398453,0.69330168,trapped
190531,20.526493,8.313592,0.73297668,trapped
190532,28.456369,7.6409426,0.76152211,trapped
190533,28.974226,7.7752008,0.75337821,trapped
190534,40.173122,7.2235236,0.78695935,trapped
190535,41.692528,7.7307925,0.80355465,trapped
190536,44.371193,7.8982511,0.74838489,trapped
190537,54.576973,6.4836736,0.82264906,trapped
190538,51.907276,7.201714,0.78746277,trapped
190539,51.57246,7.568994,0.77724731,trapped
190540,65.605118,6.7310948,1.8144063,trapped
190541,57.06554,6.7701221,0.78699845,trapped
190542,53.874481,7.1967988,0.809753,trapped
190543,62.381844,6.4422369,1.6862304,trapped
190544,63.99902,6.6003685,1.5837387,trapped
190545,66.112442,7.3652053,1.8511587,trapped
190546,67.341965,7.6359496,1.8823274,trapped
190547,63.487572,6.7891941,1.7038765,trapped
190548,64.805016,7.3072734,1.9645959,trapped
190549,67.089661,7.1121135,2.0029767,trapped
190550,63.785168,7.4432592,1.68521,trapped
190551,68.05999,7.067729,2.1015124,trapped
190552,63.290226,7.2488513,1.5215061,trapped
190553,68.902946,7.0723886,2.8200772,trapped
190554,67.073486,6.64504,2.695086,trapped
190555,69.100227,7.5222545,2.6307287,trapped
190556,68.464272,7.4042506,2.5690558,trapped
190557,67.409218,7.1361222,2.4036603,trapped
190558,69.903839,7.7256279,3.4279346,trapped
190559,69.540085,7.2770419,3.2666786,trapped
190560,68.284981,7.4449787,3.1791227,trapped
190561,67.359245,7.7455726,2.96561,trapped
190562,68.831146,7.9435053,2.9986131,trapped
190563,67.768044,7.3253994,2.8084574,trapped
190564,71.263298,8.0011606,4.3661942,trapped
190565,68.772179,7.8387747,3.586329,trapped
190566,69.024681,8.0194235,4.3540487,trapped
190567,68.112762,7.8133841,3.631834,trapped
190568,68.37043,8.2133865,4.0834193,trapped
190569,67.68055,8.080761,3.6007295,trapped
190570,67.669655,8.2556553,4.2902846,trapped
190571,67.169296,8.0079784,3.9638553,trapped
190572,66.503654,8.0212097,3.7186947,trapped
190573,66.950691,8.4059753,4.1985822,trapped
190574,68.06076,8.402565,5.1820178,trapped
190575,67.429749,8.468627,4.780757,trapped
190576,67.848915,8.6132212,5.6370955,trapped
190577,67.068405,8.6148357,5.123992,trapped
190578,66.486061,8.4862747,4.9585772,trapped
190579,67.574219,8.9012413,6.510211,trapped
190580,67.146362,8.9731789,6.0386539,trapped
190581,66.760811,9.1150942,6.3745465,trapped
190582,66.218414,8.7154894,6.18997,trapped
190583,68.184776,8.9844732,7.4647479,trapped
190584,68.071709,9.3753166,7.8334212,trapped
190585,68.285828,9.5126505,8.8575983,trapped
190586,69.068604,9.0960379,9.0026751,trapped
190587,67.742844,9.5357571,9.2745113,trapped
190588,67.861298,9.5890865,9.7832012,trapped
190589,63.686733,9.1943502,11.770296,trapped
190590,15.938928,8.954875,0.68291759,trapped
190591,20.032787,8.6690607,0.7097289,trapped
190592,28.637281,8.7478657,0.76125383,trapped
190593,28.790768,8.2340136,0.80665505,trapped
190594,40.430161,8.275156,0.77978188,trapped
190595,41.517799,8.2507391,0.76332456,trapped
190596,42.869762,8.1238556,0.74686193,trapped
190597,53.005722,8.2651033,0.80198872,trapped
190598,62.815826,7.399003,1.4764462,trapped
190599,52.193741,8.4193382,0.78316712,trapped
190600,66.630371,7.2591558,1.8530481,trapped
190601,48.468124,8.0088577,0.76761478,trapped
190602,65.127319,7.7076635,1.6722628,trapped
190603,59.464981,8.454195,0.7722367,trapped
190604,57.250751,7.8476186,0.81018656,trapped
190605,55.760933,7.806138,0.78489465,trapped
190606,68.668526,8.1048765,2.245321,trapped
190607,67.932426,8.1054811,1.6525604,trapped
190608,67.89782,7.5921855,1.8852141,trapped
190609,65.482689,8.1356869,1.801366,trapped
190610,68.270775,7.862432,2.7121868,trapped
190611,66.470619,7.9685626,1.8282821,trapped
190612,67.801323,7.7872071,2.4414692,trapped
190613,68.554802,8.4789839,2.6627877,trapped
190614,65.991478,7.8248634,2.4098067,trapped
190615,66.399208,8.5262299,2.1074905,trapped
190616,69.599564,8.0293541,3.183676,trapped
190617,67.929291,8.3499908,2.3687365,trapped
190618,67.180779,7.877841,2.4880719,trapped
190619,70.363365,8.0882435,3.6401784,trapped
190620,67.386154,8.5582047,2.8857377,trapped
190621,70.425552,8.6093807,3.667516,trapped
190622,68.448532,8.2183876,3.3468742,trapped
190623,67.782005,8.160778,2.9612682,trapped
190624,69.841713,8.5945187,3.5540736,trapped
190625,71.173615,8.9758444,4.4211884,trapped
190626,69.271477,8.2782173,3.5268977,trapped
190627,70.525993,8.7070732,4.2237921,trapped
190628,69.849991,8.9230509,4.0161543,trapped
190629,69.248718,8.8224087,4.0849485,trapped
190630,68.484589,8.6674089,3.6894138,trapped
190631,69.078957,8.9239702,4.5991807,trapped
190632,69.470139,9.0437078,5.2791796,trapped
190633,68.524681,8.8004198,4.3835936,trapped
190634,67.693428,9.0852356,4.4907489,trapped
190635,68.913986,9.0998201,5.1880984,trapped
190636,68.387428,8.8933649,5.2616868,trapped
190637,68.795685,9.3185205,5.908205,trapped
190638,67.905472,9.0914135,5.2614622,trapped
190639,68.154106,9.1467028,6.0695944,trapped
190640,67.639091,9.1259136,5.7007227,trapped
190641,68.515945,9.3749056,7.2125859,trapped
190642,67.911354,9.3836145,6.5367866,trapped
190643,67.289459,9.5971947,7.0420399,trapped
190644,68.908081,9.8388233,8.2819147,trapped
190645,67.591934,9.4619827,7.9240961,trapped
190646,68.503792,9.5182104,9.489563,trapped
190647,68.678055,9.5934591,9.8765259,trapped
190648,66.419334,8.9773207,11.317209,trapped
190649,67.101448,9.0158691,10.373833,trapped
190650,16.259203,9.4593315,0.68618888,trapped
190651,20.699224,9.5012283,0.73968762,trapped
190652,28.423967,9.1637774,0.74523944,trapped
190653,28.99609,9.3594313,0.74127835,trapped
190654,41.315361,8.7001019,0.77076477,trapped
190655,41.911572,8.8235674,0.79647064,trapped
190656,43.662132,9.185194,0.74542284,trapped
190657,56.277477,8.8135414,0.8003875,trapped
190658,50.702835,9.0902014,0.80286545,trapped
190659,51.299351,9.2870159,0.80908787,trapped
190660,61.585003,8.3724394,0.78269494,trapped
190661,65.494659,9.042325,1.6144686,trapped
190662,55.608734,8.9639311,0.76469368,trapped
190663,64.792526,8.9615536,1.9438206,trapped
190664,58.170631,9.7943993,0.80259621,trapped
190665,67.866615,9.3717728,1.8093146,trapped
190666,68.988403,9.322217,2.5457244,trapped
190667,66.22139,8.8629684,1.7824706,trapped
190668,61.629574,9.3414869,0.75509596,trapped
190669,71.742561,8.9630623,2.6001456,trapped
190670,71.388557,8.8910952,3.2324529,trapped
190671,68.42762,9.5041075,1.99439,trapped
190672,67.998009,8.9069242,2.1162405,trapped
190673,69.479645,8.5822515,2.8417833,trapped
190674,68.937027,8.8139534,2.9300919,trapped
190675,71.048897,9.2772703,2.8803806,trapped
190676,70.961571,9.0344572,3.5325782,trapped
190677,67.429268,8.861763,1.7715541,trapped
190678,71.793892,8.8891373,3.6769702,trapped
190679,69.591125,8.9558773,3.2148001,trapped
190680,71.200813,9.6829004,3.5770874,trapped
190681,70.008194,8.4928036,2.8826082,trapped
190682,69.149689,9.4328928,3.2349355,trapped
190683,69.818184,9.4428005,3.4544497,trapped
190684,70.074394,9.8307743,3.9926319,trapped
190685,68.535316,9.217288,2.8999102,trapped
190686,69.427032,9.4164829,3.8781605,trapped
190687,68.618713,9.1691875,3.5121994,trapped
190688,68.924881,9.3656836,3.9777501,trapped
190689,68.054901,9.1687174,3.6611876,trapped
190690,69.351791,9.353035,4.684401,trapped
190691,68.678566,9.3621216,4.4782081,trapped
190692,68.069092,9.1898041,4.1945896,trapped
190693,68.111046,9.6784859,4.4172549,trapped
190694,68.363472,9.3918467,4.976253,trapped
190695,67.375595,9.525178,4.1366482,trapped
190696,67.920158,9.6061497,5.1435776,trapped
190697,67.400894,9.4764719,4.9263682,trapped
190698,68.009071,9.7222538,5.9629145,trapped
190699,67.506149,9.5994129,5.7610173,trapped
190700,66.848312,9.4536657,5.3548312,trapped
190701,67.291611,9.4466257,6.4303775,trapped
190702,66.777771,9.4473209,5.9050999,trapped
190703,68.112549,9.6916075,7.1725078,trapped
190704,68.242958,10.08501,7.9144011,trapped
190705,68.379295,9.652998,8.3724337,trapped
190706,69.281235,9.6097994,9.5348253,trapped
190707,61.631134,8.7385664,12.166559,trapped
190708,67.113266,9.4201469,10.88895,trapped
190709,67.868942,9.7637444,10.426105,trapped
190710,15.996777,9.9733677,0.69898695,trapped
190711,20.551357,9.8692265,0.75200498,trapped
190712,28.590786,10.145077,0.76012176,trapped
190713,28.933037,9.8629484,0.76110101,trapped
190714,40.64032,9.8883133,0.7661469,trapped
190715,41.337879,9.8848391,0.76963919,trapped
190716,43.582676,10.242031,0.78623003,trapped
190717,50.900417,9.6183319,0.75969625,trapped
190718,54.424866,10.35987,0.91724467,trapped
190719,49.5532,9.2773266,0.78853548,trapped
190720,62.854427,10.25037,1.3148293,trapped
190721,51.447216,9.8102779,0.82599634,trapped
190722,60.279121,10.329929,1.0296081,trapped
190723,69.363327,9.8665247,3.0549812,trapped
190724,64.768372,10.274559,1.763551,trapped
190725,60.626068,9.6883173,1.0921719,trapped
190726,71.959167,9.7017021,2.7967308,trapped
190727,66.548409,10.347712,1.6106557,trapped
190728,69.10141,9.9147234,1.9430469,trapped
190729,68.23175,9.4440289,2.5678353,trapped
190730,70.165779,10.659221,2.8008635,trapped
190731,69.427513,10.255977,2.4750676,trapped
190732,65.657257,10.732569,1.8880215,trapped
190733,67.372765,9.3980179,2.106586,trapped
190734,66.597855,9.2366991,1.9168732,trapped
190735,68.014732,9.8862677,1.8993243,trapped
190736,70.826691,10.281676,3.4985914,trapped
190737,66.461769,9.7919312,1.9143831,trapped
190738,70.196953,10.104396,3.0467038,trapped
190739,69.049866,10.462921,2.7675216,trapped
190740,66.864914,9.5231123,2.448925,trapped
190741,65.497604,10.073547,2.36184,trapped
190742,70.241615,9.842597,3.4552863,trapped
190743,70.624489,9.9876242,3.9726515,trapped
190744,68.981056,10.277014,3.4506571,trapped
190745,68.683815,9.8662682,3.057404,trapped
190746,71.131783,10.226064,4.1563392,trapped
190747,69.711029,9.9147043,4.4272795,trapped
190748,71.99028,10.014091,5.280437,trapped
190749,69.555908,10.375725,4.3931885,trapped
190750,68.277145,10.259232,3.4716127,trapped
190751,68.114281,9.6626911,3.2601962,trapped
190752,69.046753,9.9755249,4.0622544,trapped
190753,69.308533,9.8304319,4.7936311,trapped
190754,68.735336,9.8851748,4.5820365,trapped
190755,69.283737,9.7886972,5.3392725,trapped
190756,68.770432,9.7162523,5.3808289,trapped
190757,68.442139,10.00246,5.1966457,trapped
190758,69.423187,9.7893629,6.4301658,trapped
190759,69.042534,10.083804,6.1991243,trapped
190760,68.620773,9.9978161,6.3404121,trapped
190761,68.520599,9.8577433,6.8148232,trapped
190762,68.061615,10.001852,6.4682798,trapped
190763,67.574844,9.8985634,6.7450829,trapped
190764,69.009659,10.09937,7.9171195,trapped
190765,67.820282,9.8150396,8.2739763,trapped
190766,68.862595,9.9350386,8.930232,trapped
190767,68.120918,10.018746,9.3842602,trapped
190768,67.93998,9.9708433,10.019587,trapped
190769,62.805649,9.3602552,11.964791,trapped
190770,16.211464,10.488773,0.70932275,trapped
190771,20.856731,10.525573,0.75578946,trapped
190772,28.397713,10.857939,0.73787189,trapped
190773,28.92852,10.57943,0.73215723,trapped
190774,41.489597,10.761941,0.71522242,trapped
190775,42.327339,11.180243,0.82343602,trapped
190776,44.918537,10.842428,0.78179079,trapped
190777,50.954414,11.324527,0.86430812,trapped
190778,51.573051,10.445295,0.79005146,trapped
190779,58.357819,10.695829,0.94338071,trapped
190780,66.360001,11.420928,1.6929617,trapped
190781,66.000443,11.269529,2.2326486,trapped
190782,56.072006,10.949487,0.73228544,trapped
190783,61.673847,11.392745,1.5594987,trapped
190784,71.280396,11.595639,2.829128,trapped
190785,67.097168,10.700742,1.5879363,trapped
190786,67.382538,10.356241,2.5131335,trapped
190787,71.040367,10.951985,3.4041722,trapped
190788,67.671227,10.988818,2.5857611,trapped
190789,68.552322,11.620728,2.1157506,trapped
190790,67.92382,10.663984,2.8810837,trapped
190791,69.945351,10.985768,2.5726647,trapped
190792,67.983437,10.436191,2.1558135,trapped
190793,67.017998,11.299818,1.535947,trapped
190794,68.156059,11.472199,2.5510364,trapped
190795,69.036491,11.324521,2.5241554,trapped
190796,70.489769,10.65276,3.2785199,trapped
190797,69.229149,10.867856,2.4002953,trapped
190798,70.037682,11.278134,3.1916811,trapped
190799,69.568153,10.759703,2.9787619,trapped
190800,69.666618,10.338588,3.2579803,trapped
190801,70.133537,10.889034,3.5685918,trapped
190802,68.581886,11.071477,2.7125235,trapped
190803,69.446815,9.9928312,3.6648271,trapped
190804,70.768639,10.723446,4.0215263,trapped
190805,69.046288,10.853435,3.3016276,trapped
190806,68.489204,10.517352,2.9007571,trapped
190807,69.393005,10.742321,3.8697565,trapped
190808,68.562714,10.655721,3.6207638,trapped
190809,69.069412,10.528088,4.2447586,trapped
190810,68.5215,10.35839,4.2520976,trapped
190811,68.037491,10.643467,4.0212951,trapped
190812,68.892708,10.33248,4.869854,trapped
190813,68.095367,10.284286,4.6774635,trapped
190814,67.60199,10.470725,4.2851858,trapped
190815,67.076302,10.348972,4.3006692,trapped
190816,68.148682,10.334958,5.4334617,trapped
190817,67.70314,10.005173,5.3788953,trapped
190818,67.395905,10.445702,4.914186,trapped
190819,67.480202,10.431482,5.7095442,trapped
190820,67.633667,10.219763,6.1937556,trapped
190821,66.947426,10.443985,5.665803,trapped
190822,67.847237,10.117861,7.4119797,trapped
190823,67.556114,10.533744,7.0322189,trapped
190824,68.575394,9.8917828,7.6517553,trapped
190825,68.580368,10.308825,8.646534,trapped
190826,69.064072,9.9572325,9.3371162,trapped
190827,57.710136,8.9756708,12.466225,trapped
190828,67.392326,10.078713,10.980849,trapped
190829,57.261646,9.8248272,12.293831,trapped
190830,16.061245,11.005851,0.6631164,trapped
190831,20.019926,11.424774,0.70812804,trapped
190832,28.363844,11.353769,0.7493661,trapped
190833,28.677372,11.680715,0.74056107,trapped
190834,40.548061,11.716547,0.76277494,trapped
190835,41.737114,11.469106,0.74143124,trapped
190836,42.89222,11.666652,0.72844082,trapped
190837,53.013359,12.140735,0.76059961,trapped
190838,53.580975,12.597635,0.76537985,trapped
190839,48.458935,11.86507,0.87165356,trapped
190840,56.466438,11.830553,0.76935923,trapped
190841,51.724705,12.244198,0.78383511,trapped
190842,65.354668,12.368867,1.6929783,trapped
190843,65.721481,11.664668,1.8586986,trapped
190844,62.421268,11.883492,1.4548769,trapped
190845,64.538826,12.160674,1.7628908,trapped
190846,68.263687,12.33503,2.657815,trapped
190847,63.971046,11.946667,1.7026311,trapped
190848,67.772842,11.721505,1.9282715,trapped
190849,66.26255,10.80815,1.9042588,trapped
190850,66.588921,11.786787,1.9659123,trapped
190851,69.77813,12.118054,3.1625261,trapped
190852,65.935478,11.996167,1.603934,trapped
190853,67.959312,11.927713,2.8682778,trapped
190854,67.258774,11.98676,3.1849675,trapped
190855,70.821854,11.47744,3.2915678,trapped
190856,69.928291,11.718309,2.8678217,trapped
190857,67.531471,11.421607,2.351747,trapped
190858,70.158089,11.795583,3.6010811,trapped
190859,69.353477,11.310763,2.9951811,trapped
190860,69.420692,11.743381,3.3881147,trapped
190861,68.269768,11.636595,3.2555077,trapped
190862,68.874237,11.358716,3.6403718,trapped
190863,70.580727,11.264227,3.751272,trapped
190864,67.74025,11.397558,2.9565454,trapped
190865,69.519447,11.187087,3.6294491,trapped
190866,71.177177,11.052877,4.3399553,trapped
190867,70.054024,10.990341,4.1443,trapped
190868,69.807358,11.445974,4.6498833,trapped
190869,69.168747,11.302624,4.3542452,trapped
190870,68.754158,11.03493,4.049284,trapped
190871,68.019386,10.89065,3.4376438,trapped
190872,69.535988,10.912354,4.5446196,trapped
190873,68.47377,10.958897,4.5112314,trapped
190874,68.904037,10.866877,4.9702158,trapped
190875,68.750938,10.672966,5.4370847,trapped
190876,68.215553,10.748364,4.8914509,trapped
190877,68.61319,10.346484,5.8218575,trapped
190878,67.785789,10.718941,5.2138753,trapped
190879,68.103615,10.669512,5.9745574,trapped
190880,68.497871,10.466335,6.7033849,trapped
190881,67.831764,10.694414,6.5015063,trapped
190882,68.193695,10.413865,7.156426,trapped
190883,67.122108,10.280188,6.6101933,trapped
190884,68.563797,10.545905,7.6044984,trapped
190885,67.466942,10.396214,8.3845644,trapped
190886,68.525124,10.387095,9.2286205,trapped
190887,68.393578,10.466783,9.8986187,trapped
190888,63.399101,9.8396654,11.8473,trapped
190889,66.914742,9.9540281,10.991653,trapped
190890,16.14567,11.701352,0.6943031,trapped
190891,20.47703,11.677794,0.74735296,trapped
190892,28.387774,12.386357,0.71218371,trapped
190893,29.196827,12.336569,0.78792292,trapped
190894,41.512733,12.784755,0.79485619,trapped
190895,41.286182,12.35038,0.73331892,trapped
190896,44.315662,12.434649,0.84264171,trapped
190897,58.189152,13.691997,1.3899295,trapped
190898,49.114853,12.710785,0.79588181,trapped
190899,53.073048,12.65586,0.83377457,trapped
190900,64.367615,13.309033,1.8613863,trapped
190901,57.181854,12.77111,0.7758705,trapped
190902,59.224495,12.577336,0.77729923,trapped
190903,57.159298,13.837811,0.78867549,trapped
190904,63.97718,13.222162,1.713347,trapped
190905,65.859695,12.529224,1.5652748,trapped
190906,67.15934,12.485997,2.1264133,trapped
190907,64.00293,12.605169,1.8108445,trapped
190908,69.926727,12.796132,2.8057184,trapped
190909,66.57959,12.568526,2.0872495,trapped
190910,65.049072,12.819854,1.7083583,trapped
190911,69.194183,12.828359,2.6433539,trapped
190912,63.523895,12.412092,1.9757998,trapped
190913,69.330315,12.214729,2.7230566,trapped
190914,67.204475,13.123687,2.6160505,trapped
190915,69.32753,12.675467,3.235219,trapped
190916,67.809799,12.247966,2.2003109,trapped
190917,67.52803,12.523003,2.6291335,trapped
190918,68.753738,12.494514,2.6319263,trapped
190919,68.975273,12.315421,3.2442825,trapped
190920,67.409958,11.915552,2.5614839,trapped
190921,68.381126,12.409727,3.2631786,trapped
190922,67.029213,12.492764,2.9180119,trapped
