idp,x,y,z,category
166726,25.961779,3.5591829,2.5966408,trapped
166727,24.953396,3.9807973,2.5909977,trapped
166728,24.317684,4.0078578,2.5455112,trapped
166729,28.149025,3.8661761,2.7818868,trapped
166730,24.086441,3.8545208,2.9261124,trapped
166731,27.394081,3.9627471,2.8438213,trapped
166732,26.81612,4.0838084,2.85274,trapped
166733,30.731424,3.8617737,3.2487345,trapped
166734,26.228622,4.0291805,3.0135579,trapped
166735,29.572502,4.0496712,3.2596557,trapped
166736,28.955101,4.1693268,3.1077604,trapped
166737,28.530666,4.3923149,3.2214928,trapped
166738,32.112221,4.4008999,3.2290998,trapped
166739,27.982239,4.2708383,3.2361612,trapped
166740,31.665232,4.3800097,3.4716265,trapped
166741,30.24135,4.5729442,3.417336,trapped
166742,33.962673,4.602829,3.5646031,trapped
166743,31.152897,4.3425541,3.5942056,trapped
166744,35.215496,4.3866267,3.4327238,trapped
