step,time_s,n_total,volume_total_m3_per_m,n_mk_1,volume_mk_1_m3_per_m,mean_rhop_mk_1,min_rhop_mk_1,max_rhop_mk_1,n_mk_2,volume_mk_2_m3_per_m,mean_rhop_mk_2,min_rhop_mk_2,max_rhop_mk_2,volfrac_mk1,volfrac_mk2,relvol_mk1,relvol_mk2
33,3.30001,8448,0.9282598959314696,4224,0.42175770477503716,1201.825365719697,1199.7239,1207.0217,4224,0.5065021911564326,1000.744279798769,999.95972,1004.5181,0.4543530390826818,0.5456469609173183,0.998481411675463,0.9992566369995632
34,3.40002,8448,0.9282548568613791,4224,0.4217518484089329,1201.8420520359848,1199.7129,1206.1776,4224,0.5065030084524462,1000.7426658238637,999.97467,1005.6732,0.45434919655035555,0.5456508034496445,0.9984675471446461,0.999258249408118
35,3.50002,8448,0.9282611199330872,4224,0.42175332378513103,1201.8378498579546,1199.2855,1207.2941,4224,0.506507796147956,1000.7332009706438,999.99103,1005.3041,0.4543477204081678,0.545652279591832,0.99847103999301,0.9992676948490217
36,3.60002,8448,0.9282590873328238,4224,0.4217497983265975,1201.847887618371,1199.4568,1205.7131,4224,0.5065092890062264,1000.7302440932765,999.99078,1004.6485,0.4543449173639823,0.5456550826360177,0.9984626937203195,0.9992706400456285
37,3.7,8448,0.9282600043080685,4224,0.42174799311394107,1201.8530319602273,1199.2003,1205.7522,4224,0.5065120111941275,1000.7248528267045,999.43835,1004.7249,0.45434252381509743,0.5456574761849026,0.9984584200075666,0.999276010534394
38,3.8,8448,0.9282574203549758,4224,0.4217444267789032,1201.8631964962121,1198.8201,1206.5231,4224,0.5065129935760726,1000.7229188612689,998.39044,1004.9114,0.45433994658251536,0.5456600534174847,0.9984499769626553,0.9992779486339637
39,3.9,8448,0.9282630387345048,4224,0.42174724983009804,1201.8551502604166,1198.9784,1206.8521,4224,0.5065157889044067,1000.7173956534091,996.68073,1005.0323,0.4543402378759618,0.5456597621240382,0.9984566603358582,0.9992834634183797
40,4.00002,8448,0.9282585742738841,4224,0.42174310530849035,1201.866965814394,1199.7803,1207.7285,4224,0.5065154689653938,1000.7180340885415,995.11353,1004.8281,0.4543379581905746,0.5456620418094255,0.9984468484753072,0.9992828322243046
41,4.10002,8448,0.9282618289274793,4224,0.4217445795891428,1201.8627599431818,1199.9592,1208.6903,4224,0.5065172493383364,1000.7144962594698,999.55969,1004.5639,0.4543379534160417,0.5456620465839581,0.9984503387300445,0.9992863446463836
42,4.20002,8448,0.9282589535573149,4224,0.42174203967520313,1201.8699917613637,1199.8977,1207.965,4224,0.5065169138821117,1000.7151611624051,999.53796,1005.3826,0.45433662455824925,0.5456633754417507,0.998444325664184,0.999285682839061
43,4.30002,8448,0.9282609879609159,4224,0.42174251739691715,1201.868627154356,1199.6798,1207.8914,4224,0.5065184705639989,1000.7120878314395,999.82422,1006.7493,0.45433614346256945,0.5456638565374307,0.9984454566364127,0.9992887539505678
44,4.40001,8448,0.9282586171985876,4224,0.4217407095441501,1201.8737831439394,1199.8738,1208.2806,4224,0.5065179076544375,1000.7132116761363,999.35645,1007.7819,0.454335356257646,0.545664643742354,0.9984411766733854,0.9992876434102285
45,4.5,8448,0.9282603805471834,4224,0.4217414832286529,1201.871572348485,1199.9615,1207.1296,4224,0.5065188973185306,1000.7112488683713,999.88959,1008.3589,0.4543353266677698,0.5456646733322303,0.9984430083164966,0.9992895958764383
46,4.6,8448,0.9282605733189515,4224,0.4217408399856104,1201.8733975142047,1199.8907,1206.5109,4224,0.506519733333341,1000.7095915577652,999.87384,1008.3758,0.4543345393607488,0.5456654606392511,0.9984414854842784,0.9992912452145112
47,4.7,8448,0.9282592574631587,4224,0.42173939773468183,1201.8775057765151,1199.9978,1207.1105,4224,0.5065198597284768,1000.7093414772729,1000.0067,1008.5029,0.45433362968795393,0.545666370312046,0.9984380710576375,0.9992914945741005
48,4.80001,8448,0.9282617863272686,4224,0.421740152981791,1201.8753505208333,1200.0005,1207.6865,4224,0.5065216333454776,1000.7058320312499,1000.0074,1008.5079,0.4543332055609386,0.5456667944390614,0.9984398590515289,0.999294993667669
49,4.9,8448,0.9282605911960775,4224,0.4217390047458046,1201.8786200757575,1199.9835,1207.4086,4224,0.506521586450273,1000.7059242424242,1000.0057,1008.7358,0.4543325535369197,0.5456674464630804,0.9984371406843818,0.9992949011501139
50,5.0,8448,0.9282621284934032,4224,0.42173918282290934,1201.8781085700757,1199.9648,1206.6154,4224,0.5065229456704938,1000.7032347537879,1000.0027,1008.163,0.45433199295483967,0.5456680070451603,0.9984375622692798,0.9992975826978949
