time_s,relative_time_after_impact_s,x_m,y_positive_m,y_negative_m
2.200000000000000178e+00,4.000000000000001332e-01,-7.979045510292053223e-01,1.414458751678466797e-01,-1.414458751678466797e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.914454936981201172e-01,1.408352255821228027e-01,-1.408352255821228027e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.849863767623901367e-01,1.414129137992858887e-01,-1.414129137992858887e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.785273790359497070e-01,1.409182548522949219e-01,-1.409182548522949219e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.720682621002197266e-01,1.414652168750762939e-01,-1.414652168750762939e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.656092047691345215e-01,1.415390670299530029e-01,-1.415390670299530029e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.591501474380493164e-01,1.408976018428802490e-01,-1.408976018428802490e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.526910305023193359e-01,1.409893482923507690e-01,-1.409893482923507690e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.462320327758789062e-01,1.411717236042022705e-01,-1.411717236042022705e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.397729158401489258e-01,1.411151587963104248e-01,-1.411151587963104248e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.333138585090637207e-01,1.409294009208679199e-01,-1.409294009208679199e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.268548011779785156e-01,1.410568058490753174e-01,-1.410568058490753174e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.203956842422485352e-01,1.415171772241592407e-01,-1.415171772241592407e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.139366865158081055e-01,1.412656754255294800e-01,-1.412656754255294800e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.074775695800781250e-01,1.405425518751144409e-01,-1.405425518751144409e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.010184526443481445e-01,1.407717317342758179e-01,-1.407717317342758179e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.945594549179077148e-01,1.408645212650299072e-01,-1.408645212650299072e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.881003379821777344e-01,1.411742717027664185e-01,-1.411742717027664185e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.816413402557373047e-01,1.407026499509811401e-01,-1.407026499509811401e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.751822233200073242e-01,1.409199535846710205e-01,-1.409199535846710205e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.687231063842773438e-01,1.410228312015533447e-01,-1.410228312015533447e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.622641086578369141e-01,1.410357803106307983e-01,-1.410357803106307983e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.558049917221069336e-01,1.411152333021163940e-01,-1.411152333021163940e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.493459939956665039e-01,1.412422508001327515e-01,-1.412422508001327515e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.428868770599365234e-01,1.411875784397125244e-01,-1.411875784397125244e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.364277601242065430e-01,1.408378630876541138e-01,-1.408378630876541138e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.299687623977661133e-01,1.411317288875579834e-01,-1.411317288875579834e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.235096454620361328e-01,1.411807984113693237e-01,-1.411807984113693237e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.170506477355957031e-01,1.410659253597259521e-01,-1.410659253597259521e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.105915307998657227e-01,1.411410570144653320e-01,-1.411410570144653320e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.041324138641357422e-01,1.413674801588058472e-01,-1.413674801588058472e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.976734161376953125e-01,1.411559283733367920e-01,-1.411559283733367920e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.912142992019653320e-01,1.410528421401977539e-01,-1.410528421401977539e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.847552418708801270e-01,1.410812288522720337e-01,-1.410812288522720337e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.782961845397949219e-01,1.405682861804962158e-01,-1.405682861804962158e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.718370676040649414e-01,1.409898996353149414e-01,-1.409898996353149414e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.653780698776245117e-01,1.410997509956359863e-01,-1.410997509956359863e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.589189529418945312e-01,1.405791789293289185e-01,-1.405791789293289185e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.524598956108093262e-01,1.407766193151473999e-01,-1.407766193151473999e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.460008382797241211e-01,1.411938965320587158e-01,-1.411938965320587158e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.395417213439941406e-01,1.405272781848907471e-01,-1.405272781848907471e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.330827236175537109e-01,1.408609300851821899e-01,-1.408609300851821899e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.266236066818237305e-01,1.409332007169723511e-01,-1.409332007169723511e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.201645493507385254e-01,1.411612629890441895e-01,-1.411612629890441895e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.137054920196533203e-01,1.408134698867797852e-01,-1.408134698867797852e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.072463750839233398e-01,1.407971084117889404e-01,-1.407971084117889404e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.007873773574829102e-01,1.406660825014114380e-01,-1.406660825014114380e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.943282902240753174e-01,1.405187994241714478e-01,-1.405187994241714478e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.878692030906677246e-01,1.408189833164215088e-01,-1.408189833164215088e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.814101457595825195e-01,1.403411179780960083e-01,-1.403411179780960083e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.749510884284973145e-01,1.403449475765228271e-01,-1.403449475765228271e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.684919714927673340e-01,1.404569447040557861e-01,-1.404569447040557861e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.620329141616821289e-01,1.405844539403915405e-01,-1.405844539403915405e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.555738568305969238e-01,1.401176899671554565e-01,-1.401176899671554565e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.491147994995117188e-01,1.410284340381622314e-01,-1.410284340381622314e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.426557421684265137e-01,1.408522576093673706e-01,-1.408522576093673706e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.361966252326965332e-01,1.406017243862152100e-01,-1.406017243862152100e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.297375679016113281e-01,1.401329189538955688e-01,-1.401329189538955688e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.232785105705261230e-01,1.402321755886077881e-01,-1.402321755886077881e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.168193936347961426e-01,1.401799172163009644e-01,-1.401799172163009644e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.103603363037109375e-01,1.394952684640884399e-01,-1.394952684640884399e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.039012789726257324e-01,1.402358561754226685e-01,-1.402358561754226685e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.974422216415405273e-01,1.401960700750350952e-01,-1.401960700750350952e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.909831643104553223e-01,1.404278576374053955e-01,-1.404278576374053955e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.845240473747253418e-01,1.404942125082015991e-01,-1.404942125082015991e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.780649900436401367e-01,1.402790397405624390e-01,-1.402790397405624390e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.716059327125549316e-01,1.403211504220962524e-01,-1.403211504220962524e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.651468753814697266e-01,1.406115740537643433e-01,-1.406115740537643433e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.586878180503845215e-01,1.403432786464691162e-01,-1.403432786464691162e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.522287011146545410e-01,1.400502026081085205e-01,-1.400502026081085205e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.457696437835693359e-01,1.401487737894058228e-01,-1.401487737894058228e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.393105864524841309e-01,1.409061700105667114e-01,-1.409061700105667114e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.328515291213989258e-01,1.405228823423385620e-01,-1.405228823423385620e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.263924717903137207e-01,1.388245224952697754e-01,-1.388245224952697754e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.199333548545837402e-01,1.404758691787719727e-01,-1.404758691787719727e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.134742975234985352e-01,1.373075991868972778e-01,-1.373075991868972778e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.070152401924133301e-01,1.391199827194213867e-01,-1.391199827194213867e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.005561828613281250e-01,1.386537253856658936e-01,-1.386537253856658936e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.940971255302429199e-01,1.372558027505874634e-01,-1.372558027505874634e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.876380085945129395e-01,1.378395855426788330e-01,-1.378395855426788330e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.811789512634277344e-01,1.384750604629516602e-01,-1.384750604629516602e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.747198939323425293e-01,1.377920061349868774e-01,-1.377920061349868774e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.682608366012573242e-01,1.376836001873016357e-01,-1.376836001873016357e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.618017792701721191e-01,1.368973255157470703e-01,-1.368973255157470703e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.553426623344421387e-01,1.388690024614334106e-01,-1.388690024614334106e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.488836050033569336e-01,1.391502618789672852e-01,-1.391502618789672852e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.424245476722717285e-01,1.378929316997528076e-01,-1.378929316997528076e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.359654903411865234e-01,1.378937363624572754e-01,-1.378937363624572754e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.295064330101013184e-01,1.399948298931121826e-01,-1.399948298931121826e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.230473160743713379e-01,1.370317637920379639e-01,-1.370317637920379639e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.165882587432861328e-01,1.382160037755966187e-01,-1.382160037755966187e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.101292014122009277e-01,1.396398246288299561e-01,-1.396398246288299561e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.036701440811157227e-01,1.362243592739105225e-01,-1.362243592739105225e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.972110867500305176e-01,1.376483142375946045e-01,-1.376483142375946045e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.907519698143005371e-01,1.388498991727828979e-01,-1.388498991727828979e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.842929124832153320e-01,1.366505920886993408e-01,-1.366505920886993408e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.778338551521301270e-01,1.368416845798492432e-01,-1.368416845798492432e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.713747382164001465e-01,1.370706558227539062e-01,-1.370706558227539062e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.649156808853149414e-01,1.374454200267791748e-01,-1.374454200267791748e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.584566235542297363e-01,1.362285912036895752e-01,-1.362285912036895752e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.519975662231445312e-01,1.365255862474441528e-01,-1.365255862474441528e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.455385088920593262e-01,1.366975009441375732e-01,-1.366975009441375732e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.390793919563293457e-01,1.367404460906982422e-01,-1.367404460906982422e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.326203346252441406e-01,1.367295533418655396e-01,-1.367295533418655396e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.261612772941589355e-01,1.369944810867309570e-01,-1.369944810867309570e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.197022199630737305e-01,1.375802457332611084e-01,-1.375802457332611084e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.132431626319885254e-01,1.372491419315338135e-01,-1.372491419315338135e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.067840456962585449e-01,1.362494677305221558e-01,-1.362494677305221558e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.003249883651733398e-01,1.373578608036041260e-01,-1.373578608036041260e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.386593103408813477e-02,1.376793682575225830e-01,-1.376793682575225830e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.740687370300292969e-02,1.367346048355102539e-01,-1.367346048355102539e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.094781637191772461e-02,1.371027827262878418e-01,-1.371027827262878418e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.448869943618774414e-02,1.374261081218719482e-01,-1.374261081218719482e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.802964210510253906e-02,1.367856711149215698e-01,-1.367856711149215698e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.157058477401733398e-02,1.361192315816879272e-01,-1.361192315816879272e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.511152744293212891e-02,1.365380287170410156e-01,-1.365380287170410156e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.865247011184692383e-02,1.369012147188186646e-01,-1.369012147188186646e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.219335317611694336e-02,1.375153660774230957e-01,-1.375153660774230957e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.573429584503173828e-02,1.373735964298248291e-01,-1.373735964298248291e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.927523851394653320e-02,1.370885074138641357e-01,-1.370885074138641357e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.281618118286132812e-02,1.373759955167770386e-01,-1.373759955167770386e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.635712385177612305e-02,1.375853866338729858e-01,-1.375853866338729858e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.898006916046142578e-03,1.373746842145919800e-01,-1.373746842145919800e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.438949584960937500e-03,1.367342770099639893e-01,-1.367342770099639893e-01
2.200000000000000178e+00,4.000000000000001332e-01,3.020107746124267578e-03,1.373528242111206055e-01,-1.373528242111206055e-01
2.200000000000000178e+00,4.000000000000001332e-01,9.479165077209472656e-03,1.373779922723770142e-01,-1.373779922723770142e-01
2.200000000000000178e+00,4.000000000000001332e-01,1.593822240829467773e-02,1.393576264381408691e-01,-1.393576264381408691e-01
2.200000000000000178e+00,4.000000000000001332e-01,2.239733934402465820e-02,1.420945674180984497e-01,-1.420945674180984497e-01
2.200000000000000178e+00,4.000000000000001332e-01,2.885639667510986328e-02,1.490435600280761719e-01,-1.490435600280761719e-01
2.200000000000000178e+00,4.000000000000001332e-01,3.531545400619506836e-02,1.526030004024505615e-01,-1.526030004024505615e-01
2.200000000000000178e+00,4.000000000000001332e-01,4.177451133728027344e-02,1.556334793567657471e-01,-1.556334793567657471e-01
2.200000000000000178e+00,4.000000000000001332e-01,4.823356866836547852e-02,1.586085855960845947e-01,-1.586085855960845947e-01
2.200000000000000178e+00,4.000000000000001332e-01,5.469268560409545898e-02,1.591435372829437256e-01,-1.591435372829437256e-01
2.200000000000000178e+00,4.000000000000001332e-01,6.115174293518066406e-02,1.561368256807327271e-01,-1.561368256807327271e-01
2.200000000000000178e+00,4.000000000000001332e-01,6.761080026626586914e-02,1.563830226659774780e-01,-1.563830226659774780e-01
2.200000000000000178e+00,4.000000000000001332e-01,7.406991720199584961e-02,1.552075445652008057e-01,-1.552075445652008057e-01
2.200000000000000178e+00,4.000000000000001332e-01,8.052897453308105469e-02,1.489865928888320923e-01,-1.489865928888320923e-01
2.200000000000000178e+00,4.000000000000001332e-01,8.698803186416625977e-02,1.420807838439941406e-01,-1.420807838439941406e-01
2.200000000000000178e+00,4.000000000000001332e-01,9.344708919525146484e-02,1.290756613016128540e-01,-1.290756613016128540e-01
2.200000000000000178e+00,4.000000000000001332e-01,9.990614652633666992e-02,1.238258779048919678e-01,-1.238258779048919678e-01
2.200000000000000178e+00,4.000000000000001332e-01,1.063652634620666504e-01,1.135525554418563843e-01,-1.135525554418563843e-01
2.200000000000000178e+00,4.000000000000001332e-01,1.128243207931518555e-01,9.598475694656372070e-02,-9.598475694656372070e-02
2.200000000000000178e+00,4.000000000000001332e-01,1.192833781242370605e-01,7.914394140243530273e-02,-7.914394140243530273e-02
2.200000000000000178e+00,4.000000000000001332e-01,1.257424354553222656e-01,5.435883998870849609e-02,-5.435883998870849609e-02
2.600000000000000089e+00,8.000000000000000444e-01,-1.480978012084960938e+00,1.091606020927429199e-01,-1.091606020927429199e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.474251270294189453e+00,1.246907114982604980e-01,-1.246907114982604980e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.467524290084838867e+00,1.320112496614456177e-01,-1.320112496614456177e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.460797548294067383e+00,1.354437917470932007e-01,-1.354437917470932007e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.454070568084716797e+00,1.373874098062515259e-01,-1.373874098062515259e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.447343826293945312e+00,1.376639902591705322e-01,-1.376639902591705322e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.440616846084594727e+00,1.367662250995635986e-01,-1.367662250995635986e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.433890104293823242e+00,1.383609920740127563e-01,-1.383609920740127563e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.427163124084472656e+00,1.370948851108551025e-01,-1.370948851108551025e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.420436382293701172e+00,1.418761014938354492e-01,-1.418761014938354492e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.413709402084350586e+00,1.408282518386840820e-01,-1.408282518386840820e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.406982660293579102e+00,1.459570676088333130e-01,-1.459570676088333130e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.400255680084228516e+00,1.454393416643142700e-01,-1.454393416643142700e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.393528938293457031e+00,1.428628414869308472e-01,-1.428628414869308472e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.386801958084106445e+00,1.465505063533782959e-01,-1.465505063533782959e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.380075216293334961e+00,1.423029750585556030e-01,-1.423029750585556030e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.373348236083984375e+00,1.460249423980712891e-01,-1.460249423980712891e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.366621494293212891e+00,1.422491818666458130e-01,-1.422491818666458130e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.359894514083862305e+00,1.454844176769256592e-01,-1.454844176769256592e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.353167772293090820e+00,1.455601304769515991e-01,-1.455601304769515991e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.346440792083740234e+00,1.466555744409561157e-01,-1.466555744409561157e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.339714050292968750e+00,1.465592682361602783e-01,-1.465592682361602783e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.332987070083618164e+00,1.434284150600433350e-01,-1.434284150600433350e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.326260328292846680e+00,1.438715606927871704e-01,-1.438715606927871704e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.319533348083496094e+00,1.450950950384140015e-01,-1.450950950384140015e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.312806606292724609e+00,1.482659131288528442e-01,-1.482659131288528442e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.306079626083374023e+00,1.433161497116088867e-01,-1.433161497116088867e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.299352884292602539e+00,1.441302448511123657e-01,-1.441302448511123657e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.292625904083251953e+00,1.467134952545166016e-01,-1.467134952545166016e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.285899162292480469e+00,1.419450938701629639e-01,-1.419450938701629639e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.279172182083129883e+00,1.481011807918548584e-01,-1.481011807918548584e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.272445440292358398e+00,1.413853466510772705e-01,-1.413853466510772705e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.265718460083007812e+00,1.437287330627441406e-01,-1.437287330627441406e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.258991718292236328e+00,1.437287926673889160e-01,-1.437287926673889160e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.252264738082885742e+00,1.419073790311813354e-01,-1.419073790311813354e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.245537996292114258e+00,1.462857872247695923e-01,-1.462857872247695923e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.238811016082763672e+00,1.422563642263412476e-01,-1.422563642263412476e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.232084274291992188e+00,1.482662409543991089e-01,-1.482662409543991089e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.225357294082641602e+00,1.440425068140029907e-01,-1.440425068140029907e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.218630552291870117e+00,1.421361714601516724e-01,-1.421361714601516724e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.211903572082519531e+00,1.457533687353134155e-01,-1.457533687353134155e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.205176830291748047e+00,1.440784186124801636e-01,-1.440784186124801636e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.198449850082397461e+00,1.443881988525390625e-01,-1.443881988525390625e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.191723108291625977e+00,1.440133899450302124e-01,-1.440133899450302124e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.184996128082275391e+00,1.414337903261184692e-01,-1.414337903261184692e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.178269386291503906e+00,1.428664922714233398e-01,-1.428664922714233398e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.171542406082153320e+00,1.440011262893676758e-01,-1.440011262893676758e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.164815664291381836e+00,1.417666375637054443e-01,-1.417666375637054443e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.158088803291320801e+00,1.419370472431182861e-01,-1.419370472431182861e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.151361942291259766e+00,1.426686346530914307e-01,-1.426686346530914307e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.144635081291198730e+00,1.416080445051193237e-01,-1.416080445051193237e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.137908220291137695e+00,1.416018754243850708e-01,-1.416018754243850708e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.131181359291076660e+00,1.428864002227783203e-01,-1.428864002227783203e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.124454498291015625e+00,1.418434530496597290e-01,-1.418434530496597290e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.117727637290954590e+00,1.417972445487976074e-01,-1.417972445487976074e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.111000776290893555e+00,1.414963304996490479e-01,-1.414963304996490479e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.104273915290832520e+00,1.416851878166198730e-01,-1.416851878166198730e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.097547054290771484e+00,1.421792805194854736e-01,-1.421792805194854736e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.090820193290710449e+00,1.415686607360839844e-01,-1.415686607360839844e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.084093332290649414e+00,1.415883302688598633e-01,-1.415883302688598633e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.077366471290588379e+00,1.416351497173309326e-01,-1.416351497173309326e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.070639610290527344e+00,1.410725861787796021e-01,-1.410725861787796021e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.063912749290466309e+00,1.413943469524383545e-01,-1.413943469524383545e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.057185888290405273e+00,1.414343863725662231e-01,-1.414343863725662231e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.050459027290344238e+00,1.410421878099441528e-01,-1.410421878099441528e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.043732166290283203e+00,1.410974413156509399e-01,-1.410974413156509399e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.037005305290222168e+00,1.416360288858413696e-01,-1.416360288858413696e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.030278444290161133e+00,1.415830850601196289e-01,-1.415830850601196289e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.023551583290100098e+00,1.414303034543991089e-01,-1.414303034543991089e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.016824722290039062e+00,1.412118226289749146e-01,-1.412118226289749146e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.010097861289978027e+00,1.411853432655334473e-01,-1.411853432655334473e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.003371000289916992e+00,1.411868929862976074e-01,-1.411868929862976074e-01
2.600000000000000089e+00,8.000000000000000444e-01,-9.966441392898559570e-01,1.421773135662078857e-01,-1.421773135662078857e-01
2.600000000000000089e+00,8.000000000000000444e-01,-9.899172782897949219e-01,1.411439627408981323e-01,-1.411439627408981323e-01
2.600000000000000089e+00,8.000000000000000444e-01,-9.831904172897338867e-01,1.408898532390594482e-01,-1.408898532390594482e-01
2.600000000000000089e+00,8.000000000000000444e-01,-9.764635562896728516e-01,1.411786675453186035e-01,-1.411786675453186035e-01
2.600000000000000089e+00,8.000000000000000444e-01,-9.697366952896118164e-01,1.410581022500991821e-01,-1.410581022500991821e-01
2.600000000000000089e+00,8.000000000000000444e-01,-9.630098342895507812e-01,1.408397555351257324e-01,-1.408397555351257324e-01
2.600000000000000089e+00,8.000000000000000444e-01,-9.562829732894897461e-01,1.411968469619750977e-01,-1.411968469619750977e-01
2.600000000000000089e+00,8.000000000000000444e-01,-9.495561122894287109e-01,1.404702067375183105e-01,-1.404702067375183105e-01
2.600000000000000089e+00,8.000000000000000444e-01,-9.428292512893676758e-01,1.411720961332321167e-01,-1.411720961332321167e-01
