time_s,relative_time_after_impact_s,x_m,z_m
2.200000000000000178e+00,4.000000000000001332e-01,-1.270246624946594238e+00,5.924286842346191406e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.263800621032714844e+00,5.892701745033264160e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.257354736328125000e+00,5.883935689926147461e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.250908851623535156e+00,5.838222503662109375e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.244462966918945312e+00,5.820817351341247559e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.238016963005065918e+00,5.813780426979064941e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.231570959091186523e+00,5.770671367645263672e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.225125074386596680e+00,5.759978294372558594e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.218679189682006836e+00,5.717788338661193848e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.212233304977416992e+00,5.702742338180541992e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.205787420272827148e+00,5.693252682685852051e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.199341416358947754e+00,5.638528466224670410e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.192895412445068359e+00,5.625768899917602539e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.186449527740478516e+00,5.616171360015869141e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.180003643035888672e+00,5.564419627189636230e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.173557758331298828e+00,5.556112527847290039e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.167111754417419434e+00,5.552171468734741211e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.160665750503540039e+00,5.498840212821960449e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.154219865798950195e+00,5.474109649658203125e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.147773981094360352e+00,5.459370017051696777e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.141328096389770508e+00,5.442764163017272949e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.134882211685180664e+00,5.424171686172485352e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.128436207771301270e+00,5.381499528884887695e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.121990203857421875e+00,5.366467237472534180e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.115544319152832031e+00,5.334410667419433594e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.109098434448242188e+00,5.306962728500366211e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.102652549743652344e+00,5.296171903610229492e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.096206545829772949e+00,5.258213281631469727e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.089760541915893555e+00,5.245973467826843262e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.083314657211303711e+00,5.205258727073669434e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.076868772506713867e+00,5.183795690536499023e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.070422887802124023e+00,5.168171525001525879e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.063977003097534180e+00,5.132088065147399902e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.057530999183654785e+00,5.115743279457092285e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.051084995269775391e+00,5.104171633720397949e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.044639110565185547e+00,5.057960152626037598e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.038193225860595703e+00,5.044798254966735840e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.031747341156005859e+00,5.010893344879150391e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.025301337242126465e+00,4.984245896339416504e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.018855333328247070e+00,4.961243271827697754e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.012409448623657227e+00,4.940155744552612305e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.005963563919067383e+00,4.922212064266204834e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.995176792144775391e-01,4.892461597919464111e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.930716753005981445e-01,4.866859316825866699e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.866257905960083008e-01,4.848171770572662354e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.801798462867736816e-01,4.816667437553405762e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.737339019775390625e-01,4.784171581268310547e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.672880172729492188e-01,4.766639471054077148e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.608420133590698242e-01,4.740896821022033691e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.543961286544799805e-01,4.720171689987182617e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.479502439498901367e-01,4.692062139511108398e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.415042400360107422e-01,4.666568636894226074e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.350583553314208984e-01,4.638295471668243408e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.286124706268310547e-01,4.610814154148101807e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.221664667129516602e-01,4.592171609401702881e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.157205820083618164e-01,4.566892981529235840e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.092746376991271973e-01,4.545378983020782471e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.028286933898925781e-01,4.511543810367584229e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.963828086853027344e-01,4.498639702796936035e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.899368047714233398e-01,4.480356872081756592e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.834909200668334961e-01,4.439693689346313477e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.770450353622436523e-01,4.419443309307098389e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.705990314483642578e-01,4.400171637535095215e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.641531467437744141e-01,4.362362623214721680e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.577072620391845703e-01,4.342266023159027100e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.512612581253051758e-01,4.316142201423645020e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.448153734207153320e-01,4.296716451644897461e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.383694291114807129e-01,4.272171556949615479e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.319234848022460938e-01,4.237174987792968750e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.254776000976562500e-01,4.220080375671386719e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.190315961837768555e-01,4.192494750022888184e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.125857114791870117e-01,4.163732230663299561e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.061398267745971680e-01,4.132262170314788818e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.996938228607177734e-01,4.111801981925964355e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.932479381561279297e-01,4.087617695331573486e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.868020534515380859e-01,4.053046107292175293e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.803560495376586914e-01,4.031964242458343506e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.739101648330688477e-01,4.016171693801879883e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.674642205238342285e-01,3.985627293586730957e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.610182762145996094e-01,3.963630199432373047e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.545723915100097656e-01,3.933435678482055664e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.481263875961303711e-01,3.907100558280944824e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.416805028915405273e-01,3.888171613216400146e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.352346181869506836e-01,3.860358595848083496e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.287886142730712891e-01,3.824171721935272217e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.223427295684814453e-01,3.805188536643981934e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.158968448638916016e-01,3.778167366981506348e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.094508409500122070e-01,3.745291233062744141e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.030049562454223633e-01,3.727848231792449951e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.965590119361877441e-01,3.696171641349792480e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.901130676269531250e-01,3.662570714950561523e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.836671829223632812e-01,3.646085560321807861e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.772211790084838867e-01,3.615346252918243408e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.707752943038940430e-01,3.591926693916320801e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.643294095993041992e-01,3.568171560764312744e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.578834056854248047e-01,3.540897667407989502e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.514375209808349609e-01,3.523295223712921143e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.449916362762451172e-01,3.483067452907562256e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.385456323623657227e-01,3.454287946224212646e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.320997476577758789e-01,3.440171778202056885e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.256538033485412598e-01,3.398617208003997803e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.192078590393066406e-01,3.380303680896759033e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.127619743347167969e-01,3.362862169742584229e-01
2.200000000000000178e+00,4.000000000000001332e-01,-6.063159704208374023e-01,3.321372866630554199e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.998700857162475586e-01,3.297471404075622559e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.934242010116577148e-01,3.276296854019165039e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.869781970977783203e-01,3.248171508312225342e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.805323123931884766e-01,3.210285305976867676e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.740864276885986328e-01,3.188809752464294434e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.676404237747192383e-01,3.151161670684814453e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.611945390701293945e-01,3.141898810863494873e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.547485947608947754e-01,3.120171725749969482e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.483026504516601562e-01,3.074380457401275635e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.418567657470703125e-01,3.060764670372009277e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.354107618331909180e-01,3.019348084926605225e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.289648771286010742e-01,2.994230985641479492e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.225189924240112305e-01,2.963851988315582275e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.160729885101318359e-01,2.947938442230224609e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.096271038055419922e-01,2.916895449161529541e-01
2.200000000000000178e+00,4.000000000000001332e-01,-5.031812191009521484e-01,2.879815101623535156e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.967352449893951416e-01,2.868613600730895996e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.902893006801605225e-01,2.829307615756988525e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.838433563709259033e-01,2.804579436779022217e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.773974418640136719e-01,2.776248753070831299e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.709515571594238281e-01,2.755291461944580078e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.645056128501892090e-01,2.728663384914398193e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.580596685409545898e-01,2.686577737331390381e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.516137838363647461e-01,2.667982876300811768e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.451678395271301270e-01,2.643859982490539551e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.387218952178955078e-01,2.613022923469543457e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.322759509086608887e-01,2.578255832195281982e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.258300065994262695e-01,2.568801045417785645e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.193841218948364258e-01,2.533927559852600098e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.129381775856018066e-01,2.500848174095153809e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.064922332763671875e-01,2.481473386287689209e-01
2.200000000000000178e+00,4.000000000000001332e-01,-4.000463485717773438e-01,2.445486485958099365e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.936004042625427246e-01,2.435850054025650024e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.871544599533081055e-01,2.389045804738998413e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.807085752487182617e-01,2.360092103481292725e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.742626309394836426e-01,2.340995818376541138e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.678166866302490234e-01,2.310314774513244629e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.613707423210144043e-01,2.265701889991760254e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.549247980117797852e-01,2.236907929182052612e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.484789133071899414e-01,2.230227738618850708e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.420329689979553223e-01,2.169072628021240234e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.355870246887207031e-01,2.139661163091659546e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.291411399841308594e-01,2.118117958307266235e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.226951956748962402e-01,2.105698138475418091e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.162492513656616211e-01,2.060083299875259399e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.098033666610717773e-01,2.044128775596618652e-01
2.200000000000000178e+00,4.000000000000001332e-01,-3.033574223518371582e-01,2.003127038478851318e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.969114780426025391e-01,1.988338977098464966e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.904655337333679199e-01,1.929982304573059082e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.840195894241333008e-01,1.913640350103378296e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.775737047195434570e-01,1.904171556234359741e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.711277604103088379e-01,1.849758923053741455e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.646818161010742188e-01,1.818381696939468384e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.582359313964843750e-01,1.799253374338150024e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.517899870872497559e-01,1.788377612829208374e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.453440427780151367e-01,1.736751496791839600e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.388981580734252930e-01,1.725209355354309082e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.324522137641906738e-01,1.712171584367752075e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.260062694549560547e-01,1.658489257097244263e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.195603251457214355e-01,1.622953414916992188e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.131143808364868164e-01,1.599817574024200439e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.066684961318969727e-01,1.584171652793884277e-01
2.200000000000000178e+00,4.000000000000001332e-01,-2.002225518226623535e-01,1.536428183317184448e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.937766075134277344e-01,1.520171612501144409e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.873307228088378906e-01,1.485166996717453003e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.808847784996032715e-01,1.470987796783447266e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.744388341903686523e-01,1.416613757610321045e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.679929494857788086e-01,1.392171680927276611e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.615470051765441895e-01,1.365786939859390259e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.551010608673095703e-01,1.340159177780151367e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.486551165580749512e-01,1.306608319282531738e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.422091722488403320e-01,1.284994781017303467e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.357632875442504883e-01,1.268309652805328369e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.293173432350158691e-01,1.231380477547645569e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.228713989257812500e-01,1.207916513085365295e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.164255142211914062e-01,1.184588447213172913e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.099795699119567871e-01,1.150892302393913269e-01
2.200000000000000178e+00,4.000000000000001332e-01,-1.035336256027221680e-01,1.117317602038383484e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.708774089813232422e-02,1.096506714820861816e-01
2.200000000000000178e+00,4.000000000000001332e-01,-9.064179658889770508e-02,1.072171628475189209e-01
2.200000000000000178e+00,4.000000000000001332e-01,-8.419585227966308594e-02,1.034872159361839294e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.774990797042846680e-02,1.012758761644363403e-01
2.200000000000000178e+00,4.000000000000001332e-01,-7.130396366119384766e-02,9.830994158983230591e-02
2.200000000000000178e+00,4.000000000000001332e-01,-6.485807895660400391e-02,9.609055519104003906e-02
2.200000000000000178e+00,4.000000000000001332e-01,-5.841213464736938477e-02,9.441716223955154419e-02
2.200000000000000178e+00,4.000000000000001332e-01,-5.196619033813476562e-02,9.052220731973648071e-02
2.200000000000000178e+00,4.000000000000001332e-01,-4.552030563354492188e-02,8.870837837457656860e-02
2.200000000000000178e+00,4.000000000000001332e-01,-3.907436132431030273e-02,8.549556136131286621e-02
2.200000000000000178e+00,4.000000000000001332e-01,-3.262841701507568359e-02,8.279212564229965210e-02
2.200000000000000178e+00,4.000000000000001332e-01,-2.618253231048583984e-02,7.943516969680786133e-02
2.200000000000000178e+00,4.000000000000001332e-01,-1.973658800125122070e-02,7.683840394020080566e-02
2.200000000000000178e+00,4.000000000000001332e-01,-1.329064369201660156e-02,7.521716505289077759e-02
2.200000000000000178e+00,4.000000000000001332e-01,-6.844699382781982422e-03,7.158911973237991333e-02
2.200000000000000178e+00,4.000000000000001332e-01,-3.987550735473632812e-04,6.933768838644027710e-02
2.200000000000000178e+00,4.000000000000001332e-01,6.047129631042480469e-03,6.624597311019897461e-02
2.200000000000000178e+00,4.000000000000001332e-01,1.249307394027709961e-02,6.389443576335906982e-02
2.200000000000000178e+00,4.000000000000001332e-01,1.893901824951171875e-02,6.241716444492340088e-02
2.200000000000000178e+00,4.000000000000001332e-01,2.538490295410156250e-02,5.897284299135208130e-02
2.200000000000000178e+00,4.000000000000001332e-01,3.183084726333618164e-02,5.750358849763870239e-02
2.200000000000000178e+00,4.000000000000001332e-01,3.827679157257080078e-02,5.601716414093971252e-02
2.200000000000000178e+00,4.000000000000001332e-01,4.472267627716064453e-02,5.316771939396858215e-02
2.200000000000000178e+00,4.000000000000001332e-01,5.116862058639526367e-02,5.141247808933258057e-02
2.200000000000000178e+00,4.000000000000001332e-01,5.761456489562988281e-02,5.016585811972618103e-02
2.200000000000000178e+00,4.000000000000001332e-01,6.406050920486450195e-02,4.789799824357032776e-02
2.200000000000000178e+00,4.000000000000001332e-01,7.050645351409912109e-02,4.578558728098869324e-02
2.200000000000000178e+00,4.000000000000001332e-01,7.695233821868896484e-02,4.432685673236846924e-02
2.200000000000000178e+00,4.000000000000001332e-01,8.339828252792358398e-02,4.321716353297233582e-02
2.200000000000000178e+00,4.000000000000001332e-01,8.984422683715820312e-02,3.964259847998619080e-02
2.200000000000000178e+00,4.000000000000001332e-01,9.629011154174804688e-02,3.839553892612457275e-02
2.200000000000000178e+00,4.000000000000001332e-01,1.027360558509826660e-01,3.558901697397232056e-02
2.200000000000000178e+00,4.000000000000001332e-01,1.091820001602172852e-01,3.370511531829833984e-02
2.200000000000000178e+00,4.000000000000001332e-01,1.156278848648071289e-01,3.257178142666816711e-02
2.200000000000000178e+00,4.000000000000001332e-01,1.220738068222999573e-01,3.041716292500495911e-02
2.600000000000000089e+00,8.000000000000000444e-01,-1.481699109077453613e+00,6.517235636711120605e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.474992156028747559e+00,6.523063182830810547e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.468285083770751953e+00,6.528600454330444336e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.461578130722045898e+00,6.533243656158447266e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.454871177673339844e+00,6.524638533592224121e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.448164224624633789e+00,6.489408016204833984e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.441457271575927734e+00,6.480498909950256348e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.434750318527221680e+00,6.461117863655090332e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.428043246269226074e+00,6.427695155143737793e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.421336293220520020e+00,6.412299871444702148e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.414629340171813965e+00,6.408547163009643555e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.407922387123107910e+00,6.397955417633056641e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.401215314865112305e+00,6.373223066329956055e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.394508361816406250e+00,6.351523995399475098e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.387801408767700195e+00,6.330206990242004395e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.381094455718994141e+00,6.305431723594665527e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.374387502670288086e+00,6.295176744461059570e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.367680549621582031e+00,6.257956624031066895e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.360973477363586426e+00,6.233837604522705078e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.354266524314880371e+00,6.223688721656799316e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.347559571266174316e+00,6.196657419204711914e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.340852618217468262e+00,6.154738664627075195e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.334145545959472656e+00,6.142460703849792480e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.327438592910766602e+00,6.118544936180114746e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.320731639862060547e+00,6.080551743507385254e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.314024686813354492e+00,6.075409054756164551e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.307317733764648438e+00,6.040743589401245117e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.300610780715942383e+00,6.009516119956970215e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.293903708457946777e+00,5.976145863533020020e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.287196755409240723e+00,5.951614379882812500e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.280489802360534668e+00,5.914307236671447754e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.273782849311828613e+00,5.897606611251831055e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.267075777053833008e+00,5.879907608032226562e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.260368824005126953e+00,5.852383375167846680e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.253661870956420898e+00,5.833352804183959961e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.246954917907714844e+00,5.808221697807312012e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.240247964859008789e+00,5.784190893173217773e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.233541011810302734e+00,5.762324929237365723e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.226833939552307129e+00,5.715616941452026367e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.220126986503601074e+00,5.704656243324279785e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.213420033454895020e+00,5.680221915245056152e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.206713080406188965e+00,5.642555356025695801e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.200006127357482910e+00,5.632356405258178711e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.193299055099487305e+00,5.591473579406738281e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.186592102050781250e+00,5.573086142539978027e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.179885149002075195e+00,5.563963055610656738e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.173178195953369141e+00,5.522856712341308594e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.166471242904663086e+00,5.500154495239257812e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.159764170646667480e+00,5.489227771759033203e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.153057217597961426e+00,5.440734624862670898e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.146350264549255371e+00,5.413427352905273438e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.139643311500549316e+00,5.397347807884216309e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.132936358451843262e+00,5.375996232032775879e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.126229286193847656e+00,5.329130291938781738e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.119522333145141602e+00,5.312715172767639160e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.112815380096435547e+00,5.296221971511840820e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.106108427047729492e+00,5.276111960411071777e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.099401473999023438e+00,5.250810384750366211e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.092694401741027832e+00,5.217403173446655273e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.085987448692321777e+00,5.188649892807006836e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.079280495643615723e+00,5.168221592903137207e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.072573542594909668e+00,5.123529434204101562e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.065866589546203613e+00,5.108436942100524902e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.059159517288208008e+00,5.074833631515502930e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.052452564239501953e+00,5.053075551986694336e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.045745611190795898e+00,5.028731226921081543e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.039038658142089844e+00,4.995683431625366211e-01
2.600000000000000089e+00,8.000000000000000444e-01,-1.032331705093383789e+00,4.976221621036529541e-01
