#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRhop;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
Case_Def;h5m2roiy-DualSPHysics5-NNewtonian v1.005 (v5.0.164) (21-11-2020);07-04-2026 22:23:26;219990;150.770218;15.075823;150.802322;20737172;66458032;13239;;10.000795;51;4;219990;17342;Gpu_0?="NVIDIA RTX A1000";CellsFull - Pos-Cell - Single-Gpu; HostName:LCEEO-PKI206D02 - BsForcesBound=128 (48 regs) - BsForcesFluid=128 (72 regs);Case_Def - 3D - DBC - Symplectic - Wendland - Visco_Laminar+SPS(0.1b1) - DDT3(0.1) - Shifting(Full;-10;1.5;Full) - RhopOut(1300-2000);149790;149790;0.500000;0.866025;4;0;0.032547;1.703886;0.670810;15.919975;2.182369;10.402432;0.095442;5.980267;99.327446;2.165253;6.424917;0.000000;0.000000;0.000000;0.000000;0.092542;0.176319;0.000000;0.000000;0.000000
