time,Fx_11,Fy_11,Fz_11,Fx_12,Fy_12,Fz_12,Fx_13,Fy_13,Fz_13,Fx_14,Fy_14,Fz_14,Fx_15,Fy_15,Fz_15,Fx,Fy,Fz,Fmag
0.130035,158.0619906592,-6.047542970437e-34,65.36591662177,81.66293589423,4.332924711423e-34,-7.958306086634,7.270682659245,-1.108037635776e-34,-2.065342547675,-0.01120569216532,-3.190627454596e-36,-0.1246873111231,0.009647251826876,2.2923546761179998e-36,0.3628063294114,246.99405077233655,-2.8316386225747792e-34,55.5803870057493,253.17037847393686
0.140001,138.4170224394,-2.081226811207e-33,44.32295222525,100.6037895861,-7.780551707885e-34,1.804245451454,-2.559741868477,-7.66920263317e-35,-0.6708388380831,-0.01114711687485,-5.766290956149e-38,-0.1514728759449,0.006208409282404,6.796721384891e-37,0.3877590275371,236.45613144943056,-2.9353519990982726e-33,45.692644990213104,240.83047960387412
0.150039,141.614795632,-1.6788150845630002e-33,77.70407115138,96.31823072908,-3.453093157289e-34,-2.813916362731,-2.14524840323,-1.197152434904e-34,1.98789167714,-0.0125466388198,-7.434043967511e-36,-0.1451359961202,0.002080272180207,4.0975404425119996e-36,0.4346308334266,235.7773115912104,-2.147176147307299e-33,77.16754130309539,248.08419960155393
0.160021,164.2764338982,7.069745689405e-34,141.876268317,110.9148197741,-2.240110242056e-33,9.214376326418,-0.1470354650981,-6.543380796543e-36,-0.1884699086617,-0.01316074621116,-9.006940844433e-36,-0.1591268753875,-0.00338148474033,6.755629087195e-36,0.4736320127492,275.0276759762504,-1.541930365669281e-33,151.21667987211802,313.85778120741884
0.170014,228.7157286571,4.733444888423e-33,63.84156324389,77.15674376094,-3.800736853689e-33,10.65963017836,0.005501870960016,-1.01843222292e-35,-0.1486534331538,-0.0149863039118,-1.6300051173709998e-35,-0.1590627884725,-0.01035575922757,5.0696835409849995e-36,0.5190575715163,305.8526322258606,9.112933448720751e-34,74.71253477214,314.8456693231872
0.180016,287.5780715462,5.2315627314090006e-33,72.87316115965,95.32145115285,-4.284965346492e-33,21.0326628827,0.006591247897084,-1.398709754817e-35,-0.1636463380403,-0.01324928280954,-1.3269612694979999e-35,-0.1977114897625,-0.01876824060011,1.126612551681e-35,0.5555713774498,382.8740964235374,9.306068001906603e-34,94.100037591997,394.2681711563279
0.190028,159.4958336681,2.651022040934e-33,206.7421907929,30.25657995957,-4.8437799230530004e-33,32.30069671602,0.01564054682087,-8.402926016978e-36,-0.2015728217598,-0.00860753827432,-2.7240814721399997e-35,-0.2585549583816,-0.02937761028987,1.543705058099e-35,0.6050023207218,189.73006902592667,-2.2129645722763885e-33,239.18776204950038,305.3003187139367
0.200024,263.5593210632,-5.298558401418e-33,93.69024150268,35.14512727571,-5.3370215719440005e-33,58.5811062351,0.01819312303138,-1.1419592921089999e-35,-0.2056490165837,-0.009625218700396,9.740793620485999e-36,-0.2510281790946,-0.04083215907636,7.03834464461e-36,0.6374200000379,298.6721840841646,-1.0630220428017995e-32,152.45209054213962,335.3307523271223
0.210031,194.7905188499,-3.647933406709e-34,57.61688841964,73.92508855041,-5.2348526222650006e-33,44.9033073697,0.02901004464389,-2.583917759994e-35,-0.2428207624379,-0.006742287373022,-2.468770942852e-35,-0.2742882960184,-0.05402974142754,4.6204721502989997e-35,0.6729599614286,268.6838454161533,-5.603968128461371e-33,102.6760466923123,287.63410672584234
0.220023,227.7601918542,-5.747950778978e-33,57.81395763239,48.84931142276,7.644469455765e-33,67.464596465,0.02354010896095,5.091606607966e-35,-0.2014088851423,-0.005902539961388,-8.562975488875e-35,-0.2707050554559,-0.06646044891682,3.171516744938e-35,0.6846957346901,276.5606803970428,1.89352015542729e-33,125.49113589148189,303.7002389347259
0.230022,177.4014877826,-1.23568023336e-33,39.60619381884,-5.97103098826,-2.479740273917e-34,-3.152570012697,0.02086226512373,7.650750246911e-35,-0.1817319134136,-0.006101729074777,-1.067100300064e-34,-0.2662388078308,-0.08049455649723,3.791740201157e-36,0.7044554853507,171.3647227738917,-1.5100650480878331e-33,36.7101085702493,175.25267553624468
0.240015,166.6606783503,-6.779642699244e-35,92.01219175834,45.34132132759,8.551599104047001e-33,72.63484546177,0.03166048322089,3.8305854216389997e-35,-0.1943637113923,0.01042846007234,-8.139991030814999e-35,-0.3325281383474,-0.09330628911497,4.048390038568e-35,0.7076796675277,211.9507823320683,8.48119252134848e-33,164.827825037898,268.49831663885664
0.250032,301.8106487082,1.1712123276759999e-32,142.4972590378,12.8301980954,-2.925586334761e-35,5.44714743148,0.02374837369158,1.007729390156e-35,-0.1636589265415,0.007230096872065,-7.174068078093999e-35,-0.3066337345039,-0.107020611607,4.959026053499999e-35,0.7152547981032,314.5648046625567,1.1670794287068007e-32,148.1893686063378,347.72274199473566
0.260035,179.9021464567,2.755101083003e-33,61.98056559612,1.940716598484,8.037137185167e-35,0.7935580657953,0.0487501384375,5.385059897596e-36,-0.215440581671,0.02627922143436,-7.895400094227e-35,-0.3611637360031,-0.1178236186352,7.462678299952e-35,0.7036132478656,181.80006879642062,2.836530296809516e-33,62.901132592106805,192.37416015606948
0.270035,187.2841975456,-8.206377064364001e-33,47.04960604444,-23.19607113554,-2.873978826379e-33,32.26311293517,0.06622938133964,-6.926926638217999e-35,-0.2561109771745,0.03034729261209,-4.1073579684399997e-35,-0.3714819200558,-0.1363277240614,1.226252840228e-34,0.7370179801139,164.0483753599503,-1.1068073452786781e-32,79.4221440624936,182.26284982333246
0.280013,153.2015962243,-1.3071295708899998e-32,93.37158577161,-3.302947093756,-2.111559675115e-33,21.56658100317,0.06966253455699,-8.685448671013e-35,-0.2519788970348,0.03121309046546,4.35385896145e-35,-0.3547274833132,-0.1462900634303,6.147911166474e-35,0.7233781960514,149.85323469213614,-1.5164692169445888e-32,115.0548385904834,188.9275200461241
0.290014,220.4329817956,-1.4394509207829998e-32,57.85550817394,-6.125421582849,-3.711538424119e-33,22.70241089795,0.03416903171222,-7.530237057868e-35,-0.1556579803773,0.01960327364856,5.144213686095e-35,-0.2858401531851,-0.1447759220033,6.040696176699e-35,0.6609769004133,214.2165565961085,-1.8069500903899737e-32,80.7773978387409,228.94043138225274
0.300015,178.1546096732,-2.018678146193e-32,116.3976728713,-0.9965577914948,-3.305883939757e-34,2.405186789113,0.05842001437765,-1.097867306023e-34,-0.1889784078148,0.04595875125718,4.383570354047e-36,-0.3423298123826,-0.1490639222709,1.256437341084e-34,0.6331790102896,177.11336672506914,-2.0497129282045551e-32,118.9047304505052,213.32482180045557
0.310022,116.0972605574,-1.3956995773119998e-32,68.45049739019,0.02857667375489,-4.192166240951e-35,-0.0660947046592,0.05042569528082,-1.385802049925e-34,-0.1590795731407,0.04535792239522,5.148681291912e-35,-0.3092291115109,-0.1436345632276,1.02141762402e-34,0.57221518797,116.07798628560334,-1.3983869065200888e-32,68.48830918884919,134.77665745843424
0.320015,110.5351269974,-3.0511078408480004e-33,64.2469497336,0.0237242013838,-1.493377822261e-36,-0.05018446043408,0.06081441049088,-1.373355964016e-34,-0.1670788980585,0.05425437266227,-1.295124229684e-35,-0.3079266784776,-0.1396666559262,1.512724172554e-34,0.5262197611067,110.53425332601074,-3.0516156401133015e-33,64.24797945773652,127.85000595518348
0.330012,91.00174758267,-8.453279208897e-33,53.39230254937,0.001037240329066,-3.4869311221819997e-36,-0.003241462755817,0.05963150688108,-1.12183894021e-34,-0.1484703276823,0.06362771440121,-4.7632119497159995e-36,-0.3010019537956,-0.1276447309901,1.161859186596e-34,0.458300601159,90.99839931329126,-8.4575273273303e-33,53.39788940629529,105.50849857062771
0.340002,156.5250641471,-1.2773128500939998e-32,117.2066293694,0.04952656644172,-2.974543922991e-35,-0.1038938728555,0.03088106497009,-2.590992096296e-34,-0.1146394937432,0.006279863504037,7.673597755183999e-35,-0.1574392532921,-0.1325671073123,1.34051982875e-34,0.4574332343554,156.47918453470356,-1.2851185189372668e-32,117.28808998386462,195.55620993645007
0.350033,71.46866543342,-5.1253602798010005e-33,40.15506370656,-0.0009249622933833,-6.558660234889e-37,0.001001911178264,0.06304872134438,-1.1637241327530001e-34,-0.1451353285482,0.05200328100172,8.941464272097e-36,-0.2380388486093,-0.1150519994146,1.074309423626e-34,0.3831741428252,71.4677404740581,-5.126016152465092e-33,40.15606558340596,81.97650597339535
0.360039,228.4602021533,-1.6309282084549998e-32,159.8978067597,0.06215974736787,-6.16635756881e-35,-0.1251815051612,-0.01502387749746,-2.896113624889e-34,-0.01958677321056,-0.02048458620593,1.287863701363e-34,-0.04862749172192,-0.09567879025473,9.75261279532e-35,0.3097173775094,228.39117464670974,-1.6434244524637497e-32,160.0141283671157,278.8674415086703
0.370006,175.4239778626,-1.328426997947e-32,127.4448340071,0.01793777886203,-1.332272214383e-35,-0.03532611899563,0.03757280838244,-1.589897110705e-34,-0.09653322363694,0.02309135954546,4.892359467802e-35,-0.1429803106633,-0.0958646003427,9.057522576072999e-35,0.3027943694412,175.4067152090472,-1.331708359224558e-32,127.47278872324533,216.83364039122006
0.380038,76.1356195242,-1.2249322985969999e-32,59.04292531733,0.03864452855636,-7.368358105781e-36,-0.07111017333135,0.03990409558943,-2.2867851990870002e-34,-0.1078754631858,-0.003045624003651,9.799705968807e-35,-0.08046753049593,-0.09249344185648,1.047103804407e-34,0.2863240322817,76.11862908248567,-1.2282662423855712e-32,59.06979618259862,96.34981325592061
0.390017,252.868445145,-4.5629092198819995e-32,192.8953018536,-0.006974137637259,-1.308143694391e-34,0.0005393791279144,-0.02055004907549,-1.35016750301e-34,0.01659582162792,0.004552118572942,4.217002126656e-35,-0.05927650539989,-0.05381119715826,6.103173850731999e-35,0.1638601365665,252.79166187970193,-4.5791721558786213e-32,193.01702068552245,318.0553325920145
0.400025,299.3146469085,4.3630728869059997e-32,229.7599048883,0.05017734516908,2.049947160658e-35,-0.08665725837137,0.02045190563153,-1.744289467856e-34,-0.06261036012486,-0.01302155142099,8.809887349817e-35,-0.02611915627299,-0.05862823723789,6.495059005434e-35,0.1763865535317,299.3136263706417,4.3629848857433486e-32,229.7609046670625,377.33104860926977
0.410013,168.6559666003,-2.4863136602559995e-32,134.4277941803,0.0456104186808,-4.152151898505e-35,-0.08287412766924,0.02460777152039,-2.823899861795e-34,-0.08272440079934,-0.03343897844248,1.500739773142e-34,0.002707748453439,-0.0736472253126,8.771136415899e-35,0.219327552249,168.61909858674608,-2.494926276625136e-32,134.48423095253386,215.68126664849976
0.420014,49.80312630782,-1.0261248736189999e-32,39.02024422378,0.0312374236225,1.886522561166e-35,-0.05272390444165,0.05206220809715,-2.232364508832e-34,-0.1190893381698,-0.01273593526669,1.103488677112e-34,-0.03840267238621,-0.07159006243144,9.301323005952e-35,0.2111996720314,49.80209994184152,-1.0262257863690819e-32,39.021227980813734,63.26851817253041
0.430033,105.5021846824,-1.2278864098079998e-32,83.57342402061,-0.04226323976381,-7.425519242696999e-35,0.07186258423124,0.01738510084838,-1.141392242154e-34,-0.0445608336413,-0.007111506591926,5.304680516277e-35,-0.01620056176484,-0.03433452742108,4.4806812891659995e-35,0.1005280547817,105.43586050947157,-1.236940489666794e-32,83.68505326421682,134.61021068703351
0.440032,149.8141620399,-1.578686955034e-32,120.7632572622,-0.5471316462536,-7.153981532613e-34,0.9303085990296,-4.145129682415e-06,-3.606675914078e-39,-4.005432148801e-07,0.001512922442293,-1.922052075261e-36,-0.004415435856807,-0.001514903045473,1.9238538287e-36,0.00441522986316,149.26702426791354,-1.6502269508523772e-32,121.69356525469273,192.58756023740486
0.450023,384.8091569611,-2.2266618866629998e-32,322.5856109981,0.03839681762745,-8.15539947326e-35,-0.07172433960027,-0.06595926760455,-1.37385872017e-34,0.0968517127164,-0.03141910796777,7.345062420144e-35,0.06374853229148,-1.374667439714e-07,4.147282996815e-41,-1.14059449524e-06,384.7501752656883,-2.241210806770533e-32,322.67448576291304,502.1469118986377
0.460013,134.4062339746,-7.552289327411e-33,108.5861421351,0.01298134919387,6.336223471913e-36,-0.02187683138067,0.02125674121745,-1.008536121688e-34,-0.04954216077241,-0.02094313487593,6.792289222228e-35,0.02687547723764,-0.01732881437458,2.171095532478e-35,0.05057964781791,134.40220011576082,-7.557172868560828e-33,108.59217826800248,172.7895036654329
0.470017,130.3979115538,-6.660140349271e-33,105.2025397337,-2.221260992381,-7.283674996644001e-33,5.701623314941,0.003686176207372,-5.497692529169e-35,-0.01338026066691,-0.0190389238981,4.4823533921989997e-35,0.03855226574171,1.731947944223e-15,2.802596970412e-46,-1.998901392795e-06,128.16129781372825,-1.3953968737284423e-32,110.9293330548144,169.50113624777
0.480026,662.5043215585,5.397352041196e-31,-28.60193965378,-213.2430038857,-5.44356392707e-31,391.6724352835,-0.05812911129319,-7.408115830846e-35,0.09070957319006,-0.01268102900549,3.02506447981e-35,0.02575643577809,-1.279848505151e-07,2.595092690722e-41,-2.475738558104e-06,449.19050740451655,-4.665019074959423e-33,363.1869591629496,577.6477120601769
0.490039,164.4326648551,4.4552614440469996e-32,61.94166993471,-34.85747681764,-7.006290862132e-32,42.76656663249,0.01669426018692,-1.024306059367e-34,-0.04196521821566,-0.02727618836066,7.618368501062e-35,0.04620788643074,-0.01002535312993,1.339539438277e-35,0.02954740949791,129.55458075615633,-2.552314570739331e-32,104.74202664491298,166.59916428538017
0.500005,239.4491804751,1.3668810509669999e-31,27.8141144701,-56.45667399443,-1.642307188625e-31,126.4080510029,-0.005500484307674,-3.531905505454e-36,0.009065704480797,-9.026745916912e-07,6.209952328083e-40,-4.959106479419e-07,-3.08770755291e-07,7.473222912496e-41,-1.235961928302e-06,182.987004784917,-2.7546144975578e-32,154.23122944560822,239.31467998528439
0.510023,182.1319391724,2.447952286095e-32,126.179460198,-9.793336083029,-2.0886836251099997e-32,14.77266227443,-0.001175602872563,-7.284212510589001e-37,0.001948051481669,2.060498202789e-09,1.3877058898989998e-42,3.623962496135e-07,-8.568078208036e-09,1.1403767072599999e-42,-5.683898968698e-07,172.33742747999085,3.591958191127025e-33,140.954070317918,222.6392572068315
0.520041,624.6129271888,3.339506370713e-31,191.0568855598,-102.1217017558,-2.745663799654e-31,229.6251163892,-0.06545014382756,-1.59873044852e-34,0.09304197450045,-0.03970312594355,9.692499919301999e-35,0.08192775848401,-2.261336029931e-09,3.059034593204e-43,-1.14059449524e-06,522.3860721609675,5.93213090605469e-32,420.85697054138996,670.8262055413755
0.530014,234.4676797324,1.254924636722e-31,12.41375483057,-82.87689363859,-1.6898028303589999e-31,109.9547317009,0.00250767617634,-8.986418756860999e-35,-0.01623889947293,-0.02982876963436,7.354265552371e-35,0.06164882751776,7.10542746348e-15,2.802596970412e-46,-4.730224638081e-07,151.56346500035198,-4.350414089574461e-32,122.41389598649236,194.82465412135264
0.540021,191.3052476272,2.295630243404e-31,-88.47888526825,-79.84293669121,-2.173914070623e-31,181.9637523038,-4.131048345986e-06,-1.4490119979780001e-39,1.220703147169e-06,-8.544284469993e-07,5.217667647336e-40,-9.727478132504e-07,-3.537080518519e-08,7.774684255619e-42,-1.86920164623e-07,111.46230591514241,1.2171616358629427e-32,93.48486709658516,145.47599807523915
0.550032,243.0953972963,1.146622359718e-31,79.44522743054,-41.07834753225,-1.100603881852e-31,90.48531965621,-0.0229352435142,-1.290681584594e-35,0.03857973156244,6.235140441387e-09,7.1410170806089996e-43,3.623962496135e-07,-1.287776327002e-08,1.9353333379179998e-42,1.945495676239e-07,201.99411451389318,4.588940973403493e-33,169.9691273752582,263.9907698366717
0.560018,468.2711384857,1.5430436563069999e-31,159.0780420023,-81.9822298358,-1.889034002399e-31,143.982421808,-0.07480792693129,-1.65402296274e-34,0.109568483078,-0.04030208278791,1.021714506474e-34,0.08473442203901,-3.487483664975e-09,5.107732978575e-43,1.945495676239e-07,386.1737986366934,-3.4662265454315844e-32,303.2547669099666,491.01288822912943
0.570018,110.3588936081,2.1057504171289998e-31,-132.1659119655,-83.81106603587,-2.05733729388e-31,152.1269235201,0.0187541128101,-4.790223175386e-35,-0.03947183667826,-0.0079115664395,3.062712265668e-35,0.005778961267758,-0.01084934464882,1.7273529612529998e-35,0.03369465305947,26.547820773951788,4.8413107454153397e-33,19.96101333224899,33.214888846661644
0.580038,288.9939957223,9.883600744995001e-33,178.8475745482,-24.5742298918,-4.8534769689259994e-32,32.10237070951,-0.01725171445417,-9.950612214268e-36,0.02928226514582,-1.063027131729e-06,7.660401357658e-40,5.53131115737e-07,-4.144336549188e-07,1.109754131463e-40,-8.544921960549e-07,264.402512638585,-3.866111867946371e-32,210.97922722149474,338.26161917748846
0.590027,359.777961465,6.950494544501e-33,252.4015826142,-30.46525252026,-2.091936188148e-32,7.24593741247,-1.515299868891e-06,-1.784335859125e-39,-7.82012947127e-07,-1.845851376819e-06,1.215043355616e-39,1.716613834901e-07,-2.229066256041e-07,5.448136406601e-41,-7.591247629932e-07,329.3127053606821,-1.3968867851790139e-32,259.6475186571937,419.36105190731433
0.600011,169.976085418,1.391544732397e-31,-33.17782654372,-56.82180234038,-1.422462467644e-31,120.1820247189,-3.423347951439e-06,-2.291448685079e-39,2.670288165518e-07,-2.102060213886e-06,1.363059992271e-39,1.716613834901e-07,-1.71197731633e-07,4.153182463438e-41,-1.426696794425e-06,113.15427738101411,-3.091774411556861e-33,87.00419718717339,142.7361930899239
0.610036,101.2370734663,6.962124496493999e-32,11.78568510749,-44.12045965652,-5.426603348451e-32,31.60747835528,0.0307202695004,-2.340273010765e-34,-0.08623458990804,-0.06546596767718,1.885483185014e-34,0.1306605167785,-0.01075163853488,1.8466024215149998e-35,0.03446150258872,57.07111647306835,1.5328198522070047e-32,43.472050892229184,71.74211834242907
0.620028,256.1380148244,-4.049665562224e-32,198.8416170281,-4.500683315356,-1.171528199476e-33,0.8323338441898,-0.07203973310693,-1.166869833741e-34,0.1151679819102,-0.02331436366747,6.292613073362999e-35,0.05071924285173,-5.081591720001e-08,1.229134953313e-41,-2.857208290351e-06,251.54197736145366,-4.172194466206512e-32,199.8398352398434,321.2620832336082
0.630004,169.7686084585,-1.5821548118179997e-32,126.8116628446,-4.394903066245,-5.971979377886e-34,-1.653515138231,-1.333745171707e-06,-1.903893664974e-39,-5.912780810036e-07,-1.824285775892e-06,1.395571518427e-39,-1.544952411621e-06,-2.680778341847e-07,7.578166156054e-41,-1.86920164623e-07,165.37370196614623,-1.641874648850908e-32,125.15814538321834,207.3958115723521
0.640024,173.7543669736,1.399574925373e-31,-19.13433152578,-66.73380847744,-1.471090138228e-31,101.8731901689,-4.845328863193e-06,-3.586091539979e-39,4.577636826752e-07,-3.405364380378e-06,2.412442681746e-39,8.392334149221e-07,-5.355108891131e-07,1.862652189386e-40,-1.86920164623e-07,107.02054970995589,-7.151522272883641e-33,82.73885975319692,135.27422878538368
0.650006,499.8428728928,3.7165190804339998e-31,-25.7866953067,-160.3804358479,-3.665110395966e-31,282.6273593925,3.89782868639e-07,-5.849850847251e-40,1.716613834901e-07,-8.206959465964e-07,5.446251660139e-40,-1.90734826333e-08,-1.588171084162e-08,2.454514426686e-42,-1.14059449524e-06,339.4624365981052,5.140868408894563e-33,256.8406630977934,425.6781320218797
0.660005,319.305287502,1.5468705517249999e-31,75.09619787538,-97.36855360915,-1.309684439039e-31,94.99610897476,-2.14065843117e-06,-5.829125642655e-40,-1.354217545497e-06,-5.151467916178e-07,3.337415148977e-40,3.623962496135e-07,-4.877334475697e-09,7.21948979578e-43,-5.683898968698e-07,221.93673123216743,2.3718611020150882e-32,170.0923052899288,279.6199295273169
0.67003,329.0055742648,-4.2327246005949996e-32,227.913505634,23.58205529552,-2.6599431704279996e-32,39.09389900288,-0.09942831303412,-7.812091309115999e-35,0.1745571925425,-0.01392567504209,4.022026873118e-35,0.03159254121174,-9.773446464553e-09,1.4217574430899998e-42,-3.776550307464e-07,352.47427556247027,-6.89645783531682e-32,267.2135539929792,442.31346166587224
0.680016,123.269361937,-2.1102764670519997e-32,88.80574477532,91.30269939645,-1.6420347022899998e-32,62.83307152917,-6.285980797934e-06,-2.324765117085e-39,6.484985487987e-07,-2.058789736639e-06,1.603512863113e-39,-2.098083487567e-07,-1.488318834676e-07,3.60454608051e-41,-8.544921960549e-07,214.5720528398476,-3.752311237862679e-32,151.638815888688,262.746068179963
0.690017,154.0419291684,-1.238691374485e-32,103.5099752806,-2.470282948496,-5.013527699595e-33,3.552928481593,-1.341306076966e-06,-2.295519457179e-39,2.670288165518e-07,-2.500830531033e-06,1.822217441335e-39,-1.14440915695e-07,-3.983825502472e-07,9.751580106608e-41,-1.045227062178e-06,151.57164197938485,-1.740044182023121e-32,107.06290286955382,185.57054675562696
0.700011,297.3647778336,1.418467283567e-31,60.93155247825,-46.86837821238,-1.380625467265e-31,122.9701758733,-1.511973915506e-06,-2.363690526536e-39,-2.098083487567e-07,-2.596312636868e-06,1.808431466838e-39,5.53131115737e-07,-3.216145477676e-07,7.633783692931e-41,-2.666473424227e-06,250.49639519131887,3.784181151278771e-33,183.90172602839934,310.7543866787239
0.710023,316.4394988333,3.4442157714639997e-31,-148.4553872021,-122.890065138,-3.5023902935789998e-31,286.1160288697,-2.281047092074e-06,-6.59464799863e-40,8.392334149221e-07,-5.778370595295e-07,3.820022347282e-40,-1.14440915695e-07,-8.120554483284e-09,1.142758914685e-42,1.945495676239e-07,193.54943082829524,-5.817452487819809e-33,137.66064258694206,237.51175695406502
0.720025,104.6051306156,3.6499062612799995e-32,18.90461398281,-14.76293341723,-5.304535532297999e-32,47.5639628393,0.004213450066971,-6.149818167855e-35,-0.01713706995751,-0.01926621636526,5.651865983282e-35,0.0458264166985,1.012523413546e-14,2.802596970412e-46,2.899170006856e-07,89.82714443207172,-1.6551272232025448e-32,66.49726645876798,111.76225804496195
0.730017,191.872895449,1.084879945877e-31,14.9970140105,-51.20935381942,-9.329024918183e-32,90.24130614044,-2.638418916847e-06,-9.550185488314e-40,-5.912780810036e-07,-1.045483345355e-06,7.099559664924e-40,-1.90734826333e-08,-8.675914528962e-08,1.5940891308000001e-41,-6.637573299315e-07,140.66353785891857,1.5197745176748324e-32,105.2383188768311,175.6739441209453
0.740028,311.6227072373,1.544425338676e-31,44.74507707037,-74.83496163789,-1.723373147366e-31,126.6007647592,-2.528945078798e-06,-2.4537271771970002e-39,7.629395042841e-08,-2.787881252207e-06,1.873160806986e-39,7.629395042841e-08,-3.76689974214e-07,7.466959108268e-41,-5.683898968698e-07,236.78773990589372,-1.7894781374896779e-32,171.34584141376803,292.2803981445443
0.750023,197.5003225678,1.176862670494e-32,114.7236687565,60.79000163375,-3.885316313799e-32,63.98372372841,-0.02384103640321,-6.161084713166e-35,0.03904636441241,-0.01614161883429,4.439574243155e-35,0.03959949552416,-1.724677937296e-09,2.167808756613e-43,-1.86920164623e-07,258.2503415445878,-2.7101751537533326e-32,178.78603815792638,314.09821130994004
0.760001,164.9273397583,5.782281210731e-32,16.14790338856,-41.75522533904,-8.231622938222999e-32,68.05353612264,-2.726572456813e-06,-1.552241733747e-39,2.670288165518e-07,-1.648733641462e-06,1.025775714543e-39,-1.90734826333e-08,-1.10472784923e-07,2.209553438488e-41,-4.730224638081e-07,123.17210993348111,-2.4493417779290477e-32,84.20143928613285,149.2020477182598
