Part;Time [s];Np;ForceFluid.x [N/m];ForceFluid.y [N/m];ForceFluid.z [N/m];ForceFluid [N/m];Weight.x [N/m];Weight.y [N/m];Weight.z [N/m];ForceTotal.x [N/m];ForceTotal.y [N/m];ForceTotal.z [N/m];ForceTotal [N/m]
10;0.100018;80; -7.890399249489E-03;  4.757260412383E-37; -4.935438229671E-02;  4.998113096166E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -7.890399249489E-03;  4.757260412383E-37; -6.283335531785E+01;  6.283335581328E+01
11;0.110033;80; -9.649004274073E-03; -5.745222230236E-37; -1.020820823622E-01;  1.025370899864E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -9.649004274073E-03; -5.745222230236E-37; -6.288608301792E+01;  6.288608375817E+01
12;0.120004;80; -1.028563947158E-02; -8.688335304484E-37; -1.217070788399E-01;  1.221409326110E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.028563947158E-02; -8.688335304484E-37; -6.290570801439E+01;  6.290570885529E+01
13;0.130035;80; -1.120569216532E-02; -3.190627454596E-36; -1.246873111231E-01;  1.251898282290E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.120569216532E-02; -3.190627454596E-36; -6.290868824668E+01;  6.290868924469E+01
14;0.140001;80; -1.114711687485E-02; -5.766290956149E-38; -1.514728759449E-01;  1.518824886602E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.114711687485E-02; -5.766290956149E-38; -6.293547381150E+01;  6.293547479869E+01
15;0.150039;80; -1.254663881980E-02; -7.434043967511E-36; -1.451359961202E-01;  1.456772992456E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.254663881980E-02; -7.434043967511E-36; -6.292913693167E+01;  6.292913818243E+01
16;0.160021;80; -1.316074621116E-02; -9.006940844433E-36; -1.591268753875E-01;  1.596701841655E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.316074621116E-02; -9.006940844433E-36; -6.294312781094E+01;  6.294312918683E+01
17;0.170014;80; -1.498630391180E-02; -1.630005117371E-35; -1.590627884725E-01;  1.597672055886E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.498630391180E-02; -1.630005117371E-35; -6.294306372403E+01;  6.294306550809E+01
18;0.180016;80; -1.324928280954E-02; -1.326961269498E-35; -1.977114897625E-01;  1.981549309987E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.324928280954E-02; -1.326961269498E-35; -6.298171242532E+01;  6.298171381892E+01
19;0.190028;80; -8.607538274320E-03; -2.724081472140E-35; -2.585549583816E-01;  2.586981952369E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -8.607538274320E-03; -2.724081472140E-35; -6.304255589394E+01;  6.304255648155E+01
20;0.200024;80; -9.625218700396E-03;  9.740793620486E-36; -2.510281790946E-01;  2.512126420676E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -9.625218700396E-03;  9.740793620486E-36; -6.303502911465E+01;  6.303502984952E+01
21;0.210031;80; -6.742287373022E-03; -2.468770942852E-35; -2.742882960184E-01;  2.743711496708E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -6.742287373022E-03; -2.468770942852E-35; -6.305828923157E+01;  6.305828959202E+01
22;0.220023;80; -5.902539961388E-03; -8.562975488875E-35; -2.707050554559E-01;  2.707693982477E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -5.902539961388E-03; -8.562975488875E-35; -6.305470599101E+01;  6.305470626728E+01
23;0.230022;80; -6.101729074777E-03; -1.067100300064E-34; -2.662388078308E-01;  2.663087191454E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -6.101729074777E-03; -1.067100300064E-34; -6.305023974339E+01;  6.305024003863E+01
24;0.240015;80;  1.042846007234E-02; -8.139991030815E-35; -3.325281383474E-01;  3.326916223355E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  1.042846007234E-02; -8.139991030815E-35; -6.311652907390E+01;  6.311652993543E+01
25;0.250032;80;  7.230096872065E-03; -7.174068078094E-35; -3.066337345039E-01;  3.067189616515E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  7.230096872065E-03; -7.174068078094E-35; -6.309063467006E+01;  6.309063508434E+01
26;0.260035;80;  2.627922143436E-02; -7.895400094227E-35; -3.611637360031E-01;  3.621185464498E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  2.627922143436E-02; -7.895400094227E-35; -6.314516467156E+01;  6.314517013989E+01
27;0.270035;80;  3.034729261209E-02; -4.107357968440E-35; -3.714819200558E-01;  3.727194321433E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  3.034729261209E-02; -4.107357968440E-35; -6.315548285561E+01;  6.315549014681E+01
28;0.280013;80;  3.121309046546E-02;  4.353858961450E-35; -3.547274833132E-01;  3.560980826038E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  3.121309046546E-02;  4.353858961450E-35; -6.313872841887E+01;  6.313873613408E+01
29;0.290014;80;  1.960327364856E-02;  5.144213686095E-35; -2.858401531851E-01;  2.865115730832E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  1.960327364856E-02;  5.144213686095E-35; -6.306984108874E+01;  6.306984413527E+01
30;0.300015;80;  4.595875125718E-02;  4.383570354047E-36; -3.423298123826E-01;  3.454010817340E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  4.595875125718E-02;  4.383570354047E-36; -6.312633074794E+01;  6.312634747793E+01
31;0.310022;80;  4.535792239522E-02;  5.148681291912E-35; -3.092291115109E-01;  3.125379729407E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  4.535792239522E-02;  5.148681291912E-35; -6.309323004707E+01;  6.309324635104E+01
32;0.320015;80;  5.425437266227E-02; -1.295124229684E-35; -3.079266784776E-01;  3.126697559267E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  5.425437266227E-02; -1.295124229684E-35; -6.309192761403E+01;  6.309195094139E+01
33;0.330012;80;  6.362771440121E-02; -4.763211949716E-36; -3.010019537956E-01;  3.076534775176E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  6.362771440121E-02; -4.763211949716E-36; -6.308500288935E+01;  6.308503497689E+01
34;0.340002;80;  6.279863504037E-03;  7.673597755184E-35; -1.574392532921E-01;  1.575644476486E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  6.279863504037E-03;  7.673597755184E-35; -6.294144018885E+01;  6.294144050213E+01
35;0.350033;80;  5.200328100172E-02;  8.941464272097E-36; -2.380388486093E-01;  2.436531031655E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  5.200328100172E-02;  8.941464272097E-36; -6.302203978416E+01;  6.302206123968E+01
36;0.360039;80; -2.048458620593E-02;  1.287863701363E-34; -4.862749172192E-02;  5.276600442703E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.048458620593E-02;  1.287863701363E-34; -6.283262842728E+01;  6.283263176645E+01
37;0.370006;80;  2.309135954546E-02;  4.892359467802E-35; -1.429803106633E-01;  1.448329386674E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  2.309135954546E-02;  4.892359467802E-35; -6.292698124622E+01;  6.292698548296E+01
38;0.380038;80; -3.045624003651E-03;  9.799705968807E-35; -8.046753049593E-02;  8.052514693985E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -3.045624003651E-03;  9.799705968807E-35; -6.286446846605E+01;  6.286446853983E+01
39;0.390017;80;  4.552118572942E-03;  4.217002126656E-35; -5.927650539989E-02;  5.945103763539E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  4.552118572942E-03;  4.217002126656E-35; -6.284327744095E+01;  6.284327760582E+01
40;0.400025;80; -1.302155142099E-02;  8.809887349817E-35; -2.611915627299E-02;  2.918511822526E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.302155142099E-02;  8.809887349817E-35; -6.281012009183E+01;  6.281012144162E+01
41;0.410013;80; -3.343897844248E-02;  1.500739773142E-34;  2.707748453439E-03;  3.354843038003E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -3.343897844248E-02;  1.500739773142E-34; -6.278129318710E+01;  6.278130209234E+01
42;0.420014;80; -1.273593526669E-02;  1.103488677112E-34; -3.840267238621E-02;  4.045947717803E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.273593526669E-02;  1.103488677112E-34; -6.282240360794E+01;  6.282240489891E+01
43;0.430033;80; -7.111506591926E-03;  5.304680516277E-35; -1.620056176484E-02;  1.769270266249E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -7.111506591926E-03;  5.304680516277E-35; -6.280020149732E+01;  6.280020189997E+01
44;0.440032;80;  1.512922442293E-03; -1.922052075261E-36; -4.415435856807E-03;  4.667441282112E-03;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  1.512922442293E-03; -1.922052075261E-36; -6.278841637141E+01;  6.278841638964E+01
45;0.450023;80; -3.141910796777E-02;  7.345062420144E-35;  6.374853229148E-02;  7.107063890812E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -3.141910796777E-02;  7.345062420144E-35; -6.272025240326E+01;  6.272026027281E+01
46;0.460013;80; -2.094313487593E-02;  6.792289222228E-35;  2.687547723764E-02;  3.407207324455E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.094313487593E-02;  6.792289222228E-35; -6.275712545832E+01;  6.275712895286E+01
47;0.470017;80; -1.903892389810E-02;  4.482353392199E-35;  3.855226574171E-02;  4.299718382659E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.903892389810E-02;  4.482353392199E-35; -6.274544866981E+01;  6.274545155831E+01
48;0.480026;80; -1.268102900549E-02;  3.025064479810E-35;  2.575643577809E-02;  2.870892684565E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.268102900549E-02;  3.025064479810E-35; -6.275824449978E+01;  6.275824578095E+01
49;0.490039;80; -2.727618836066E-02;  7.618368501062E-35;  4.620788643074E-02;  5.365779738195E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.727618836066E-02;  7.618368501062E-35; -6.273779304912E+01;  6.273779897849E+01
50;0.500005;80; -9.026745916912E-07;  6.209952328083E-40; -4.959106479419E-07;  1.029926594096E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -9.026745916912E-07;  6.209952328083E-40; -6.278400143147E+01;  6.278400143147E+01
51;0.510023;80;  2.060498202789E-09;  1.387705889899E-42;  3.623962496135E-07;  3.624021073156E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  2.060498202789E-09;  1.387705889899E-42; -6.278400057316E+01;  6.278400057316E+01
52;0.520041;80; -3.970312594355E-02;  9.692499919302E-35;  8.192775848401E-02;  9.104117650768E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -3.970312594355E-02;  9.692499919302E-35; -6.270207317707E+01;  6.270208574713E+01
53;0.530014;80; -2.982876963436E-02;  7.354265552371E-35;  6.164882751776E-02;  6.848600902531E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.982876963436E-02;  7.354265552371E-35; -6.272235210804E+01;  6.272235920085E+01
54;0.540021;80; -8.544284469993E-07;  5.217667647336E-40; -9.727478132504E-07;  1.294714748207E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -8.544284469993E-07;  5.217667647336E-40; -6.278400190830E+01;  6.278400190830E+01
55;0.550032;80;  6.235140441387E-09;  7.141017080609E-43;  3.623962496135E-07;  3.624498844120E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  6.235140441387E-09;  7.141017080609E-43; -6.278400057316E+01;  6.278400057316E+01
56;0.560018;80; -4.030208278791E-02;  1.021714506474E-34;  8.473442203901E-02;  9.383059285398E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -4.030208278791E-02;  1.021714506474E-34; -6.269926651352E+01;  6.269927946628E+01
57;0.570018;80; -7.911566439500E-03;  3.062712265668E-35;  5.778961267758E-03;  9.797411742949E-03;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -7.911566439500E-03;  3.062712265668E-35; -6.277822197429E+01;  6.277822247281E+01
58;0.580038;80; -1.063027131729E-06;  7.660401357658E-40;  5.531311157370E-07;  1.198324127266E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.063027131729E-06;  7.660401357658E-40; -6.278400038242E+01;  6.278400038242E+01
59;0.590027;80; -1.845851376819E-06;  1.215043355616E-39;  1.716613834901E-07;  1.853816316652E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.845851376819E-06;  1.215043355616E-39; -6.278400076389E+01;  6.278400076389E+01
60;0.600011;80; -2.102060213886E-06;  1.363059992271E-39;  1.716613834901E-07;  2.109057792803E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.102060213886E-06;  1.363059992271E-39; -6.278400076389E+01;  6.278400076389E+01
61;0.610036;80; -6.546596767718E-02;  1.885483185014E-34;  1.306605167785E-01;  1.461436401926E-01;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -6.546596767718E-02;  1.885483185014E-34; -6.265334041878E+01;  6.265337462120E+01
62;0.620028;80; -2.331436366747E-02;  6.292613073363E-35;  5.071924285173E-02;  5.582115323667E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.331436366747E-02;  6.292613073363E-35; -6.273328169270E+01;  6.273328602501E+01
63;0.630004;80; -1.824285775892E-06;  1.395571518427E-39; -1.544952411621E-06;  2.390584979936E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.824285775892E-06;  1.395571518427E-39; -6.278400248051E+01;  6.278400248051E+01
64;0.640024;80; -3.405364380378E-06;  2.412442681746E-39;  8.392334149221E-07;  3.507252384398E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -3.405364380378E-06;  2.412442681746E-39; -6.278400009632E+01;  6.278400009632E+01
65;0.650006;80; -8.206959465964E-07;  5.446251660139E-40; -1.907348263330E-08;  8.209175564571E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -8.206959465964E-07;  5.446251660139E-40; -6.278400095463E+01;  6.278400095463E+01
66;0.660005;80; -5.151467916178E-07;  3.337415148977E-40;  3.623962496135E-07;  6.298470120974E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -5.151467916178E-07;  3.337415148977E-40; -6.278400057316E+01;  6.278400057316E+01
67;0.670030;80; -1.392567504209E-02;  4.022026873118E-35;  3.159254121174E-02;  3.452554250976E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.392567504209E-02;  4.022026873118E-35; -6.275240839434E+01;  6.275240993950E+01
68;0.680016;80; -2.058789736639E-06;  1.603512863113E-39; -2.098083487567E-07;  2.069452759282E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.058789736639E-06;  1.603512863113E-39; -6.278400114536E+01;  6.278400114536E+01
69;0.690017;80; -2.500830531033E-06;  1.822217441335E-39; -1.144409156950E-07;  2.503447636387E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.500830531033E-06;  1.822217441335E-39; -6.278400105000E+01;  6.278400105000E+01
70;0.700011;80; -2.596312636868E-06;  1.808431466838E-39;  5.531311157370E-07;  2.654579691694E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.596312636868E-06;  1.808431466838E-39; -6.278400038242E+01;  6.278400038242E+01
71;0.710023;80; -5.778370595295E-07;  3.820022347282E-40; -1.144409156950E-07;  5.890606000666E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -5.778370595295E-07;  3.820022347282E-40; -6.278400105000E+01;  6.278400105000E+01
72;0.720025;80; -1.926621636526E-02;  5.651865983282E-35;  4.582641669850E-02;  4.971164411340E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.926621636526E-02;  5.651865983282E-35; -6.273817451886E+01;  6.273817747708E+01
73;0.730017;80; -1.045483345355E-06;  7.099559664924E-40; -1.907348263330E-08;  1.045657316311E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.045483345355E-06;  7.099559664924E-40; -6.278400095463E+01;  6.278400095463E+01
74;0.740028;80; -2.787881252207E-06;  1.873160806986E-39;  7.629395042841E-08;  2.788924997786E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.787881252207E-06;  1.873160806986E-39; -6.278400085926E+01;  6.278400085926E+01
75;0.750023;80; -1.614161883429E-02;  4.439574243155E-35;  3.959949552416E-02;  4.276297352103E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.614161883429E-02;  4.439574243155E-35; -6.274440144003E+01;  6.274440351633E+01
76;0.760001;80; -1.648733641462E-06;  1.025775714543E-39; -1.907348263330E-08;  1.648843964184E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.648733641462E-06;  1.025775714543E-39; -6.278400095463E+01;  6.278400095463E+01
77;0.770009;80; -4.754114653736E-07;  2.949311520514E-40; -4.959106479419E-07;  6.869813914152E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -4.754114653736E-07;  2.949311520514E-40; -6.278400143147E+01;  6.278400143147E+01
78;0.780024;80; -7.004683912587E-07;  4.396572596035E-40; -5.912780810036E-07;  9.166600985250E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -7.004683912587E-07;  4.396572596035E-40; -6.278400152683E+01;  6.278400152683E+01
79;0.790022;80; -1.480425632516E-06;  9.414762601405E-40; -1.144409156950E-07;  1.484842340653E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.480425632516E-06;  9.414762601405E-40; -6.278400105000E+01;  6.278400105000E+01
80;0.800006;80; -1.135193314057E-08;  6.532293018635E-42; -1.144409156950E-07;  1.150025633242E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.135193314057E-08;  6.532293018635E-42; -6.278400105000E+01;  6.278400105000E+01
81;0.810006;80; -1.767166715315E-07;  1.104287666072E-40; -6.866455140653E-07;  7.090210462202E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.767166715315E-07;  1.104287666072E-40; -6.278400162220E+01;  6.278400162220E+01
82;0.820010;80; -1.268417514849E-06;  8.770731422799E-40; -4.959106479419E-07;  1.361914227371E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.268417514849E-06;  8.770731422799E-40; -6.278400143147E+01;  6.278400143147E+01
83;0.830022;80; -1.150655313391E-06;  7.424442310928E-40; -1.907348263330E-08;  1.150813385382E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.150655313391E-06;  7.424442310928E-40; -6.278400095463E+01;  6.278400095463E+01
84;0.840000;80; -1.385747158627E-06;  9.245618867748E-40;  5.531311157370E-07;  1.492062069365E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.385747158627E-06;  9.245618867748E-40; -6.278400038242E+01;  6.278400038242E+01
85;0.850003;80; -4.265962916577E-07;  2.882159895805E-40; -4.959106479419E-07;  6.541496516839E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -4.265962916577E-07;  2.882159895805E-40; -6.278400143147E+01;  6.278400143147E+01
86;0.860012;80; -1.022527806254E-06;  7.204110544905E-40; -2.098083487567E-07;  1.043830761077E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.022527806254E-06;  7.204110544905E-40; -6.278400114536E+01;  6.278400114536E+01
87;0.870018;80; -7.663539458423E-07;  5.807583481041E-40;  2.670288165518E-07;  8.115434425692E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -7.663539458423E-07;  5.807583481041E-40; -6.278400066853E+01;  6.278400066853E+01
88;0.880026;80; -1.279434385784E-06;  9.483461259642E-40;  5.531311157370E-07;  1.393881766407E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.279434385784E-06;  9.483461259642E-40; -6.278400038242E+01;  6.278400038242E+01
89;0.890029;80; -2.797313375541E-07;  1.866776210828E-40; -3.051757818184E-07;  4.139829453230E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.797313375541E-07;  1.866776210828E-40; -6.278400124073E+01;  6.278400124073E+01
90;0.900014;80; -1.586454494946E-02;  6.229326069946E-35;  4.707916329919E-02;  4.968029190137E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.586454494946E-02;  6.229326069946E-35; -6.273692177226E+01;  6.273692377812E+01
91;0.910031;80; -6.216058681042E-08;  3.350490665142E-41; -7.820129471270E-07;  7.844795650792E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -6.216058681042E-08;  3.350490665142E-41; -6.278400171757E+01;  6.278400171757E+01
92;0.920000;80; -7.878183374931E-07;  6.191905004892E-40; -1.907348263330E-08;  7.880491930268E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -7.878183374931E-07;  6.191905004892E-40; -6.278400095463E+01;  6.278400095463E+01
93;0.930006;80; -1.159227391144E-07;  8.103036516672E-41; -1.907348263330E-08;  1.174813993088E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.159227391144E-07;  8.103036516672E-41; -6.278400095463E+01;  6.278400095463E+01
94;0.940018;80; -2.187418212517E-08;  1.204163814307E-41;  1.716613834901E-07;  1.730494450306E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.187418212517E-08;  1.204163814307E-41; -6.278400076389E+01;  6.278400076389E+01
95;0.950034;80; -1.605997411630E-06;  1.340223170988E-39;  3.623962496135E-07;  1.646377456083E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.605997411630E-06;  1.340223170988E-39; -6.278400057316E+01;  6.278400057316E+01
96;0.960022;80; -2.184494099676E-06;  1.823138935219E-39;  4.577636826752E-07;  2.231941321069E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -2.184494099676E-06;  1.823138935219E-39; -6.278400047779E+01;  6.278400047779E+01
97;0.970027;80;  1.278976943426E-14;  0.000000000000E+00; -7.820129471270E-07;  7.820129471270E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  1.278976943426E-14;  0.000000000000E+00; -6.278400171757E+01;  6.278400171757E+01
98;0.980005;80;  4.596323390439E-15; -1.401298485206E-46; -1.907348263330E-08;  1.907348263330E-08;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01;  4.596323390439E-15; -1.401298485206E-46; -6.278400095463E+01;  6.278400095463E+01
99;0.990034;80; -9.835505299993E-07;  8.884801323390E-40;  2.670288165518E-07;  1.019154568224E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -9.835505299993E-07;  8.884801323390E-40; -6.278400066853E+01;  6.278400066853E+01
100;1.000022;80; -1.092193967133E-06;  9.866228743473E-40;  2.670288165518E-07;  1.124362953281E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.092193967133E-06;  9.866228743473E-40; -6.278400066853E+01;  6.278400066853E+01
101;1.010020;80; -3.974688763105E-03;  2.159877122247E-35;  1.436250708048E-02;  1.490234076916E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -3.974688763105E-03;  2.159877122247E-35; -6.276963842847E+01;  6.276963855432E+01
102;1.020017;80; -3.708285676942E-07;  3.308492348242E-40;  1.716613834901E-07;  4.086336466811E-07;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -3.708285676942E-07;  3.308492348242E-40; -6.278400076389E+01;  6.278400076389E+01
103;1.030011;80; -1.660868364852E-06;  1.607139563723E-39;  3.623962496135E-07;  1.699945518862E-06;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -1.660868364852E-06;  1.607139563723E-39; -6.278400057316E+01;  6.278400057316E+01
104;1.040016;80; -7.771906832635E-03;  4.736589194255E-35;  2.967165037501E-02;  3.067261599199E-02;  0.000000000000E+00;  0.000000000000E+00; -6.278400093555E+01; -7.771906832635E-03;  4.736589194255E-35; -6.275432928518E+01;  6.275432976644E+01
