Part;Time [s];Np;ForceFluid.x [N/m];ForceFluid.y [N/m];ForceFluid.z [N/m];ForceFluid [N/m];Weight.x [N/m];Weight.y [N/m];Weight.z [N/m];ForceTotal.x [N/m];ForceTotal.y [N/m];ForceTotal.z [N/m];ForceTotal [N/m]
0;0.000000;60;  0.000000000000E+00;  0.000000000000E+00; -2.517700229845E-06;  2.517700229845E-06;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  0.000000000000E+00;  0.000000000000E+00; -4.708800438881E+01;  4.708800438881E+01
1;0.010022;60;  9.663322115590E+01;  1.876992425078E-37;  2.821834334222E+01;  1.006690336297E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  9.663322115590E+01;  1.876992425078E-37; -1.886965852889E+01;  9.845833354248E+01
2;0.020021;60;  1.018171620393E+02;  6.595325074949E-36;  4.491393542221E+01;  1.112834043370E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.018171620393E+02;  6.595325074949E-36; -2.174066448898E+00;  1.018403704366E+02
3;0.030008;60;  8.625914212180E+01;  1.256455376489E-35;  2.615624442169E+01;  9.013760991859E+01;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  8.625914212180E+01;  1.256455376489E-35; -2.093175744941E+01;  8.876248120411E+01
4;0.040035;60;  1.480788879579E+02; -2.754258010201E-35;  4.137409651375E+01;  1.537503590928E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.480788879579E+02; -2.754258010201E-35; -5.713905357359E+00;  1.481890879022E+02
5;0.050043;60;  1.148964924946E+02;  7.322594260888E-35;  4.825781072524E+01;  1.246195020194E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.148964924946E+02;  7.322594260888E-35;  1.169808854130E+00;  1.149024474949E+02
6;0.060015;60;  1.292032512910E+02;  1.163140926297E-34;  5.345819055584E+01;  1.398258140747E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.292032512910E+02;  1.163140926297E-34;  6.370188684734E+00;  1.293601926716E+02
7;0.070039;60;  1.604336285818E+02;  2.243521816242E-34;  5.239645555372E+01;  1.687730361595E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.604336285818E+02;  2.243521816242E-34;  5.308453682608E+00;  1.605214280413E+02
8;0.080014;60;  1.099600141133E+02; -1.118736178047E-33;  4.090732583921E+01;  1.173226917996E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.099600141133E+02; -1.118736178047E-33; -6.180676031898E+00;  1.101335800744E+02
9;0.090007;60;  1.441129166626E+02; -1.445425919747E-33;  6.019491251163E+01;  1.561792567574E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.441129166626E+02; -1.445425919747E-33;  1.310691064052E+01;  1.447077187144E+02
10;0.100018;60;  1.541450972852E+02; -1.944534535021E-33;  9.539843839613E+01;  1.812776132496E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.541450972852E+02; -1.944534535021E-33;  4.831043652502E+01;  1.615382595371E+02
11;0.110033;60;  1.259230783101E+02; -1.012000534615E-33;  5.373074196533E+01;  1.369073200499E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.259230783101E+02; -1.012000534615E-33;  6.642740094226E+00;  1.260981667077E+02
12;0.120004;60;  1.209234219367E+02; -9.861084564355E-34;  9.015730563398E+01;  1.508337287614E+02;  0.000000000000E+00;  0.000000000000E+00; -4.708800187111E+01;  1.209234219367E+02; -9.861084564355E-34;  4.306930376287E+01;  1.283644767819E+02
