#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRhop;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
Case_Def;3c3cydxe-DualSPHysics5-NNewtonian v1.005 (v5.0.164) (21-11-2020);28-03-2026 17:25:34;895962;774.510681;96.813232;774.606262;84278540;270789528;53380;;8.000049;41;0;895962;89088;Gpu_0?="NVIDIA RTX A1000";CellsFull - Pos-Cell - Single-Gpu; HostName:LCEEO-PKI206D02 - BsForcesBound=128 (48 regs) - BsForcesFluid=128 (72 regs);Case_Def - 3D - DBC - Symplectic - Wendland - Visco_Laminar+SPS(0.1b1) - DDT3(0.1) - Shifting(Full;-10;1.5;Full) - RhopOut(1300-2000);825352;825352;0.006400;0.011085;0;0;0.095956;7.309370;2.659546;32.504612;9.211705;162.131332;0.528157;64.249321;388.721863;8.801825;68.748970;0.000000;0.000000;0.000000;0.000000;0.272390;0.667794;0.000000;0.000000;0.000000
