#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRhop;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
Case_Def;5qq12uay-DualSPHysics5-NNewtonian v1.005 (v5.0.164) (21-11-2020);27-08-2026 20:54:08;10393;204.777664;102.387756;204.892715;1035054;3208792;87361;;2.000021;21;0;10393;1295;Gpu_0?="NVIDIA RTX A1000";CellsFull - Pos-Cell - Single-Gpu; HostName:LCEEO-PKI206D02 - BsForcesBound=128 (48 regs) - BsForcesFluid=128 (72 regs);Case_Def - 2D - DBC - Symplectic - Wendland - Visco_Constitutive equations(0.0001b1) - DDT3(0.1) - Shifting(NoFixed;-5;1.5;Full) - RhopOut(500-3000);1945;1340;0.010000;0.014142;0;0;0.116418;13.137858;5.364405;28.121838;12.289943;8.022642;0.691017;23.606468;47.765831;6.332038;5.393866;0.000000;1.617321;0.000000;0.000000;0.004482;0.143551;0.000000;0.000000;0.000000
